Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,URL,WikiWordCount,external_urls,followers,genres,popularity
41,8.621099442,Shep and The Limelites,Daddy's Home,1961,45157,https://en.wikipedia.org/wiki/Shep_and_the_Limelites,511.0,https://open.spotify.com/artist/0WLKtyApk22rOGTJNKkGix,281.0,,15.0
42,8.485070759,Troy Shondell,This Time,1961,28820,https://en.wikipedia.org/wiki/Troy_Shondell,793.0,https://open.spotify.com/artist/4R3U54HaBxqbw1ey5lMcXQ,186.0,deep adult standards,11.0
43,8.35431448,"Clarence ""Frogman"" Henry",(I Don't Know Why) But I Do,1961,1646381,https://en.wikipedia.org/wiki/Clarence_%22Frogman%22_Henry,553.0,https://open.spotify.com/artist/3EYYw0bxDMBYfLoBehpsNf,3594.0,brill building pop|doo-wop|jump blues|new orleans blues|rock-and-roll|rockabilly|swamp pop,39.0
44,8.228510611,Kokomo,Asia Minor,1961,38898,https://en.wikipedia.org/wiki/Jimmy_Wisner,438.0,https://open.spotify.com/artist/1m3zDfkzk9x6eUMjMM1e1f,1966.0,,20.0
45,8.107365283,Faron Young,Hello Walls,1961,1490230,https://en.wikipedia.org/wiki/Faron_Young,1733.0,https://open.spotify.com/artist/6uvq6FeVsmhOWfJHxVNeBL,15508.0,country|country christmas|country gospel|cowboy western|nashville sound|outlaw country|rockabilly|traditional country|western swing,44.0
46,7.990608097999999,Dion,Runaround Sue,1961,27540370,https://en.wikipedia.org/wiki/Dion_DiMucci,3245.0,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,941947.0,canadian pop|dance pop|pop|pop christmas,79.0
12,19.39725958,Dion,The Wanderer,1962,30747630,https://en.wikipedia.org/wiki/Dion_DiMucci,3245.0,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,941947.0,canadian pop|dance pop|pop|pop christmas,79.0
67,6.234342105,Dion,Lovers Who Wander,1962,1642078,https://en.wikipedia.org/wiki/Dion_DiMucci,3245.0,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,941947.0,canadian pop|dance pop|pop|pop christmas,79.0
86,5.287264321,Dion,Little Diane,1962,191936,https://en.wikipedia.org/wiki/Dion_DiMucci,3245.0,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,941947.0,canadian pop|dance pop|pop|pop christmas,79.0
40,8.762749681,Dion,Ruby Baby,1963,541039,https://en.wikipedia.org/wiki/Dion_DiMucci,3245.0,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,941947.0,canadian pop|dance pop|pop|pop christmas,79.0
86,5.287264321,Dion,Donna the Prima Donna,1963,723972,https://en.wikipedia.org/wiki/Dion_DiMucci,3245.0,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,941947.0,canadian pop|dance pop|pop|pop christmas,79.0
47,7.877989792999999,Arthur Lyman,Yellow Bird,1961,261189,https://en.wikipedia.org/wiki/Arthur_Lyman,1800.0,https://open.spotify.com/artist/4UAjW7ABQfMm5F88xCtQln,2598.0,easy listening|exotica|lounge,36.0
48,7.769280177000001,Timi Yuro,Hurt,1961,1033560,https://en.wikipedia.org/wiki/Timi_Yuro,1329.0,https://open.spotify.com/artist/2JyxVsEiD9HVRM7CtFaLCK,5721.0,adult standards|brill building pop|christmas,40.0
50,7.562750921,The Capris,There's A Moon Out Tonight,1961,977093,https://en.wikipedia.org/wiki/The_Capris,562.0,https://open.spotify.com/artist/42SCX0E1m3YSaY2l3zHVJ4,3207.0,doo-wop,34.0
52,7.369496097000001,The Paris Sisters,I Love How You Love Me,1961,368245,https://en.wikipedia.org/wiki/The_Paris_Sisters,315.0,https://open.spotify.com/artist/0SDMI2Gkjubw3ol5p5fKtX,985.0,brill building pop,32.0
53,7.277428145,Lee Dorsey,Ya Ya,1961,1445791,https://en.wikipedia.org/wiki/Lee_Dorsey,752.0,https://open.spotify.com/artist/0En4EEcDMJ5kaUCf1aZ9js,10044.0,blues|brill building pop|chicago blues|chicago soul|classic funk rock|deep funk|delta blues|funk|jazz blues|jump blues|louisiana blues|memphis blues|memphis soul|motown|new orleans blues|northern soul|rock-and-roll|soul|soul blues|southern soul|traditional blues,53.0
76,5.736711756,Lee Dorsey,Working In The Coal Mine,1966,1841556,https://en.wikipedia.org/wiki/Lee_Dorsey,752.0,https://open.spotify.com/artist/0En4EEcDMJ5kaUCf1aZ9js,10044.0,blues|brill building pop|chicago blues|chicago soul|classic funk rock|deep funk|delta blues|funk|jazz blues|jump blues|louisiana blues|memphis blues|memphis soul|motown|new orleans blues|northern soul|rock-and-roll|soul|soul blues|southern soul|traditional blues,53.0
55,7.101672245,Bob Moore,Mexico,1961,44613,https://en.wikipedia.org/wiki/Bob_Moore,611.0,https://open.spotify.com/artist/3WHnBXhT1nrozhZnEpvDl8,122.0,,12.0
56,7.017717833,Ral Donner,You Don't Know What You've Got (Until You Lose It),1961,45016,https://en.wikipedia.org/wiki/Ral_Donner,411.0,https://open.spotify.com/artist/0j4ZVeMLH38uXEup39Hjvb,589.0,rock-and-roll,19.0
58,6.857053284,The Lettermen,The Way You Look Tonight,1961,265415,https://en.wikipedia.org/wiki/The_Lettermen,1932.0,https://open.spotify.com/artist/3lzlUccNrekC1oFPCjNIOX,15746.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|lounge|soft rock,45.0
74,5.838577711,The Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You,1968,399488,https://en.wikipedia.org/wiki/The_Lettermen,1932.0,https://open.spotify.com/artist/3lzlUccNrekC1oFPCjNIOX,15746.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|lounge|soft rock,45.0
30,10.59497587,The Lettermen,Hurt So Bad,1969,140938,https://en.wikipedia.org/wiki/The_Lettermen,1932.0,https://open.spotify.com/artist/3lzlUccNrekC1oFPCjNIOX,15746.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|lounge|soft rock,45.0
59,6.780124557000001,Pat Boone,Moody River,1961,376361,https://en.wikipedia.org/wiki/Pat_Boone,4138.0,https://open.spotify.com/artist/7fmKtIgmxqNEKjATioVNsu,31398.0,adult standards|brill building pop|bubblegum pop|christmas|deep adult standards|doo-wop|easy listening|lounge|merseybeat|nashville sound|rock-and-roll|rockabilly,48.0
45,8.107365283,Pat Boone,Speedy Gonzales,1962,1355459,https://en.wikipedia.org/wiki/Pat_Boone,4138.0,https://open.spotify.com/artist/7fmKtIgmxqNEKjATioVNsu,31398.0,adult standards|brill building pop|bubblegum pop|christmas|deep adult standards|doo-wop|easy listening|lounge|merseybeat|nashville sound|rock-and-roll|rockabilly,48.0
61,6.632577127,Adam Wade,Take Good Care Of Her,1961,16354,https://en.wikipedia.org/wiki/Adam_Wade_(singer),531.0,https://open.spotify.com/artist/1rBtwsSkGLKYGhL5yj98Wd,129.0,deep adult standards,11.0
83,5.412631479,Adam Wade,The Writing On The Wall,1961,4696,https://en.wikipedia.org/wiki/Adam_Wade_(singer),531.0,https://open.spotify.com/artist/1rBtwsSkGLKYGhL5yj98Wd,129.0,deep adult standards,11.0
62,6.5617772720000005,Carla Thomas,Gee Whiz (Look At His Eyes),1961,833523,https://en.wikipedia.org/wiki/Carla_Thomas,1161.0,https://open.spotify.com/artist/1QAGLCom3FHTTiuRFsjzOj,13292.0,brill building pop|chicago soul|funk|jazz blues|memphis soul|motown|soul|soul blues|soul christmas|southern soul,57.0
39,8.910403257999999,Carla Thomas,B-A-B-Y,1966,9284829,https://en.wikipedia.org/wiki/Carla_Thomas,1161.0,https://open.spotify.com/artist/1QAGLCom3FHTTiuRFsjzOj,13292.0,brill building pop|chicago soul|funk|jazz blues|memphis soul|motown|soul|soul blues|soul christmas|southern soul,57.0
63,6.49284802,Ben E. King,Stand By Me,1961,59842653,https://en.wikipedia.org/wiki/Ben_E._King,1450.0,https://open.spotify.com/artist/3plJVWt88EqjvtuB4ZDRV3,126058.0,adult standards|brill building pop|chicago soul|christmas|jazz blues|jazz christmas|memphis soul|motown|quiet storm|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul,70.0
64,6.4257114170000005,Ben E. King,Spanish Harlem,1961,4059124,https://en.wikipedia.org/wiki/Ben_E._King,1450.0,https://open.spotify.com/artist/3plJVWt88EqjvtuB4ZDRV3,126058.0,adult standards|brill building pop|chicago soul|christmas|jazz blues|jazz christmas|memphis soul|motown|quiet storm|rock-and-roll|rockabilly|soul|soul blues|soul christmas|southern soul,70.0
65,6.360293906,Ike and Tina Turner,It's Gonna Work Out Fine,1961,246104,https://en.wikipedia.org/wiki/Ike_%26_Tina_Turner,3574.0,https://open.spotify.com/artist/1ZikppG9dPedbIgMfnfx8k,62083.0,brill building pop|chicago soul|classic funk rock|funk|jazz blues|memphis soul|motown|rock-and-roll|soul|soul blues|southern soul,56.0
66,6.296526022,The Echoes,Baby Blue,1961,29769,https://en.wikipedia.org/wiki/The_Echoes,2474.0,https://open.spotify.com/artist/2gK2vUsncaH9nrI7gQIYH5,3429.0,hard alternative,36.0
67,6.234342105,Buzz Clifford,Baby Sittin' Boogie,1961,91330,https://en.wikipedia.org/wiki/Buzz_Clifford,544.0,https://open.spotify.com/artist/4ktCOHXwrnjPRGmAuX98yE,247.0,,16.0
69,6.114481004,Little Caesar and The Romans,Those Oldies But Goodies,1961,286453,https://en.wikipedia.org/wiki/Little_Caesar_%26_the_Romans,346.0,https://open.spotify.com/artist/4jUkLFuoU0EMZbcP84QhsX,178.0,doo-wop,25.0
72,5.9451190039999995,Bert Kaempfert,Wonderland By Night,1961,350403,https://en.wikipedia.org/wiki/Bert_Kaempfert,2099.0,https://open.spotify.com/artist/2s6JabvZdqVQhfOsaxCSFX,16488.0,adult standards|ballroom|christmas|easy listening|lounge|romantico,52.0
32,10.15315495,Bert Kaempfert,Red Roses for a Blue Lady,1965,293898,https://en.wikipedia.org/wiki/Bert_Kaempfert,2099.0,https://open.spotify.com/artist/2s6JabvZdqVQhfOsaxCSFX,16488.0,adult standards|ballroom|christmas|easy listening|lounge|romantico,52.0
73,5.8912426689999995,Tony Orlando,Bless You,1961,73268,https://en.wikipedia.org/wiki/Tony_Orlando,2129.0,https://open.spotify.com/artist/6PNZ6ZfwWLiUA2BrranFl3,8832.0,adult standards|brill building pop|bubblegum pop|soft rock,49.0
76,5.736711756,Rosie and The Originals,Angel Baby,1961,3204938,https://en.wikipedia.org/wiki/Rosie_and_the_Originals,827.0,https://open.spotify.com/artist/422gtj7D6L6pvr0GE08lwf,8737.0,brill building pop|doo-wop,47.0
77,5.687430745,Curtis Lee,Pretty Little Angel Eyes,1961,847297,https://en.wikipedia.org/wiki/Jamie_Lee_Curtis,1967.0,https://open.spotify.com/artist/2CM4LFqAr2MS4rIp25pxfg,1158.0,brill building pop|doo-wop|rock-and-roll,33.0
79,5.59198657,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavour (On The Bedpost Overnight),1961,203528,https://en.wikipedia.org/wiki/Lonnie_Donegan,2450.0,https://open.spotify.com/artist/6dIOTeSQDBSR6gwsL0WB2n,7574.0,folk christmas|merseybeat|rock-and-roll|rockabilly|skiffle,36.0
84,5.370017132,Matt Monro,My Kind Of Girl,1961,307716,https://en.wikipedia.org/wiki/Matt_Monro,1698.0,https://open.spotify.com/artist/06kr5yNAM2rOf4DXemM8fl,44161.0,adult standards|brill building pop|christmas|easy listening|lounge|rock-and-roll|vocal jazz,54.0
86,5.287264321,Jimmy Dean,Big Bad John,1961,2739818,https://en.wikipedia.org/wiki/Jimmy_Dean,1804.0,https://open.spotify.com/artist/1RaDKTFXuy0qA8YV1h9SwC,13340.0,country christmas|country gospel|cowboy western|nashville sound|outlaw country|traditional country|western swing,43.0
85,5.328236693,Jimmy Dean,P.T. 109,1962,90285,https://en.wikipedia.org/wiki/Jimmy_Dean,1804.0,https://open.spotify.com/artist/1RaDKTFXuy0qA8YV1h9SwC,13340.0,country christmas|country gospel|cowboy western|nashville sound|outlaw country|traditional country|western swing,43.0
92,5.057082445,Eddie Hodges,I'm Gonna Knock On Your Door,1961,568081,https://en.wikipedia.org/wiki/Eddie_Hodges,688.0,https://open.spotify.com/artist/3JJYPOCM13Id9iZHtkwkI5,715.0,rock-and-roll,31.0
96,4.917008807,Eddie Hodges,"(Girls, Girls, Girls) Made To Love",1962,30625,https://en.wikipedia.org/wiki/Eddie_Hodges,688.0,https://open.spotify.com/artist/3JJYPOCM13Id9iZHtkwkI5,715.0,rock-and-roll,31.0
95,4.9511082360000005,Dave Brubeck,Take Five,1961,49478497,https://en.wikipedia.org/wiki/Dave_Brubeck,3623.0,https://open.spotify.com/artist/4iRZAbYvBqnxrbs6K25aJ7,46769.0,adult standards|bebop|contemporary post-bop|cool jazz|hard bop|jazz|jazz blues|jazz christmas|jazz fusion|soul jazz|stride|vocal jazz,61.0
97,4.883493965,Don Gibson,Sea Of Heartbreak,1961,1088344,https://en.wikipedia.org/wiki/Don_Gibson,648.0,https://open.spotify.com/artist/4xcYVPssil6vbG6tq3W43S,12521.0,country gospel|cowboy western|nashville sound|outlaw country|rock-and-roll|rockabilly|traditional country|western swing,44.0
1,100.0,Acker Bilk,Stranger On The Shore,1962,921367,https://en.wikipedia.org/wiki/Acker_Bilk,1265.0,https://open.spotify.com/artist/5bdgb81IJMXag724quaNSA,9583.0,adult standards|ballroom|christmas|easy listening|lounge|new orleans jazz|operatic pop,48.0
3,48.42838339,Dee Dee Sharp,Mashed Potato Time,1962,771095,https://en.wikipedia.org/wiki/Dee_Dee_Sharp,557.0,https://open.spotify.com/artist/2NtGOVTuHBMDfR5PMNPBGT,4587.0,brill building pop|chicago soul|doo-wop|motown|new orleans blues|northern soul|rock-and-roll|southern soul,38.0
90,5.130975533,Dee Dee Sharp,Gravy (For My Mashed Potatoes),1962,251344,https://en.wikipedia.org/wiki/Dee_Dee_Sharp,557.0,https://open.spotify.com/artist/2NtGOVTuHBMDfR5PMNPBGT,4587.0,brill building pop|chicago soul|doo-wop|motown|new orleans blues|northern soul|rock-and-roll|southern soul,38.0
96,4.917008807,Dee Dee Sharp,Do the Bird,1963,54532,https://en.wikipedia.org/wiki/Dee_Dee_Sharp,557.0,https://open.spotify.com/artist/2NtGOVTuHBMDfR5PMNPBGT,4587.0,brill building pop|chicago soul|doo-wop|motown|new orleans blues|northern soul|rock-and-roll|southern soul,38.0
4,40.05349388,Bobby Vinton,Roses Are Red (My Love),1962,2365412,https://en.wikipedia.org/wiki/Bobby_Vinton,1732.0,https://open.spotify.com/artist/6bOYtKnpLPQSfMpS2ilotK,40275.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|rockabilly,58.0
6,30.6492728,Bobby Vinton,Blue Velvet,1963,8522784,https://en.wikipedia.org/wiki/Bobby_Vinton,1732.0,https://open.spotify.com/artist/6bOYtKnpLPQSfMpS2ilotK,40275.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|rockabilly,58.0
52,7.369496097000001,Bobby Vinton,Blue on Blue,1963,862958,https://en.wikipedia.org/wiki/Bobby_Vinton,1732.0,https://open.spotify.com/artist/6bOYtKnpLPQSfMpS2ilotK,40275.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|rockabilly,58.0
98,4.850547815,Bobby Vinton,There! I've Said It Again,1964,526233,https://en.wikipedia.org/wiki/Bobby_Vinton,1732.0,https://open.spotify.com/artist/6bOYtKnpLPQSfMpS2ilotK,40275.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|rockabilly,58.0
43,8.35431448,Bobby Vinton,Please Love Me Forever,1967,540828,https://en.wikipedia.org/wiki/Bobby_Vinton,1732.0,https://open.spotify.com/artist/6bOYtKnpLPQSfMpS2ilotK,40275.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|rockabilly,58.0
5,34.56844127,David Rose,The Stripper,1962,313233,https://en.wikipedia.org/wiki/David_Rose_(songwriter),1104.0,https://open.spotify.com/artist/7pqXHn8GD1AfBkWHmCi0ze,3.0,,36.0
6,30.6492728,Shelley Fabares,Johnny Angel,1962,472535,https://en.wikipedia.org/wiki/Shelley_Fabares,741.0,https://open.spotify.com/artist/6ZID5oFfvvgzIRrqXaTJSy,2364.0,brill building pop|bubblegum pop|doo-wop,29.0
7,27.68441135,Little Eva,The Loco-Motion,1962,9076546,https://en.wikipedia.org/wiki/Little_Eva,924.0,https://open.spotify.com/artist/4S76LQXJD6N2uPcLhKejG8,7873.0,brill building pop|bubblegum pop|chicago soul|doo-wop|merseybeat|motown|rock-and-roll|rockabilly,49.0
8,25.34898699,The Sensations,Let Me In,1962,47535,https://en.wikipedia.org/wiki/The_Sensations,233.0,https://open.spotify.com/artist/708pmTl2zRKC87egxplOGc,647.0,rock steady,24.0
11,20.54380234,Bruce Channel,Hey! Baby,1962,9727465,https://en.wikipedia.org/wiki/Bruce_Channel,589.0,https://open.spotify.com/artist/5Do19ow5oRPYYU46jqdkwh,2853.0,brill building pop|rock-and-roll,47.0
13,18.39913422,Gene Chandler,Duke Of Earl,1962,1890074,https://en.wikipedia.org/wiki/Gene_Chandler,1289.0,https://open.spotify.com/artist/52uMkSFt2RVO6XxTEt5VeW,15582.0,brill building pop|chicago soul|doo-wop|memphis soul|motown|northern soul|quiet storm|soul|soul blues|southern soul,45.0
14,17.52086311,Freddy Cannon,Palisades Park,1962,548294,https://en.wikipedia.org/wiki/Freddy_Cannon,1289.0,https://open.spotify.com/artist/1ffNa7yLg0ncUpBm5P03pm,4208.0,adult standards|brill building pop|bubblegum pop|doo-wop|merseybeat|rock-and-roll|rockabilly|surf music,36.0
16,16.04282372,Claude King,Wolverton Mountain,1962,453022,https://en.wikipedia.org/wiki/Claude_King,1100.0,https://open.spotify.com/artist/3apueasSp0paDZeS4aU06g,1549.0,country gospel|cowboy western|nashville sound|outlaw country|traditional country|western swing,27.0
19,14.32262507,Mary Wells,The One Who Really Loves You,1962,1749941,https://en.wikipedia.org/wiki/Mary_Wells,2824.0,https://open.spotify.com/artist/1cjZk1xXn3YCToNg3uJpA7,61278.0,brill building pop|chicago soul|classic funk rock|memphis soul|motown|northern soul|quiet storm|rock-and-roll|soul|soul blues|southern soul,59.0
70,6.056689273,Mary Wells,You Beat Me To The Punch,1962,10101881,https://en.wikipedia.org/wiki/Mary_Wells,2824.0,https://open.spotify.com/artist/1cjZk1xXn3YCToNg3uJpA7,61278.0,brill building pop|chicago soul|classic funk rock|memphis soul|motown|northern soul|quiet storm|rock-and-roll|soul|soul blues|southern soul,59.0
7,27.68441135,Mary Wells,My Guy,1964,35289317,https://en.wikipedia.org/wiki/Mary_Wells,2824.0,https://open.spotify.com/artist/1cjZk1xXn3YCToNg3uJpA7,61278.0,brill building pop|chicago soul|classic funk rock|memphis soul|motown|northern soul|quiet storm|rock-and-roll|soul|soul blues|southern soul,59.0
21,13.40711287,Kenny Ball,Midnight In Moscow,1962,452268,https://en.wikipedia.org/wiki/Kenny_Ball,1531.0,https://open.spotify.com/artist/0QyB38XO00qX8Zc0EFzN4w,2308.0,dixieland|easy listening|new orleans jazz|rock-and-roll,37.0
22,13.00172664,Tommy Roe,Sheila,1962,713267,https://en.wikipedia.org/wiki/Tommy_Roe,711.0,https://open.spotify.com/artist/7t4XHvWfj0XtEB8SNFeALw,11071.0,adult standards|brill building pop|bubblegum pop|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,43.0
38,9.064478563,Tommy Roe,Everybody,1963,21660,https://en.wikipedia.org/wiki/Tommy_Roe,711.0,https://open.spotify.com/artist/7t4XHvWfj0XtEB8SNFeALw,11071.0,adult standards|brill building pop|bubblegum pop|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,43.0
43,8.35431448,Tommy Roe,Hooray for Hazel,1966,73278,https://en.wikipedia.org/wiki/Tommy_Roe,711.0,https://open.spotify.com/artist/7t4XHvWfj0XtEB8SNFeALw,11071.0,adult standards|brill building pop|bubblegum pop|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,43.0
44,8.228510611,Tommy Roe,Sweet Pea,1966,343854,https://en.wikipedia.org/wiki/Tommy_Roe,711.0,https://open.spotify.com/artist/7t4XHvWfj0XtEB8SNFeALw,11071.0,adult standards|brill building pop|bubblegum pop|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,43.0
6,30.6492728,Tommy Roe,Dizzy,1969,2289433,https://en.wikipedia.org/wiki/Tommy_Roe,711.0,https://open.spotify.com/artist/7t4XHvWfj0XtEB8SNFeALw,11071.0,adult standards|brill building pop|bubblegum pop|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,43.0
24,12.27610461,The Orlons,The Wah-Watusi,1962,401222,https://en.wikipedia.org/wiki/The_Orlons,858.0,https://open.spotify.com/artist/7JSIM5U7TZym5M3Q1AFG80,2921.0,brill building pop|chicago soul|doo-wop|motown|northern soul,31.0
47,7.877989792999999,The Orlons,South Street,1963,36247,https://en.wikipedia.org/wiki/The_Orlons,858.0,https://open.spotify.com/artist/7JSIM5U7TZym5M3Q1AFG80,2921.0,brill building pop|chicago soul|doo-wop|motown|northern soul,31.0
25,11.94977132,Joey Dee and The Starliters,Peppermint Twist,1962,443963,https://en.wikipedia.org/wiki/Joey_Dee_and_the_Starliters,1048.0,https://open.spotify.com/artist/5a1eYf2G4v4UKubimlfGAJ,736.0,brill building pop|doo-wop|merseybeat|rock-and-roll|rockabilly,33.0
58,6.857053284,Joey Dee and The Starliters,Shout,1962,205105,https://en.wikipedia.org/wiki/Joey_Dee_and_the_Starliters,1048.0,https://open.spotify.com/artist/5a1eYf2G4v4UKubimlfGAJ,736.0,brill building pop|doo-wop|merseybeat|rock-and-roll|rockabilly,33.0
27,11.35794904,The Marvelettes,Playboy,1962,8011077,https://en.wikipedia.org/wiki/The_Marvelettes,3009.0,https://open.spotify.com/artist/0MponVSpW81oLvJZ53vYZH,65203.0,brill building pop|chicago soul|disco|jazz blues|memphis soul|motown|northern soul|quiet storm|rock-and-roll|soul|soul blues|southern soul,60.0
28,11.08857401,Nat King Cole,Ramblin' Rose,1962,532894,https://en.wikipedia.org/wiki/Nat_King_Cole,4416.0,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,526417.0,adult standards|christmas|jazz blues|jazz christmas|vocal jazz,78.0
70,6.056689273,Nat King Cole,Those Lazy-Hazy-Crazy Days of Summer,1963,555689,https://en.wikipedia.org/wiki/Nat_King_Cole,4416.0,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,526417.0,adult standards|christmas|jazz blues|jazz christmas|vocal jazz,78.0
87,5.247075258,Nat King Cole,"That Sunday, That Summer",1963,248929,https://en.wikipedia.org/wiki/Nat_King_Cole,4416.0,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,526417.0,adult standards|christmas|jazz blues|jazz christmas|vocal jazz,78.0
30,10.59497587,Jay and The Americans,She Cried,1962,264791,https://en.wikipedia.org/wiki/Jay_and_the_Americans,978.0,https://open.spotify.com/artist/0DAqhikcMKLo2lPADVz2fs,15636.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|rock-and-roll,58.0
29,10.83471074,Jay and The Americans,Come a Little Bit Closer,1964,14422507,https://en.wikipedia.org/wiki/Jay_and_the_Americans,978.0,https://open.spotify.com/artist/0DAqhikcMKLo2lPADVz2fs,15636.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|rock-and-roll,58.0
24,12.27610461,Jay and The Americans,Cara Mia,1965,801564,https://en.wikipedia.org/wiki/Jay_and_the_Americans,978.0,https://open.spotify.com/artist/0DAqhikcMKLo2lPADVz2fs,15636.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|rock-and-roll,58.0
56,7.017717833,Jay and The Americans,This Magic Moment,1969,1002589,https://en.wikipedia.org/wiki/Jay_and_the_Americans,978.0,https://open.spotify.com/artist/0DAqhikcMKLo2lPADVz2fs,15636.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|rock-and-roll,58.0
34,9.754924552,Ketty Lester,Love Letters,1962,156761,https://en.wikipedia.org/wiki/Ketty_Lester,768.0,https://open.spotify.com/artist/36pJnWrcvAsoWm6fUqGaHi,1217.0,,30.0
35,9.570069477999999,Claudine Clark,Party Lights,1962,252381,https://en.wikipedia.org/wiki/Claudine_Clark,108.0,https://open.spotify.com/artist/4I0kvGngwrJFy1ngs6fzqZ,193.0,brill building pop,19.0
37,9.225435187999999,Bent Fabric,Alley Cat,1962,145527,https://en.wikipedia.org/wiki/Bent_Fabric,630.0,https://open.spotify.com/artist/6RvwwBmUCvxokwLJiLlO0i,534.0,,17.0
38,9.064478563,The Isley Brothers,Twist And Shout,1962,16962564,https://en.wikipedia.org/wiki/The_Isley_Brothers,2160.0,https://open.spotify.com/artist/53QzNeFpzAaXYnrDBbDrIp,387904.0,brill building pop|chicago soul|classic funk rock|disco|funk|funk rock|memphis soul|motown|quiet storm|soul|soul blues|soul christmas|southern soul,69.0
21,13.40711287,The Isley Brothers,It's Your Thing,1969,28175220,https://en.wikipedia.org/wiki/The_Isley_Brothers,2160.0,https://open.spotify.com/artist/53QzNeFpzAaXYnrDBbDrIp,387904.0,brill building pop|chicago soul|classic funk rock|disco|funk|funk rock|memphis soul|motown|quiet storm|soul|soul blues|soul christmas|southern soul,69.0
39,8.910403257999999,Richard Chamberlain,Theme From Dr. Kildare,1962,26892,https://en.wikipedia.org/wiki/Richard_Chamberlain,1395.0,https://open.spotify.com/artist/1Kpw1Yu7PGX4iqfmL1qbJ0,330.0,,16.0
40,8.762749681,Ace Cannon,Tuff,1962,33272,https://en.wikipedia.org/wiki/Ace_Cannon,341.0,https://open.spotify.com/artist/5tZo7rC9bqWAmhJ1bsejXb,822.0,,27.0
41,8.621099442,Clyde McPhatter,Lover Please,1962,169633,https://en.wikipedia.org/wiki/Clyde_McPhatter,1688.0,https://open.spotify.com/artist/4WL6MC4jDW7w7K9hfc4MVS,6381.0,brill building pop|chicago soul|doo-wop|jazz blues|jump blues|memphis soul|motown|new orleans blues|northern soul|rock-and-roll|rockabilly|soul|soul blues|southern soul,55.0
42,8.485070759,Barbara George,I Know (You Don't Love Me No More),1962,84117,https://en.wikipedia.org/wiki/Barbara_George,338.0,https://open.spotify.com/artist/6uJZLuhxKK0kNUcoGNIy9k,322.0,chicago soul|jump blues|new orleans blues,19.0
46,7.990608097999999,Burl Ives,A Little Bitty Tear,1962,300810,https://en.wikipedia.org/wiki/Burl_Ives,2470.0,https://open.spotify.com/artist/0MHgLfmQdutffmvWe5XBTN,13322.0,adult standards|christmas|cowboy western|easy listening|folk christmas,71.0
82,5.4561067329999995,Burl Ives,Funny Way Of Laughin',1962,63127,https://en.wikipedia.org/wiki/Burl_Ives,2470.0,https://open.spotify.com/artist/0MHgLfmQdutffmvWe5XBTN,13322.0,adult standards|christmas|cowboy western|easy listening|folk christmas,71.0
48,7.769280177000001,Emilio Pericoli,Al Di La,1962,58051,https://en.wikipedia.org/wiki/Emilio_Pericoli,208.0,https://open.spotify.com/artist/78SZetGidiOyErFwdWTmgQ,814.0,,23.0
49,7.664266317999999,Ernie Maresca,Shout! Shout! (Knock Yourself Out),1962,122280,https://en.wikipedia.org/wiki/Ernie_Maresca,533.0,https://open.spotify.com/artist/0b9n4vhaTCuL23DoRJ1XHj,165.0,merseybeat|rock-and-roll,18.0
