Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,URL,WikiWordCount,external_urls,followers,genres,popularity
97,4.883493965,Tommy James and The Shondells,Mirage,1967,227312,https://en.wikipedia.org/wiki/Tommy_James_and_the_Shondells,1401.0,https://open.spotify.com/artist/01hRNr3yF5bYnPq4wZ88iI,43850.0,adult standards|brill building pop|bubblegum pop|christmas|classic garage rock|classic rock|folk rock|mellow gold|merseybeat|motown|psychedelic rock|rock-and-roll|soft rock,56.0
13,18.39913422,Tommy James and The Shondells,"Mony, Mony",1968,3641998,https://en.wikipedia.org/wiki/Tommy_James_and_the_Shondells,1401.0,https://open.spotify.com/artist/01hRNr3yF5bYnPq4wZ88iI,43850.0,adult standards|brill building pop|bubblegum pop|christmas|classic garage rock|classic rock|folk rock|mellow gold|merseybeat|motown|psychedelic rock|rock-and-roll|soft rock,56.0
10,21.87761624,Tommy James and The Shondells,Crimson And Clover,1969,11905252,https://en.wikipedia.org/wiki/Tommy_James_and_the_Shondells,1401.0,https://open.spotify.com/artist/01hRNr3yF5bYnPq4wZ88iI,43850.0,adult standards|brill building pop|bubblegum pop|christmas|classic garage rock|classic rock|folk rock|mellow gold|merseybeat|motown|psychedelic rock|rock-and-roll|soft rock,56.0
12,19.39725958,Tommy James and The Shondells,Crystal Blue Persuasion,1969,3143091,https://en.wikipedia.org/wiki/Tommy_James_and_the_Shondells,1401.0,https://open.spotify.com/artist/01hRNr3yF5bYnPq4wZ88iI,43850.0,adult standards|brill building pop|bubblegum pop|christmas|classic garage rock|classic rock|folk rock|mellow gold|merseybeat|motown|psychedelic rock|rock-and-roll|soft rock,56.0
20,13.84586851,Percy Sledge,When a Man Loves a Woman,1966,35465080,https://en.wikipedia.org/wiki/Percy_Sledge,1092.0,https://open.spotify.com/artist/3rRmDmzPcAFwcUDvG5gBqO,118297.0,brill building pop|chicago soul|funk|jazz blues|jazz christmas|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,60.0
54,7.188199442999999,Percy Sledge,Take Time To Know Her,1968,888908,https://en.wikipedia.org/wiki/Percy_Sledge,1092.0,https://open.spotify.com/artist/3rRmDmzPcAFwcUDvG5gBqO,118297.0,brill building pop|chicago soul|funk|jazz blues|jazz christmas|memphis soul|motown|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,60.0
24,12.27610461,The Troggs,Wild Thing,1966,10680673,https://en.wikipedia.org/wiki/The_Troggs,1786.0,https://open.spotify.com/artist/57xdnSVt4ahJCIXYLieQ25,54219.0,blues-rock|brill building pop|british blues|british invasion|bubblegum pop|classic garage rock|classic rock|folk rock|freakbeat|merseybeat|protopunk|psychedelic rock|rock-and-roll|rockabilly,53.0
25,11.94977132,Paul Revere and The Raiders,Kicks,1966,1572579,https://en.wikipedia.org/wiki/Paul_Revere_%26_the_Raiders,4169.0,https://open.spotify.com/artist/32HPpJAhgnGPT3V7UOggzi,27075.0,blues-rock|brill building pop|british blues|bubblegum pop|classic garage rock|classic rock|folk rock|freakbeat|mellow gold|merseybeat|protopunk|psychedelic rock|rock-and-roll|soft rock|surf music,47.0
67,6.234342105,Paul Revere and The Raiders,Just Like Me,1966,327267,https://en.wikipedia.org/wiki/Paul_Revere_%26_the_Raiders,4169.0,https://open.spotify.com/artist/32HPpJAhgnGPT3V7UOggzi,27075.0,blues-rock|brill building pop|british blues|bubblegum pop|classic garage rock|classic rock|folk rock|freakbeat|mellow gold|merseybeat|protopunk|psychedelic rock|rock-and-roll|soft rock|surf music,47.0
97,4.883493965,Paul Revere and The Raiders,Hungry,1966,257617,https://en.wikipedia.org/wiki/Paul_Revere_%26_the_Raiders,4169.0,https://open.spotify.com/artist/32HPpJAhgnGPT3V7UOggzi,27075.0,blues-rock|brill building pop|british blues|bubblegum pop|classic garage rock|classic rock|folk rock|freakbeat|mellow gold|merseybeat|protopunk|psychedelic rock|rock-and-roll|soft rock|surf music,47.0
95,4.9511082360000005,Paul Revere and The Raiders,"Mr. Sun, Mr. Moon",1969,100456,https://en.wikipedia.org/wiki/Paul_Revere_%26_the_Raiders,4169.0,https://open.spotify.com/artist/32HPpJAhgnGPT3V7UOggzi,27075.0,blues-rock|brill building pop|british blues|bubblegum pop|classic garage rock|classic rock|folk rock|freakbeat|mellow gold|merseybeat|protopunk|psychedelic rock|rock-and-roll|soft rock|surf music,47.0
100,4.786300923,Paul Revere and The Raiders,Let Me,1969,4348,https://en.wikipedia.org/wiki/Paul_Revere_%26_the_Raiders,4169.0,https://open.spotify.com/artist/32HPpJAhgnGPT3V7UOggzi,27075.0,blues-rock|brill building pop|british blues|bubblegum pop|classic garage rock|classic rock|folk rock|freakbeat|mellow gold|merseybeat|protopunk|psychedelic rock|rock-and-roll|soft rock|surf music,47.0
26,11.64441273,Donovan,Sunshine Superman,1966,7309228,https://en.wikipedia.org/wiki/Donovan,6108.0,https://open.spotify.com/artist/6vLlQYujOujIrm7zAKzEdG,128894.0,album rock|art rock|blues-rock|brill building pop|british blues|british folk|british invasion|bubblegum pop|classic funk rock|classic rock|country rock|folk|folk rock|glam rock|mellow gold|protopunk|psychedelic rock|rock|roots rock|singer-songwriter|soft rock|traditional folk,62.0
61,6.632577127,Donovan,Hurdy Gurdy Man,1968,11057785,https://en.wikipedia.org/wiki/Donovan,6108.0,https://open.spotify.com/artist/6vLlQYujOujIrm7zAKzEdG,128894.0,album rock|art rock|blues-rock|brill building pop|british blues|british folk|british invasion|bubblegum pop|classic funk rock|classic rock|country rock|folk|folk rock|glam rock|mellow gold|protopunk|psychedelic rock|rock|roots rock|singer-songwriter|soft rock|traditional folk,62.0
53,7.277428145,Donovan,Atlantis,1969,2640311,https://en.wikipedia.org/wiki/Donovan,6108.0,https://open.spotify.com/artist/6vLlQYujOujIrm7zAKzEdG,128894.0,album rock|art rock|blues-rock|brill building pop|british blues|british folk|british invasion|bubblegum pop|classic funk rock|classic rock|country rock|folk|folk rock|glam rock|mellow gold|protopunk|psychedelic rock|rock|roots rock|singer-songwriter|soft rock|traditional folk,62.0
27,11.35794904,Bobby Hebb,Sunny,1966,18167168,https://en.wikipedia.org/wiki/Bobby_Hebb,673.0,https://open.spotify.com/artist/2uNpV18izVIP7DNusoWbT5,8741.0,chicago soul|memphis soul|motown|northern soul|southern soul,51.0
29,10.83471074,The Happenings,See You In September,1966,591096,https://en.wikipedia.org/wiki/The_Happenings,550.0,https://open.spotify.com/artist/5ojumrbWWohLIuzArVoyDs,3003.0,brill building pop|bubblegum pop|folk rock|merseybeat,36.0
37,9.225435187999999,The Happenings,I Got Rhythm,1967,110643,https://en.wikipedia.org/wiki/The_Happenings,550.0,https://open.spotify.com/artist/5ojumrbWWohLIuzArVoyDs,3003.0,brill building pop|bubblegum pop|folk rock|merseybeat,36.0
32,10.15315495,Mitch Ryder and the Detroit Wheels,Devil with a Blue Dress On/Good Golly Miss Molly,1966,507896,https://en.wikipedia.org/wiki/Mitch_Ryder,827.0,https://open.spotify.com/artist/4d22O5s2UK1KzIoZRR8NZk,295.0,,8.0
34,9.754924552,The Mindbenders,A Groovy Kind of Love,1966,1144597,https://en.wikipedia.org/wiki/The_Mindbenders,978.0,https://open.spotify.com/artist/2VkASgJ3IjpMHG5aYXx4t2,2826.0,british invasion|bubblegum pop|folk rock|merseybeat|rock-and-roll,34.0
36,9.393779234,The Capitols,Cool Jerk,1966,1499894,https://en.wikipedia.org/wiki/The_Capitols,879.0,https://open.spotify.com/artist/2AYmrUFn1ATSfFSx3B4tvb,1189.0,chicago soul|memphis soul|motown|northern soul|southern soul,35.0
37,9.225435187999999,Sandy Posey,Born a Woman,1966,7920,https://en.wikipedia.org/wiki/Sandy_Posey,936.0,https://open.spotify.com/artist/5Xh0e6sCvMXJUNVa4oynvx,2230.0,brill building pop|bubblegum pop|country christmas|merseybeat|nashville sound|rock-and-roll,31.0
88,5.207645782,Sandy Posey,I Take It Back,1967,89016,https://en.wikipedia.org/wiki/Sandy_Posey,936.0,https://open.spotify.com/artist/5Xh0e6sCvMXJUNVa4oynvx,2230.0,brill building pop|bubblegum pop|country christmas|merseybeat|nashville sound|rock-and-roll,31.0
38,9.064478563,The Cyrkle,Red Rubber Ball,1966,846269,https://en.wikipedia.org/wiki/The_Cyrkle,669.0,https://open.spotify.com/artist/4qnb4cn5aykCACoyuCirGg,3805.0,bubblegum pop|classic garage rock|folk rock|freakbeat|merseybeat|psychedelic rock,36.0
40,8.762749681,The Left Banke,Walk Away Renee,1966,856321,https://en.wikipedia.org/wiki/The_Left_Banke,1760.0,https://open.spotify.com/artist/382aCtCMEd2Rg2DmcU9xw9,4574.0,bubblegum pop|classic garage rock|folk rock|freakbeat|jangle pop|psychedelic rock,34.0
42,8.485070759,The Outsiders,Time Won't Let Me,1966,206922,https://en.wikipedia.org/wiki/The_Outsiders_(American_band),2291.0,https://open.spotify.com/artist/2YoQIXRoQoitW4Sy6hR8AQ,2036.0,anthem worship|classic garage rock|freakbeat,32.0
45,8.107365283,The Hollies,Bus Stop,1966,14087286,https://en.wikipedia.org/wiki/The_Hollies,5157.0,https://open.spotify.com/artist/6waa8mKu91GjzD4NlONlNJ,203930.0,adult standards|album rock|art rock|blues-rock|brill building pop|british blues|british invasion|bubblegum pop|christmas|classic funk rock|classic rock|folk|folk rock|hard rock|mellow gold|merseybeat|motown|psychedelic rock|rock|rock-and-roll|rockabilly|roots rock|singer-songwriter|soft rock,67.0
42,8.485070759,The Hollies,On A Carousel,1967,1833574,https://en.wikipedia.org/wiki/The_Hollies,5157.0,https://open.spotify.com/artist/6waa8mKu91GjzD4NlONlNJ,203930.0,adult standards|album rock|art rock|blues-rock|brill building pop|british blues|british invasion|bubblegum pop|christmas|classic funk rock|classic rock|folk|folk rock|hard rock|mellow gold|merseybeat|motown|psychedelic rock|rock|rock-and-roll|rockabilly|roots rock|singer-songwriter|soft rock,67.0
64,6.4257114170000005,The Hollies,Carrie Ann,1967,5012889,https://en.wikipedia.org/wiki/The_Hollies,5157.0,https://open.spotify.com/artist/6waa8mKu91GjzD4NlONlNJ,203930.0,adult standards|album rock|art rock|blues-rock|brill building pop|british blues|british invasion|bubblegum pop|christmas|classic funk rock|classic rock|folk|folk rock|hard rock|mellow gold|merseybeat|motown|psychedelic rock|rock|rock-and-roll|rockabilly|roots rock|singer-songwriter|soft rock,67.0
46,7.990608097999999,James and Bobby Purify,I'm Your Puppet,1966,3820190,https://en.wikipedia.org/wiki/James_%26_Bobby_Purify,566.0,https://open.spotify.com/artist/1qO2mRQM4zbksO586oM0W7,4017.0,chicago soul|memphis soul|motown|northern soul|soul|southern soul,43.0
47,7.877989792999999,B. J. Thomas,I'm So Lonesome I Could Cry,1966,65826,https://en.wikipedia.org/wiki/B._J._Thomas,1074.0,https://open.spotify.com/artist/6uGsczwjXiDrqwnVBe8KGn,68.0,,2.0
99,4.818155049,B. J. Thomas,Hooked On A Feeling,1969,2960882,https://en.wikipedia.org/wiki/B._J._Thomas,1074.0,https://open.spotify.com/artist/6uGsczwjXiDrqwnVBe8KGn,68.0,,2.0
49,7.664266317999999,The Standells,Dirty Water,1966,1416973,https://en.wikipedia.org/wiki/The_Standells,2084.0,https://open.spotify.com/artist/4BM6qze88exQPVILQpcYpj,4580.0,bubblegum pop|classic garage rock|freakbeat|protopunk|psychedelic rock,35.0
50,7.562750921,Bob Lind,Elusive Butterfly,1966,560837,https://en.wikipedia.org/wiki/Bob_Lind,676.0,https://open.spotify.com/artist/5W6gs1V54kOPUgBxBLkY1z,1071.0,bubblegum pop|merseybeat,29.0
51,7.464550900000001,Simon and Garfunkel,I Am a Rock,1966,14516548,https://en.wikipedia.org/wiki/Simon_%26_Garfunkel,5562.0,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,958297.0,album rock|brill building pop|classic rock|folk|folk christmas|folk rock|folk-pop|melancholia|mellow gold|rock|roots rock|singer-songwriter|soft rock,77.0
54,7.188199442999999,Simon and Garfunkel,The Sound of Silence,1966,140952268,https://en.wikipedia.org/wiki/Simon_%26_Garfunkel,5562.0,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,958297.0,album rock|brill building pop|classic rock|folk|folk christmas|folk rock|folk-pop|melancholia|mellow gold|rock|roots rock|singer-songwriter|soft rock,77.0
56,7.017717833,Simon and Garfunkel,Homeward Bound,1966,13052761,https://en.wikipedia.org/wiki/Simon_%26_Garfunkel,5562.0,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,958297.0,album rock|brill building pop|classic rock|folk|folk christmas|folk rock|folk-pop|melancholia|mellow gold|rock|roots rock|singer-songwriter|soft rock,77.0
9,23.45308318,Simon and Garfunkel,Mrs. Robinson,1968,111152876,https://en.wikipedia.org/wiki/Simon_%26_Garfunkel,5562.0,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,958297.0,album rock|brill building pop|classic rock|folk|folk christmas|folk rock|folk-pop|melancholia|mellow gold|rock|roots rock|singer-songwriter|soft rock,77.0
89,5.168953147,Simon and Garfunkel,Scarborough Fair / Canticle,1968,20339116,https://en.wikipedia.org/wiki/Simon_%26_Garfunkel,5562.0,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,958297.0,album rock|brill building pop|classic rock|folk|folk christmas|folk rock|folk-pop|melancholia|mellow gold|rock|roots rock|singer-songwriter|soft rock,77.0
58,6.857053284,Robert Parker,Barefootin',1966,711657,https://en.wikipedia.org/wiki/Robert_Parker_(singer),215.0,https://open.spotify.com/artist/0eEcbHGsAvOTCZzF5pg8GD,4077.0,filter house|retro electro,43.0
64,6.4257114170000005,Count Five,Psychotic Reaction,1966,2591519,https://en.wikipedia.org/wiki/Count_Five,694.0,https://open.spotify.com/artist/57WXdjUf5Vlq3klNZegeTP,6598.0,bubblegum pop|classic garage rock|freakbeat|garage rock|protopunk|psychedelic rock|surf music,42.0
66,6.296526022,The T-Bones,No Matter What Shape (Your Stomach Is In),1966,108083,https://en.wikipedia.org/wiki/The_T-Bones,480.0,https://open.spotify.com/artist/4wyE7hg8TRoAcqOiwPUvK1,188.0,,16.0
68,6.173680038,Deon Jackson,Love Makes The World Go Round,1966,381062,https://en.wikipedia.org/wiki/Deon_Jackson,249.0,https://open.spotify.com/artist/1MAzauDIpGIacm1p6x2zQe,290.0,chicago soul|northern soul,24.0
69,6.114481004,Crispian St. Peters,The Pied Piper,1966,382427,https://en.wikipedia.org/wiki/Crispian_St._Peters,764.0,https://open.spotify.com/artist/3Y9xnCbmXGhmpJymwpnxCz,2160.0,british invasion|bubblegum pop|merseybeat|rock-and-roll,30.0
71,6.000251992999999,Ray Conniff Singers,Somewhere My Love,1966,750017,https://en.wikipedia.org/wiki/Ray_Conniff,1780.0,https://open.spotify.com/artist/6WtWmLPWn1imbcisSfmBvy,6754.0,adult standards|ballroom|christmas|easy listening|romantico,55.0
72,5.9451190039999995,David Houston,Almost Persuaded,1966,245192,https://en.wikipedia.org/wiki/David_Houston_(singer),583.0,https://open.spotify.com/artist/7tIs7rxqGuBvWMhIIigunf,1999.0,country christmas|country gospel|cowboy western|nashville sound|traditional country|western swing,27.0
74,5.838577711,Marvelettes,Don't Mess With Bill,1966,704329,https://en.wikipedia.org/wiki/The_Marvelettes,3009.0,https://open.spotify.com/artist/0MponVSpW81oLvJZ53vYZH,65203.0,brill building pop|chicago soul|disco|jazz blues|memphis soul|motown|northern soul|quiet storm|rock-and-roll|soul|soul blues|southern soul,60.0
75,5.787081067999999,Neil Diamond,"Cherry, Cherry",1966,2762644,https://en.wikipedia.org/wiki/Neil_Diamond,5853.0,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,333588.0,adult standards|album rock|brill building pop|christmas|classic rock|folk|folk christmas|folk rock|mellow gold|rock|singer-songwriter|soft rock,71.0
86,5.287264321,Neil Diamond,"Girl, You'll Be A Woman Soon",1967,6127648,https://en.wikipedia.org/wiki/Neil_Diamond,5853.0,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,333588.0,adult standards|album rock|brill building pop|christmas|classic rock|folk|folk christmas|folk rock|mellow gold|rock|singer-songwriter|soft rock,71.0
100,4.786300923,Neil Diamond,Thank The Lord For The Night Time,1967,532896,https://en.wikipedia.org/wiki/Neil_Diamond,5853.0,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,333588.0,adult standards|album rock|brill building pop|christmas|classic rock|folk|folk christmas|folk rock|mellow gold|rock|singer-songwriter|soft rock,71.0
22,13.00172664,Neil Diamond,Sweet Caroline,1969,72737534,https://en.wikipedia.org/wiki/Neil_Diamond,5853.0,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,333588.0,adult standards|album rock|brill building pop|christmas|classic rock|folk|folk christmas|folk rock|mellow gold|rock|singer-songwriter|soft rock,71.0
78,5.63920084,Lou Rawls,Love Is A Hurtin' Thing,1966,255538,https://en.wikipedia.org/wiki/Lou_Rawls,2941.0,https://open.spotify.com/artist/1zJBFCev9UwOMcrZsLi2od,38644.0,adult standards|chicago soul|christmas|classic funk rock|disco|jazz blues|jazz christmas|lounge|memphis soul|motown|quiet storm|soul|soul blues|soul christmas|southern soul|vocal jazz,54.0
91,5.093692001,Lou Rawls,Your Good Thing (Is About To End),1969,23102,https://en.wikipedia.org/wiki/Lou_Rawls,2941.0,https://open.spotify.com/artist/1zJBFCev9UwOMcrZsLi2od,38644.0,adult standards|chicago soul|christmas|classic funk rock|disco|jazz blues|jazz christmas|lounge|memphis soul|motown|quiet storm|soul|soul blues|soul christmas|southern soul|vocal jazz,54.0
80,5.545754095,The Shadows Of Knight,Gloria,1966,880067,https://en.wikipedia.org/wiki/The_Shadows_of_Knight,1856.0,https://open.spotify.com/artist/0NRN3tnDVDspHMCfyu2ZwT,5704.0,british blues|bubblegum pop|classic garage rock|freakbeat|garage rock|protopunk|psychedelic rock|surf music,36.0
83,5.412631479,The Sandpipers,Guantanamera,1966,650585,https://en.wikipedia.org/wiki/The_Sandpipers,1407.0,https://open.spotify.com/artist/3iBuBivHItWMpdiVmLT0uB,2566.0,bubblegum pop|folk rock,31.0
84,5.370017132,Wilson Pickett,"Land Of 1,000 Dances",1966,25042907,https://en.wikipedia.org/wiki/Wilson_Pickett,3001.0,https://open.spotify.com/artist/0N5PyKJzS3M1XNlaCL7bbE,143527.0,adult standards|blues|blues-rock|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|electric blues|folk rock|funk|funk rock|jazz blues|mellow gold|memphis soul|motown|rock|rock-and-roll|rockabilly|roots rock|singer-songwriter|soft rock|soul|soul blues|southern soul|traditional blues|vocal jazz,63.0
100,4.786300923,Wilson Pickett,634-5789,1966,973614,https://en.wikipedia.org/wiki/Wilson_Pickett,3001.0,https://open.spotify.com/artist/0N5PyKJzS3M1XNlaCL7bbE,143527.0,adult standards|blues|blues-rock|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|electric blues|folk rock|funk|funk rock|jazz blues|mellow gold|memphis soul|motown|rock|rock-and-roll|rockabilly|roots rock|singer-songwriter|soft rock|soul|soul blues|southern soul|traditional blues|vocal jazz,63.0
73,5.8912426689999995,Wilson Pickett,Funky Broadway,1967,1193242,https://en.wikipedia.org/wiki/Wilson_Pickett,3001.0,https://open.spotify.com/artist/0N5PyKJzS3M1XNlaCL7bbE,143527.0,adult standards|blues|blues-rock|brill building pop|chicago soul|christmas|classic funk rock|classic rock|disco|electric blues|folk rock|funk|funk rock|jazz blues|mellow gold|memphis soul|motown|rock|rock-and-roll|rockabilly|roots rock|singer-songwriter|soft rock|soul|soul blues|southern soul|traditional blues|vocal jazz,63.0
85,5.328236693,Shades Of Blue,Oh How Happy,1966,98161,https://en.wikipedia.org/wiki/The_Shades_of_Blue,245.0,https://open.spotify.com/artist/3mrPUMTaGsRrW8JA66x7oi,172.0,,22.0
87,5.247075258,Turtles,You Baby,1966,553566,https://en.wikipedia.org/wiki/The_Turtles,2031.0,https://open.spotify.com/artist/3GjVVVcFmUgEJEAAsbGkf4,156022.0,alternative country|bluegrass|folk-pop|indie folk|jam band|modern blues|new americana|progressive bluegrass|roots rock|stomp and holler,60.0
88,5.207645782,The Vogues,Five O'clock World,1966,667476,https://en.wikipedia.org/wiki/The_Vogues,1079.0,https://open.spotify.com/artist/0Ma8KxtvoIDSU5fHtuTS9F,7737.0,adult standards|brill building pop|bubblegum pop|christmas|classic garage rock|doo-wop|folk rock|merseybeat,41.0
24,12.27610461,The Vogues,"Turn Around, Look At Me",1968,352007,https://en.wikipedia.org/wiki/The_Vogues,1079.0,https://open.spotify.com/artist/0Ma8KxtvoIDSU5fHtuTS9F,7737.0,adult standards|brill building pop|bubblegum pop|christmas|classic garage rock|doo-wop|folk rock|merseybeat,41.0
89,5.168953147,Los Bravos,Black Is Black,1966,5988974,https://en.wikipedia.org/wiki/Los_Bravos,562.0,https://open.spotify.com/artist/46XFR4hn1MmBKyvwxxEFFo,1809.0,,42.0
92,5.057082445,Slim Harpo,Baby Scratch My Back,1966,387232,https://en.wikipedia.org/wiki/Slim_Harpo,1856.0,https://open.spotify.com/artist/36hwOoNPgnsKnhoMBYpJrJ,13501.0,acoustic blues|blues|chicago blues|country blues|delta blues|electric blues|harmonica blues|jazz blues|jump blues|louisiana blues|memphis blues|memphis soul|new orleans blues|piano blues|piedmont blues|soul blues|southern soul|swamp blues|texas blues|traditional blues,41.0
95,4.9511082360000005,Bobby Fuller Four,I Fought The Law,1966,5019487,https://en.wikipedia.org/wiki/The_Bobby_Fuller_Four,1299.0,https://open.spotify.com/artist/5XoM6cP8fQykllfuK5V5TR,4617.0,brill building pop|bubblegum pop|classic garage rock|folk rock|merseybeat|rock-and-roll|rockabilly,45.0
98,4.850547815,Herb Alpert and The Tijuana Brass,Zorba The Greek,1966,391411,https://en.wikipedia.org/wiki/Herb_Alpert,3642.0,https://open.spotify.com/artist/09L3cUdx0hq6qn5bKuJJ4I,34974.0,adult standards|brill building pop|bubblegum pop|christmas|easy listening|exotica|lounge,53.0
1,100.0,Lulu,To Sir With Love,1967,3319473,https://en.wikipedia.org/wiki/Lulu_(singer),4710.0,https://open.spotify.com/artist/0jYKX08u1XxmHrl5TdM2QZ,17499.0,brill building pop|british invasion|bubblegum pop|merseybeat|rock-and-roll,50.0
2,63.2878297,The Box Tops,The Letter,1967,22113106,https://en.wikipedia.org/wiki/The_Box_Tops,1952.0,https://open.spotify.com/artist/3KGQvnOoqUHi3KxKQMZtXr,24400.0,brill building pop|british blues|bubblegum pop|folk rock|merseybeat|psychedelic rock,53.0
16,16.04282372,The Box Tops,Cry Like A Baby,1968,614571,https://en.wikipedia.org/wiki/The_Box_Tops,1952.0,https://open.spotify.com/artist/3KGQvnOoqUHi3KxKQMZtXr,24400.0,brill building pop|british blues|bubblegum pop|folk rock|merseybeat|psychedelic rock,53.0
98,4.850547815,The Box Tops,Soul Deep,1969,306962,https://en.wikipedia.org/wiki/The_Box_Tops,1952.0,https://open.spotify.com/artist/3KGQvnOoqUHi3KxKQMZtXr,24400.0,brill building pop|british blues|bubblegum pop|folk rock|merseybeat|psychedelic rock,53.0
100,4.786300923,The Box Tops,Sweet Cream Ladies,1969,72768,https://en.wikipedia.org/wiki/The_Box_Tops,1952.0,https://open.spotify.com/artist/3KGQvnOoqUHi3KxKQMZtXr,24400.0,brill building pop|british blues|bubblegum pop|folk rock|merseybeat|psychedelic rock,53.0
3,48.42838339,Bobby Gentry,Ode To Billie Joe,1967,170998,https://en.wikipedia.org/wiki/Bobbie_Gentry,1879.0,https://open.spotify.com/artist/5l3NwnQvTtpxUmxU8xytk3,1245.0,,14.0
6,30.6492728,The Doors,Light My Fire,1967,53866236,https://en.wikipedia.org/wiki/The_Doors,8577.0,https://open.spotify.com/artist/22WZ7M8sxp5THdruNY3gXt,1978221.0,album rock|blues-rock|classic rock|folk rock|hard rock|piano rock|psychedelic rock|rock,78.0
14,17.52086311,The Doors,"Hello, I Love You",1968,12518264,https://en.wikipedia.org/wiki/The_Doors,8577.0,https://open.spotify.com/artist/22WZ7M8sxp5THdruNY3gXt,1978221.0,album rock|blues-rock|classic rock|folk rock|hard rock|piano rock|psychedelic rock|rock,78.0
49,7.664266317999999,The Doors,Touch Me,1969,12795349,https://en.wikipedia.org/wiki/The_Doors,8577.0,https://open.spotify.com/artist/22WZ7M8sxp5THdruNY3gXt,1978221.0,album rock|blues-rock|classic rock|folk rock|hard rock|piano rock|psychedelic rock|rock,78.0
7,27.68441135,Frank and Nancy Sinatra,Somethin' Stupid,1967,23630585,https://en.wikipedia.org/wiki/Frank_Sinatra_Jr.,1520.0,,,,
10,21.87761624,Frankie Valli,Can't Take My Eyes Off You,1967,34519703,https://en.wikipedia.org/wiki/Frankie_Valli,2457.0,https://open.spotify.com/artist/3CDKmzJu6uwEGnPLLZffpD,40393.0,adult standards|brill building pop|bubblegum pop|christmas|folk rock|hollywood|motown|rock-and-roll,63.0
11,20.54380234,The Music Explosion,Little Bit O' Soul,1967,568383,https://en.wikipedia.org/wiki/The_Music_Explosion,552.0,,,,
13,18.39913422,Aretha Franklin,Respect,1967,116863662,https://en.wikipedia.org/wiki/Aretha_Franklin,4631.0,https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok,857587.0,adult standards|christmas|classic funk rock|disco|funk|jazz blues|motown|soul|soul blues|soul christmas|southern soul|vocal jazz,75.0
59,6.780124557000001,Aretha Franklin,Baby I Love You,1967,5884570,https://en.wikipedia.org/wiki/Aretha_Franklin,4631.0,https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok,857587.0,adult standards|christmas|classic funk rock|disco|funk|jazz blues|motown|soul|soul blues|soul christmas|southern soul|vocal jazz,75.0
75,5.787081067999999,Aretha Franklin,I Never Loved A Man (The Way I Love You),1967,8221365,https://en.wikipedia.org/wiki/Aretha_Franklin,4631.0,https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok,857587.0,adult standards|christmas|classic funk rock|disco|funk|jazz blues|motown|soul|soul blues|soul christmas|southern soul|vocal jazz,75.0
46,7.990608097999999,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,1968,1999561,https://en.wikipedia.org/wiki/Aretha_Franklin,4631.0,https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok,857587.0,adult standards|christmas|classic funk rock|disco|funk|jazz blues|motown|soul|soul blues|soul christmas|southern soul|vocal jazz,75.0
93,5.021127552,Aretha Franklin,I Say A Little Prayer,1968,73432380,https://en.wikipedia.org/wiki/Aretha_Franklin,4631.0,https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok,857587.0,adult standards|christmas|classic funk rock|disco|funk|jazz blues|motown|soul|soul blues|soul christmas|southern soul|vocal jazz,75.0
94,4.985808764,Aretha Franklin,Think,1968,44177032,https://en.wikipedia.org/wiki/Aretha_Franklin,4631.0,https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok,857587.0,adult standards|christmas|classic funk rock|disco|funk|jazz blues|motown|soul|soul blues|soul christmas|southern soul|vocal jazz,75.0
15,16.74093727,Bobby Vee and The Strangers,Come Back When You Grow Up,1967,290138,https://en.wikipedia.org/wiki/Bobby_Vee,1614.0,,,,
16,16.04282372,The Buckinghams,Kind Of A Drag,1967,612766,https://en.wikipedia.org/wiki/The_Buckinghams,2064.0,https://open.spotify.com/artist/4zmxet3ZPdSmL3Xyv1Wegb,10626.0,brill building pop|bubblegum pop|classic garage rock|folk rock|merseybeat|soft rock,38.0
39,8.910403257999999,The Buckinghams,Don't You Care,1967,279791,https://en.wikipedia.org/wiki/The_Buckinghams,2064.0,https://open.spotify.com/artist/4zmxet3ZPdSmL3Xyv1Wegb,10626.0,brill building pop|bubblegum pop|classic garage rock|folk rock|merseybeat|soft rock,38.0
