Artist,Title,URL
Nat King Cole,Those Lazy-Hazy-Crazy Days of Summer,https://en.wikipedia.org/wiki/Those_Lazy-Hazy-Crazy_Days_of_Summer
Nat King Cole,"That Sunday, That Summer","https://en.wikipedia.org/wiki/That_Sunday,_That_Summer"
Jay and The Americans,She Cried,https://en.wikipedia.org/wiki/She_Cried
Jay and The Americans,Come a Little Bit Closer,https://en.wikipedia.org/wiki/Come_a_Little_Bit_Closer
Jay and The Americans,Cara Mia,https://en.wikipedia.org/wiki/Cara_Mia
Jay and The Americans,This Magic Moment,https://en.wikipedia.org/wiki/This_Magic_Moment
Ketty Lester,Love Letters,https://en.wikipedia.org/wiki/Love_letter
Claudine Clark,Party Lights,
Bent Fabric,Alley Cat,https://en.wikipedia.org/wiki/Alley_Cat_(song)
The Isley Brothers,Twist And Shout,https://en.wikipedia.org/wiki/Twist_and_Shout
The Isley Brothers,It's Your Thing,https://en.wikipedia.org/wiki/It%27s_Your_Thing
Richard Chamberlain,Theme From Dr. Kildare,https://en.wikipedia.org/wiki/Theme_from_Dr._Kildare_(Three_Stars_Will_Shine_Tonight)
Ace Cannon,Tuff,https://en.wikipedia.org/wiki/Tuff
Clyde McPhatter,Lover Please,
Barbara George,I Know (You Don't Love Me No More),https://en.wikipedia.org/wiki/I_Know_(You_Don%27t_Love_Me_No_More)
Burl Ives,A Little Bitty Tear,https://en.wikipedia.org/wiki/A_Little_Bitty_Tear
Burl Ives,Funny Way Of Laughin',https://en.wikipedia.org/wiki/It%27s_Just_My_Funny_Way_of_Laughin%27
Emilio Pericoli,Al Di La,https://en.wikipedia.org/wiki/Al_di_l%C3%A0
Ernie Maresca,Shout! Shout! (Knock Yourself Out),https://en.wikipedia.org/wiki/Shout!_Shout!_(Knock_Yourself_Out)
Don and Juan,What's Your Name,https://en.wikipedia.org/wiki/What%27s_Your_Name_(Don_and_Juan_song)
The Corsairs,Smoky Places,
Booker T. and The M.G.'s,Green Onions,
Booker T. and The M.G.'s,Groovin',https://en.wikipedia.org/wiki/Groovin%27
Booker T. and The M.G.'s,Time Is Tight,https://en.wikipedia.org/wiki/Time_Is_Tight
Booker T. and The M.G.'s,Hang 'Em High,https://en.wikipedia.org/wiki/Hang_%27Em_High
Frankie Valli and The Four Seasons,Sherry,https://en.wikipedia.org/wiki/Sherry
Frankie Valli and The Four Seasons,Walk Like A Man,https://en.wikipedia.org/wiki/Walk_Like_a_Man_(The_Four_Seasons_song)
Joanie Sommers,Johnny Get Angry,
"Dave ""Baby"" Cortez",Rinky Dink,https://en.wikipedia.org/wiki/Rinky_Dink
Henry Mancini,Moon River,https://en.wikipedia.org/wiki/Moon_River
Henry Mancini,Days Of Wine and Roses,https://en.wikipedia.org/wiki/Days_of_Wine_and_Roses_(film)
Ray Stevens,Ahab The Arab,https://en.wikipedia.org/wiki/Ahab_the_Arab
Ray Stevens,Gitarzan,https://en.wikipedia.org/wiki/Gitarzan
Gene Pitney,(The Man Who Shot) Liberty Valance,https://en.wikipedia.org/wiki/The_Man_Who_Shot_Liberty_Valance
Gene Pitney,Town Without Pity,https://en.wikipedia.org/wiki/Town_Without_Pity_(song)
Gene Pitney,It Hurts to Be in Love,https://en.wikipedia.org/wiki/It_Hurts_to_Be_in_Love
Joe Henderson,Snap Your Fingers,https://en.wikipedia.org/wiki/Snap_Your_Fingers
Chris Montez,Let's Dance,https://en.wikipedia.org/wiki/Let%27s_Dance_(Chris_Montez_song)
Chris Montez,The More I See You,https://en.wikipedia.org/wiki/The_More_I_See_You
Johnny Crawford,Cindy's Birthday,
Barbara Lynn,You'll Lose A Good Thing,https://en.wikipedia.org/wiki/You%27ll_Lose_a_Good_Thing
The Crystals,Uptown,https://en.wikipedia.org/wiki/Uptown_(The_Crystals_song)
The Crystals,Da Doo Ron Ron,https://en.wikipedia.org/wiki/Da_Doo_Ron_Ron
The Crystals,Then He Kissed Me,https://en.wikipedia.org/wiki/Then_He_Kissed_Me
Dickey Lee,Patches,
Dickey Lee,Laurie (Strange Things Happen),
Larry Finnegan,Dear One,https://en.wikipedia.org/wiki/Dear_One_(Larry_Finnegan_song)
James Darren,Her Royal Majesty,
Walter Brennan,Old Rivers,https://en.wikipedia.org/wiki/Old_Rivers
Billy Vaughn,A Swingin' Safari,https://en.wikipedia.org/wiki/A_Swingin%27_Safari
Billy Joe and The Checkmates,Percolator (Twist),
Jimmy Soul,Twistin' Matilda,
Jimmy Soul,If You Wanna Be HappyIf You Wanna Be Happy,https://en.wikipedia.org/wiki/If_You_Wanna_Be_Happy
Jimmy Smith,Walk On The Wild Side,https://en.wikipedia.org/wiki/Walk_on_the_Wild_Side_(David_and_Bernstein_song)
King Curtis,Soul Twist,https://en.wikipedia.org/wiki/Soul_Twist
The Ikettes,I'm Blue (The Gong-Gong Song),https://en.wikipedia.org/wiki/I%27m_Blue_(The_Gong-Gong_Song)
The Kingston Trio,Where Have All The Flowers Gone?,https://en.wikipedia.org/wiki/Where_Have_All_the_Flowers_Gone%3F
"Peter, Paul and Mary",If I Had A Hammer,https://en.wikipedia.org/wiki/If_I_Had_a_Hammer
"Peter, Paul and Mary","Puff, The Magic Dragon","https://en.wikipedia.org/wiki/Puff,_the_Magic_Dragon"
"Peter, Paul and Mary",Blowin' In The Wind,https://en.wikipedia.org/wiki/Blowin%27_in_the_Wind
"Peter, Paul and Mary",I Dig Rock And Roll Music,https://en.wikipedia.org/wiki/I_Dig_Rock_and_Roll_Music
Ronnie and The Hi-lites,I Wish That We Were Married,
The Beach Boys,Surfin' Safari,https://en.wikipedia.org/wiki/Surfin%27_Safari
The Beach Boys,Surfin' U.S.A.,https://en.wikipedia.org/wiki/Surfin%27_U.S.A.
The Beach Boys,Surfer Girl,https://en.wikipedia.org/wiki/Surfer_Girl
The Beach Boys,Shut Down,https://en.wikipedia.org/wiki/Shut_Down_(The_Beach_Boys_song)
The Beach Boys,I Get Around,https://en.wikipedia.org/wiki/I_Get_Around
The Beach Boys,"Help Me, Rhonda","https://en.wikipedia.org/wiki/Help_Me,_Rhonda"
The Beach Boys,California Girls,https://en.wikipedia.org/wiki/California_Girls
The Beach Boys,Good Vibrations,https://en.wikipedia.org/wiki/Good_Vibrations
The Beach Boys,Sloop John B,https://en.wikipedia.org/wiki/Sloop_John_B
The Beach Boys,Barbara Ann,https://en.wikipedia.org/wiki/Barbara_Ann
Jimmy Gilmer and The Fireballs,Sugar Shack,https://en.wikipedia.org/wiki/Sugar_Shack
Skeeter Davis,The End Of The World,https://en.wikipedia.org/wiki/The_End_of_the_World_(Skeeter_Davis_song)
Skeeter Davis,I Can't Stay Mad at You,https://en.wikipedia.org/wiki/I_Can%27t_Stay_Mad_at_You
The Cascades,Rhythm Of The Rain,https://en.wikipedia.org/wiki/Rhythm_of_the_Rain
The Chiffons,He's So Fine,https://en.wikipedia.org/wiki/He%27s_So_Fine
The Chiffons,One Fine Day,https://en.wikipedia.org/wiki/One_Fine_Day_(song)
Paul and Paula,Hey Paula,https://en.wikipedia.org/wiki/Hey_Paula_(song)
Stevie Wonder,Fingertips,https://en.wikipedia.org/wiki/Fingertips
Stevie Wonder,Uptight (Everything's Alright),https://en.wikipedia.org/wiki/Uptight_(Everything%27s_Alright)
Stevie Wonder,I Was Made To Love Her,https://en.wikipedia.org/wiki/I_Was_Made_to_Love_Her_(song)
Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day,https://en.wikipedia.org/wiki/Shoo-Be-Doo-Be-Doo-Da-Day
Stevie Wonder,My Cherie Amour,https://en.wikipedia.org/wiki/My_Cherie_Amour_(song)
The Village Stompers,Washington Square,https://en.wikipedia.org/wiki/Washington_Square_(composition)
The Impressions,It's All Right,https://en.wikipedia.org/wiki/It%27s_All_Right
The Impressions,Keep On Pushing,https://en.wikipedia.org/wiki/Keep_On_Pushing
The Impressions,I'm So Proud,
The Angels,My Boyfriend's Back,https://en.wikipedia.org/wiki/My_Boyfriend%27s_Back_(song)
Kyu Sakamoto,Sukiyaki,https://en.wikipedia.org/wiki/Sukiyaki
Lesley Gore,She's A Fool,https://en.wikipedia.org/wiki/She%27s_a_Fool
Lesley Gore,It's My Party,https://en.wikipedia.org/wiki/It%27s_My_Party_(Lesley_Gore_song)
Lesley Gore,Judy's Turn to Cry,https://en.wikipedia.org/wiki/Judy%27s_Turn_to_Cry
Lesley Gore,You Don't Own Me,https://en.wikipedia.org/wiki/You_Don%27t_Own_Me
Lesley Gore,California Nights,https://en.wikipedia.org/wiki/California_Nights
The Tymes,So Much In Love,https://en.wikipedia.org/wiki/So_Much_in_Love
Dale and Grace,I'm Leaving It Up To You,https://en.wikipedia.org/wiki/I%27m_Leaving_It_Up_to_You
Nino Tempo and April Stevens,Deep Purple,https://en.wikipedia.org/wiki/Deep_Purple
The Surfaris,Wipe Out,https://en.wikipedia.org/wiki/Wipe_Out_(instrumental)
The Surfaris,Wipe Out,https://en.wikipedia.org/wiki/Wipe_Out_(instrumental)
Al Martino,I Love You Because,https://en.wikipedia.org/wiki/I_Love_You_Because_(song)
Al Martino,"Painted, Tainted Rose",
Al Martino,I Love You More and More Every Day,
The Rockin' Rebels,Wild Weekend,
Inez and Charlie Foxx,Mockingbird,https://en.wikipedia.org/wiki/Mockingbird
Little Peggy March,I Will Follow Him,https://en.wikipedia.org/wiki/I_Will_Follow_Him
The Chantays,Pipeline,https://en.wikipedia.org/wiki/Pipeline_(instrumental)
Jan and Dean,Surf City,https://en.wikipedia.org/wiki/Surf_City_(song)
Jan and Dean,Dead Man's Curve,https://en.wikipedia.org/wiki/Dead_Man%27s_Curve_(song)
Jan and Dean,The Little Old Lady from Pasadena,https://en.wikipedia.org/wiki/The_Little_Old_Lady_(from_Pasadena)
Eydie Gorme,Blame It On The Bossa Nova,https://en.wikipedia.org/wiki/Blame_It_on_the_Bossa_Nova
Martha and The Vandellas,Heat Wave,https://en.wikipedia.org/wiki/Heat_Wave_(Martha_and_the_Vandellas_song)
Martha and The Vandellas,Come and Get These Memories,https://en.wikipedia.org/wiki/Come_and_Get_These_Memories
Martha and The Vandellas,Dancing in the Street,https://en.wikipedia.org/wiki/Dancing_in_the_Street
Martha and The Vandellas,Nowhere to Run,https://en.wikipedia.org/wiki/2048:_Nowhere_to_Run
Martha and The Vandellas,Jimmy Mack,https://en.wikipedia.org/wiki/Jimmy_Mack
Randy and The Rainbows,Denise,https://en.wikipedia.org/wiki/Denise_(song)
The Rooftop Singers,Walk Right In,https://en.wikipedia.org/wiki/Walk_Right_In
Trini Lopez,If I Had A Hammer,https://en.wikipedia.org/wiki/If_I_Had_a_Hammer
The Essex,Easier Said Than Done,https://en.wikipedia.org/wiki/Easier_Said_Than_Done
Los Indios Tabajaras,Maria Elena,https://en.wikipedia.org/wiki/Mar%C3%ADa_Elena_(song)
Ruby And The Romantics,Our Day Will Come,https://en.wikipedia.org/wiki/Our_Day_Will_Come
Barbara Lewis,Hello Stranger,https://en.wikipedia.org/wiki/Hello_Stranger
Barbara Lewis,Baby I'm Yours,https://en.wikipedia.org/wiki/Baby_I%27m_Yours_(Barbara_Lewis_song)
The Ronettes,Be My Baby,https://en.wikipedia.org/wiki/Be_My_Baby
Major Lance,The Monkey Time,
Major Lance,"Um, Um, Um, Um, Um, Um","https://en.wikipedia.org/wiki/Um,_Um,_Um,_Um,_Um,_Um"
The Four Seasons,Candy Girl,https://en.wikipedia.org/wiki/Candy_Girl_(The_Four_Seasons_song)
The Four Seasons,Rag Doll,https://en.wikipedia.org/wiki/Rag_Doll_(The_Four_Seasons_song)
The Four Seasons,Dawn (Go Away),https://en.wikipedia.org/wiki/Dawn_(Go_Away)
The Four Seasons,Ronnie,https://en.wikipedia.org/wiki/Ronnie_(The_Four_Seasons_song)
Bill Anderson,Still,https://en.wikipedia.org/wiki/Still_(Bill_Anderson_song)
Garnet Mimms and the Enchanters,Cry Baby,https://en.wikipedia.org/wiki/Cry_Baby_(Garnet_Mimms_song)
Lou Christie,Two Faces Have I,https://en.wikipedia.org/wiki/Two_Faces_Have_I
Lou Christie,Lightnin' Strikes,https://en.wikipedia.org/wiki/Lou_Christie
Lou Christie,I'm Gonna Make You Mine,https://en.wikipedia.org/wiki/I%27m_Gonna_Make_You_Mine_(Lou_Christie_song)
Lonnie Mack,"Memphis, Tennessee","https://en.wikipedia.org/wiki/Memphis,_Tennessee"
Kai Winding,More,https://en.wikipedia.org/wiki/More_(Theme_from_Mondo_Cane)
Bill Pursell,Our Winter Love,https://en.wikipedia.org/wiki/Bill_Pursell
Tony Bennett,I Wanna Be Around,https://en.wikipedia.org/wiki/I_Wanna_Be_Around
The Jaynetts,Sally Go 'Round the Roses,https://en.wikipedia.org/wiki/Sally_Go_%27Round_the_Roses
Marvin Gaye,Pride and Joy,https://en.wikipedia.org/wiki/Pride_and_Joy_(Marvin_Gaye_song)
Marvin Gaye,I'll Be Doggone,https://en.wikipedia.org/wiki/I%27ll_Be_Doggone
Marvin Gaye,How Sweet It Is (To Be Loved by You),https://en.wikipedia.org/wiki/How_Sweet_It_Is_(To_Be_Loved_by_You)
Marvin Gaye,Too Busy Thinking About My Baby,https://en.wikipedia.org/wiki/Too_Busy_Thinking_About_My_Baby
Marvin Gaye,That's The Way Love Is,https://en.wikipedia.org/wiki/That%27s_the_Way_Love_Is_(The_Isley_Brothers_song)
Marvin Gaye,I Heard It Through The Grapevine,https://en.wikipedia.org/wiki/I_Heard_It_Through_the_Grapevine
Rufus Thomas,Walking the Dog,https://en.wikipedia.org/wiki/Walking_the_Dog
Ned Miller,From a Jack to a King,https://en.wikipedia.org/wiki/From_a_Jack_to_a_King
Johnny Mathis,What Will My Mary Say,
Jan Bradley,Mama Didn't Lie,
The Cookies,Don't Say Nothin' Bad (About My Baby),https://en.wikipedia.org/wiki/Don%27t_Say_Nothin%27_Bad_(About_My_Baby)
Johnny Cash,Ring of Fire,https://en.wikipedia.org/wiki/Ring_of_Fire
Johnny Cash,A Boy Named Sue,https://en.wikipedia.org/wiki/A_Boy_Named_Sue
Doris Troy,Just One Look,https://en.wikipedia.org/wiki/Just_One_Look_(song)
Allan Sherman,"Hello Muddah, Hello Faddah! (A Letter from Camp)","https://en.wikipedia.org/wiki/Hello_Muddah,_Hello_Fadduh_(A_Letter_from_Camp)"
Rolf Harris,"Tie Me Kangaroo Down, Sport","https://en.wikipedia.org/wiki/Tie_Me_Kangaroo_Down,_Sport"
Sunny and the Sunglows,Talk to Me,
Bobby Bare,500 Miles,https://en.wikipedia.org/wiki/500_Miles
The Beatles,I Want to Hold Your Hand,https://en.wikipedia.org/wiki/I_Want_to_Hold_Your_Hand
The Beatles,She Loves You,https://en.wikipedia.org/wiki/She_Loves_You
The Beatles,A Hard Day's Night,https://en.wikipedia.org/wiki/A_Hard_Day%27s_Night_(film)
The Beatles,Love Me Do,https://en.wikipedia.org/wiki/Love_Me_Do
The Beatles,Please Please Me,https://en.wikipedia.org/wiki/Please_Please_Me
The Beatles,Twist and Shout,https://en.wikipedia.org/wiki/Twist_and_Shout_(album)
The Beatles,Can't Buy Me Love,https://en.wikipedia.org/wiki/Can%27t_Buy_Me_Love
The Beatles,Do You Want to Know a Secret,https://en.wikipedia.org/wiki/Do_You_Want_to_Know_a_Secret
The Beatles,I Saw Her Standing There,https://en.wikipedia.org/wiki/I_Saw_Her_Standing_There
The Beatles,Help!,https://en.wikipedia.org/wiki/Help!_(song)
The Beatles,Ticket to Ride,https://en.wikipedia.org/wiki/Ticket_to_Ride
The Beatles,Eight Days a Week,https://en.wikipedia.org/wiki/Eight_Days_a_Week
The Beatles,We Can Work It Out,https://en.wikipedia.org/wiki/We_Can_Work_It_Out
The Beatles,Paperback Writer,https://en.wikipedia.org/wiki/Paperback_Writer
The Beatles,Nowhere Man,https://en.wikipedia.org/wiki/Nowhere_Man_(song)
The Beatles,Yellow Submarine,https://en.wikipedia.org/wiki/Yellow_Submarine_(album)
The Beatles,All You Need Is Love,https://en.wikipedia.org/wiki/All_You_Need_Is_Love
The Beatles,Penny Lane,https://en.wikipedia.org/wiki/Penny_Lane
The Beatles,Hey Jude,https://en.wikipedia.org/wiki/Hey_Jude_(Beatles_album)
The Beatles,Lady Madonna,https://en.wikipedia.org/wiki/Lady_Madonna
The Beatles,Revolution,https://en.wikipedia.org/wiki/Revolution_(Beatles_song)
The Beatles,Something,https://en.wikipedia.org/wiki/Something_(Beatles_song)
The Beatles,Come Together,https://en.wikipedia.org/wiki/Come_Together
Louis Armstrong,"Hello, Dolly!","https://en.wikipedia.org/wiki/Hello,_Dolly!_(song)"
Dean Martin,Everybody Loves Somebody,https://en.wikipedia.org/wiki/Everybody_Loves_Somebody
Dean Martin,The Door Is Still Open to My Heart,https://en.wikipedia.org/wiki/The_Door_Is_Still_Open_to_My_Heart_(album)
Gale Garnett,We'll Sing in the Sunshine,https://en.wikipedia.org/wiki/We%27ll_Sing_in_the_Sunshine
J. Frank Wilson and the Cavaliers,Last Kiss,https://en.wikipedia.org/wiki/Last_Kiss
The Supremes,Where Did Our Love Go,https://en.wikipedia.org/wiki/Where_Did_Our_Love_Go
The Supremes,Baby Love,https://en.wikipedia.org/wiki/Baby_Love
The Supremes,Stop! In the Name of Love,https://en.wikipedia.org/wiki/Stop!_In_the_Name_of_Love
The Supremes,Back in My Arms Again,https://en.wikipedia.org/wiki/Back_in_My_Arms_Again
The Supremes,You Can't Hurry Love,https://en.wikipedia.org/wiki/You_Can%27t_Hurry_Love
The Supremes,You Keep Me Hangin' On,https://en.wikipedia.org/wiki/You_Keep_Me_Hangin%27_On
The Supremes,My World Is Empty Without You,https://en.wikipedia.org/wiki/My_World_Is_Empty_Without_You
The Supremes,Love Is Here And Now You're Gone,https://en.wikipedia.org/wiki/Love_Is_Here_and_Now_You%27re_Gone
The Supremes,The Happening,https://en.wikipedia.org/wiki/The_Happening_(song)
The Supremes,Reflections,https://en.wikipedia.org/wiki/Reflections_(The_Supremes_song)
The Supremes,Love Child,https://en.wikipedia.org/wiki/Love_Child_(The_Supremes_album)
Barbra Streisand,People,https://en.wikipedia.org/wiki/People_(Barbra_Streisand_song)
Al Hirt,Java,https://en.wikipedia.org/wiki/Java_(instrumental)
Al Hirt,Cotton Candy,https://en.wikipedia.org/wiki/Cotton_candy
Manfred Mann,Do Wah Diddy Diddy,https://en.wikipedia.org/wiki/Do_Wah_Diddy_Diddy
Manfred Mann,The Mighty Quinn,https://en.wikipedia.org/wiki/Quinn_the_Eskimo_(Mighty_Quinn)
Billy J. Kramer and The Dakotas,Little Children,https://en.wikipedia.org/wiki/Little_Children_(song)
Billy J. Kramer and The Dakotas,Bad to Me,https://en.wikipedia.org/wiki/Bad_to_Me
The Ray Charles Singers,Love Me with All Your Heart (Cuando Calienta El Sol),https://en.wikipedia.org/wiki/Love_Me_with_All_Your_Heart
The Dixie Cups,Chapel of Love,https://en.wikipedia.org/wiki/Chapel_of_Love
Terry Stafford,Suspicion,https://en.wikipedia.org/wiki/Suspicion_(Terry_Stafford_song)
The Dave Clark Five,Because,https://en.wikipedia.org/wiki/Because_(The_Dave_Clark_Five_song)
The Dave Clark Five,Can't You See That She's Mine,https://en.wikipedia.org/wiki/Can%27t_You_See_That_She%27s_Mine
The Dave Clark Five,Do You Love Me,https://en.wikipedia.org/wiki/Do_You_Love_Me
The Newbeats,Bread and Butter,https://en.wikipedia.org/wiki/Bread_and_Butter_(The_Newbeats_song)
Peter and Gordon,A World Without Love,https://en.wikipedia.org/wiki/A_World_Without_Love
Peter and Gordon,I Go to Pieces,https://en.wikipedia.org/wiki/I_Go_to_Pieces
Peter and Gordon,True Love Ways,https://en.wikipedia.org/wiki/True_Love_Ways
Peter and Gordon,Lady Godiva,https://en.wikipedia.org/wiki/Lady_Godiva
Peter and Gordon,Woman,https://en.wikipedia.org/wiki/Woman_(Paul_McCartney_song)
The Honeycombs,Have I the Right?,https://en.wikipedia.org/wiki/Have_I_the_Right%3F
The Serendipity Singers,Don't Let the Rain Come Down (Crooked Little Man),https://en.wikipedia.org/wiki/Don%27t_Let_the_Rain_Come_Down_(Crooked_Little_Man)
Betty Everett and Jerry Butler,Let It Be Me,https://en.wikipedia.org/wiki/Let_It_Be_Me_(The_Everly_Brothers_song)
Dusty Springfield,Wishin' and Hopin',https://en.wikipedia.org/wiki/Wishin%27_and_Hopin%27
Dusty Springfield,You Don't Have To Say You Love Me,https://en.wikipedia.org/wiki/You_Don%27t_Have_to_Say_You_Love_Me
Dionne Warwick,Walk On By,https://en.wikipedia.org/wiki/Walk_On_By_(song)
Dionne Warwick,Anyone Who Had a Heart,https://en.wikipedia.org/wiki/Anyone_Who_Had_a_Heart_(song)
Dionne Warwick,Message To Michael,https://en.wikipedia.org/wiki/Message_to_Michael
Dionne Warwick,Alfie,https://en.wikipedia.org/wiki/Alfie_(song)
Dionne Warwick,(Theme From) Valley Of The Dolls,https://en.wikipedia.org/wiki/Dionne_Warwick_in_Valley_of_the_Dolls
Dionne Warwick,Do You Know The Way To San Jose,https://en.wikipedia.org/wiki/Do_You_Know_the_Way_to_San_Jose
Dionne Warwick,This Girl's In Love With You,https://en.wikipedia.org/wiki/This_Girl%27s_in_Love_with_You
The Animals,The House of the Rising Sun,https://en.wikipedia.org/wiki/The_House_of_the_Rising_Sun
The Animals,We Gotta Get out of This Place,https://en.wikipedia.org/wiki/We_Gotta_Get_out_of_This_Place
The Animals,Sky Pilot,https://en.wikipedia.org/wiki/Sky_Pilot_(song)
Ronny and the Daytonas,G.T.O.,https://en.wikipedia.org/wiki/GTO_(Ronny_%26_the_Daytonas_song)
Johnny Rivers,Memphis,"https://en.wikipedia.org/wiki/Memphis,_Tennessee"
Johnny Rivers,The Seventh Son,https://en.wikipedia.org/wiki/The_Seventh_Son
Johnny Rivers,Poor Side of Town,https://en.wikipedia.org/wiki/Poor_Side_of_Town
Johnny Rivers,Secret Agent Man,https://en.wikipedia.org/wiki/Secret_Agent_Man_(song)
Johnny Rivers,Baby I Need Your Lovin',https://en.wikipedia.org/wiki/Baby_I_Need_Your_Loving
Danny Williams,White On White,https://en.wikipedia.org/wiki/White_on_White
The Rip Chords,Hey Little Cobra,https://en.wikipedia.org/wiki/Hey_Little_Cobra
Betty Everett,The Shoop Shoop Song (It's in His Kiss),https://en.wikipedia.org/wiki/The_Shoop_Shoop_Song_(It%27s_in_His_Kiss)
Millie Small,My Boy Lollipop,https://en.wikipedia.org/wiki/My_Boy_Lollipop
Gerry and the Pacemakers,Don't Let the Sun Catch You Crying,https://en.wikipedia.org/wiki/Don%27t_Let_the_Sun_Catch_You_Crying
Gerry and the Pacemakers,How Do You Do It?,https://en.wikipedia.org/wiki/How_Do_You_Do_It%3F
Gerry and the Pacemakers,Ferry Cross the Mersey,https://en.wikipedia.org/wiki/Ferry_Cross_the_Mersey
Chad and Jeremy,A Summer Song,https://en.wikipedia.org/wiki/A_Summer_Song
Stan Getz and Astrud Gilberto,The Girl from Ipanema,https://en.wikipedia.org/wiki/The_Girl_from_Ipanema
The Shangri-Las,Remember (Walking in the Sand),https://en.wikipedia.org/wiki/Remember_(Walking_in_the_Sand)
The Shangri-Las,Leader of the Pack,https://en.wikipedia.org/wiki/Leader_of_the_Pack
Bobby Freeman,C'mon and Swim,
The Four Tops,Baby I Need Your Loving,https://en.wikipedia.org/wiki/Baby_I_Need_Your_Loving
Diane Renay,Navy Blue,https://en.wikipedia.org/wiki/Navy_blue
The Bachelors,Diane,https://en.wikipedia.org/wiki/Diane_(1927_song)
The Marketts,Out of Limits,https://en.wikipedia.org/wiki/Out_of_Limits
The Hondells,Little Honda,https://en.wikipedia.org/wiki/The_Hondells
Bobby Goldsboro,See the Funny Little Clown,https://en.wikipedia.org/wiki/See_the_Funny_Little_Clown
Bobby Goldsboro,Little Things,https://en.wikipedia.org/wiki/Little_Things_(Bobby_Goldsboro_song)
Bobby Goldsboro,Honey,https://en.wikipedia.org/wiki/Honey_(Bobby_Goldsboro_song)
The Reflections,(Just Like) Romeo and Juliet,https://en.wikipedia.org/wiki/(Just_Like)_Romeo_and_Juliet
The New Christy Minstrels,Today,
Joe Hinton,Funny How Time Slips Away,https://en.wikipedia.org/wiki/Funny_How_Time_Slips_Away
The Temptations,The Way You Do the Things You Do,https://en.wikipedia.org/wiki/The_Way_You_Do_the_Things_You_Do
The Temptations,My Girl,https://en.wikipedia.org/wiki/My_Girl_(The_Temptations_song)
The Temptations,Ain't Too Proud to Beg,https://en.wikipedia.org/wiki/Ain%27t_Too_Proud_to_Beg
The Temptations,Beauty Is Only Skin Deep,https://en.wikipedia.org/wiki/Beauty_Is_Only_Skin_Deep
The Temptations,You're My Everything,https://en.wikipedia.org/wiki/You%27re_My_Everything_(The_Temptations_song)
The Temptations,I Wish It Would Rain,https://en.wikipedia.org/wiki/I_Wish_It_Would_Rain
The Temptations,I Can't Get Next To You,https://en.wikipedia.org/wiki/I_Can%27t_Get_Next_to_You
The Temptations,"Run Away Child, Running Wild","https://en.wikipedia.org/wiki/Runaway_Child,_Running_Wild"
The Trashmen,Surfin' Bird,https://en.wikipedia.org/wiki/Surfin%27_Bird
The Tams,What Kind of Fool (Do You Think I Am),https://en.wikipedia.org/wiki/What_Kind_of_Fool_(Do_You_Think_I_Am)
The Kinks,You Really Got Me,https://en.wikipedia.org/wiki/You_Really_Got_Me
The Kinks,Tired of Waiting for You,https://en.wikipedia.org/wiki/Tired_of_Waiting_for_You
The Kinks,All Day and All of the Night,https://en.wikipedia.org/wiki/All_Day_and_All_of_the_Night
Sammy Davis Jr.,The Shelter of Your Arms,https://en.wikipedia.org/wiki/The_Shelter_of_Your_Arms
Sammy Davis Jr.,I've Gotta Be Me,https://en.wikipedia.org/wiki/I%27ve_Gotta_Be_Me
The Jelly Beans,I Wanna Love Him So Bad,
Roger Miller,Chug-a-Lug,https://en.wikipedia.org/wiki/Chug-a-Lug_(Roger_Miller_song)
Roger Miller,Dang Me,https://en.wikipedia.org/wiki/Dang_Me
Roger Miller,King of the Road,https://en.wikipedia.org/wiki/King_of_the_Road_(song)
Nancy Wilson,(You Don't Know) How Glad I Am,https://en.wikipedia.org/wiki/I_Don%27t_Know_How_to_Love_Him
The Kingsmen,Money (That's What I Want),https://en.wikipedia.org/wiki/Money_(That%27s_What_I_Want)
The Kingsmen,Louie Louie,https://en.wikipedia.org/wiki/Louie_Louie
The Kingsmen,The Jolly Green Giant,
The Searchers,Don't Throw Your Love Away,https://en.wikipedia.org/wiki/Don%27t_Throw_Your_Love_Away
The Searchers,Needles and Pins,https://en.wikipedia.org/wiki/Needles_and_Pins_(song)
The Searchers,Love Potion No. 9,https://en.wikipedia.org/wiki/Love_Potion_No._9_(song)
Tommy Tucker,Hi-Heel Sneakers,https://en.wikipedia.org/wiki/Hi-Heel_Sneakers
Robert Maxwell,Shangri-La,https://en.wikipedia.org/wiki/Shangri-La
Jumpin' Gene Simmons,Haunted House,https://en.wikipedia.org/wiki/Haunted_house
Jimmy Hughes,Steal Away,https://en.wikipedia.org/wiki/Steal_Away
Sam the Sham and the Pharaohs,Wooly Bully,https://en.wikipedia.org/wiki/Wooly_Bully
Sam the Sham and the Pharaohs,Li'l Red Riding Hood,https://en.wikipedia.org/wiki/Li%27l_Red_Riding_Hood
Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),https://en.wikipedia.org/wiki/I_Can%27t_Help_Myself_(Sugar_Pie_Honey_Bunch)
Four Tops,It's the Same Old Song,https://en.wikipedia.org/wiki/It%27s_the_Same_Old_Song
Four Tops,Reach Out I'll Be There,https://en.wikipedia.org/wiki/Reach_Out_I%27ll_Be_There
Four Tops,Bernadette,https://en.wikipedia.org/wiki/Bernadette_(Four_Tops_song)
The Rolling Stones,(I Can't Get No) Satisfaction,https://en.wikipedia.org/wiki/(I_Can%27t_Get_No)_Satisfaction
