Artist,URL,WikiWordCount
The Cyrkle,https://en.wikipedia.org/wiki/The_Cyrkle,669
The Left Banke,https://en.wikipedia.org/wiki/The_Left_Banke,1760
The Outsiders,https://en.wikipedia.org/wiki/The_Outsiders_(American_band),2291
The Hollies,https://en.wikipedia.org/wiki/The_Hollies,5157
James and Bobby Purify,https://en.wikipedia.org/wiki/James_%26_Bobby_Purify,566
B. J. Thomas,https://en.wikipedia.org/wiki/B._J._Thomas,1074
The Standells,https://en.wikipedia.org/wiki/The_Standells,2084
Bob Lind,https://en.wikipedia.org/wiki/Bob_Lind,676
Simon and Garfunkel,https://en.wikipedia.org/wiki/Simon_%26_Garfunkel,5562
Robert Parker,https://en.wikipedia.org/wiki/Robert_Parker_(singer),215
Count Five,https://en.wikipedia.org/wiki/Count_Five,694
The T-Bones,https://en.wikipedia.org/wiki/T-bone_steak,750
Deon Jackson,https://en.wikipedia.org/wiki/Deon_Jackson,249
Crispian St. Peters,https://en.wikipedia.org/wiki/Crispian_St._Peters,764
Ray Conniff Singers,https://en.wikipedia.org/wiki/Ray_Conniff,1780
David Houston,https://en.wikipedia.org/wiki/David_Houston_(singer),583
Marvelettes,https://en.wikipedia.org/wiki/The_Marvelettes,3009
Neil Diamond,https://en.wikipedia.org/wiki/Neil_Diamond,5853
Lou Rawls,https://en.wikipedia.org/wiki/Lou_Rawls,2941
The Shadows Of Knight,https://en.wikipedia.org/wiki/The_Shadows_of_Knight,1856
The Sandpipers,https://en.wikipedia.org/wiki/The_Sandpipers,1407
Wilson Pickett,https://en.wikipedia.org/wiki/Wilson_Pickett,3001
Shades Of Blue,https://en.wikipedia.org/wiki/Shades_of_blue,1931
Turtles,https://en.wikipedia.org/wiki/Turtle,5416
The Vogues,https://en.wikipedia.org/wiki/The_Vogues,1079
Los Bravos,https://en.wikipedia.org/wiki/Los_Bravos,562
Slim Harpo,https://en.wikipedia.org/wiki/Slim_Harpo,1856
Bobby Fuller Four,https://en.wikipedia.org/wiki/The_Bobby_Fuller_Four,1299
Herb Alpert and The Tijuana Brass,https://en.wikipedia.org/wiki/Herb_Alpert,3642
Lulu,https://en.wikipedia.org/wiki/Lulu_(singer),4710
The Box Tops,https://en.wikipedia.org/wiki/The_Box_Tops,1952
Bobby Gentry,https://en.wikipedia.org/wiki/Bobbie_Gentry,1879
The Doors,https://en.wikipedia.org/wiki/The_Doors,8577
Frank and Nancy Sinatra,https://en.wikipedia.org/wiki/Frank_Sinatra_Jr.,1520
Frankie Valli,https://en.wikipedia.org/wiki/Frankie_Valli,2457
The Music Explosion,https://en.wikipedia.org/wiki/The_Music_Explosion,552
Aretha Franklin,https://en.wikipedia.org/wiki/Aretha_Franklin,4631
Bobby Vee and The Strangers,https://en.wikipedia.org/wiki/Bobby_Vee,1614
The Buckinghams,https://en.wikipedia.org/wiki/The_Buckinghams,2064
Arthur Conley,https://en.wikipedia.org/wiki/Arthur_Conley,777
The Soul Survivors,https://en.wikipedia.org/wiki/Soul_Survivors,1037
Sam and Dave,https://en.wikipedia.org/wiki/Sam_%26_Dave,4812
Jay and The Techniques,https://en.wikipedia.org/wiki/Jay_%26_the_Techniques,346
Every Mothers' Son,https://en.wikipedia.org/wiki/Every_Mother%27s_Son,671
Strawberry Alarm Clock,https://en.wikipedia.org/wiki/Strawberry_Alarm_Clock,2881
Vicki Carr,https://en.wikipedia.org/wiki/Vikki_Carr,1054
Brenton Wood,https://en.wikipedia.org/wiki/Brenton_Wood,1103
Buffalo Springfield,https://en.wikipedia.org/wiki/Buffalo_Springfield,2208
Engelbert Humperdinck,https://en.wikipedia.org/wiki/Engelbert_Humperdinck_(singer),3278
Marvin Gaye and Tammi Terrell,https://en.wikipedia.org/wiki/Easy_(Marvin_Gaye_and_Tammi_Terrell_album),581
Jefferson Airplane,https://en.wikipedia.org/wiki/Jefferson_Airplane,6169
The Esquires,https://en.wikipedia.org/wiki/The_Esquires,388
Van Morrison,https://en.wikipedia.org/wiki/Van_Morrison,11362
Procol Harum,https://en.wikipedia.org/wiki/Procol_Harum,2794
The Casinos,https://en.wikipedia.org/wiki/The_Casinos,396
The Tremeloes,https://en.wikipedia.org/wiki/The_Tremeloes,1669
Ed Ames,https://en.wikipedia.org/wiki/Ed_Ames,1411
The 5th Dimension,https://en.wikipedia.org/wiki/The_5th_Dimension,2394
Scott Mckenzie,https://en.wikipedia.org/wiki/Scott_McKenzie,746
The Cowsills,https://en.wikipedia.org/wiki/The_Cowsills,2784
Five Americans,https://en.wikipedia.org/wiki/Five_Americans,620
Blue Magoos,https://en.wikipedia.org/wiki/Blues_Magoos,846
The Easybeats,https://en.wikipedia.org/wiki/The_Easybeats,4259
The Bar-Kays,https://en.wikipedia.org/wiki/The_Bar-Kays,1226
The Spencer Davis Group,https://en.wikipedia.org/wiki/The_Spencer_Davis_Group,1069
The Hombres,https://en.wikipedia.org/wiki/The_Hombres,567
The Grass Roots,https://en.wikipedia.org/wiki/The_Grass_Roots,4194
Peaches and Herb,https://en.wikipedia.org/wiki/Peaches_%26_Herb,1567
Aaron Neville,https://en.wikipedia.org/wiki/Aaron_Neville,1369
James Brown and The Famous Flames,https://en.wikipedia.org/wiki/The_Famous_Flames,3417
Keith,https://en.wikipedia.org/wiki/Keith_(singer),414
The Royal Guardsmen,https://en.wikipedia.org/wiki/The_Royal_Guardsmen,650
Janis Ian,https://en.wikipedia.org/wiki/Janis_Ian,2300
Robert Knight,https://en.wikipedia.org/wiki/Robert_Knight_(musician),389
Bill Cosby,https://en.wikipedia.org/wiki/Bill_Cosby,5765
The Electric Prunes,https://en.wikipedia.org/wiki/The_Electric_Prunes,3498
The Who,https://en.wikipedia.org/wiki/The_Who,11121
Paul Mauriat,https://en.wikipedia.org/wiki/Paul_Mauriat,1189
Otis Redding,https://en.wikipedia.org/wiki/Otis_Redding,5475
The Rascals,https://en.wikipedia.org/wiki/The_Rascals,2093
Cream,https://en.wikipedia.org/wiki/Cream,1342
Herb Alpert,https://en.wikipedia.org/wiki/Herb_Alpert,3642
Hugo Montenegro,https://en.wikipedia.org/wiki/Hugo_Montenegro,1137
Archie Bell and The Drells,https://en.wikipedia.org/wiki/Archie_Bell_%26_the_Drells,929
Jeannie C. Riley,https://en.wikipedia.org/wiki/Jeannie_C._Riley,1067
O.C. Smith,https://en.wikipedia.org/wiki/O._C._Smith,760
Gary Puckett and The Union Gap,https://en.wikipedia.org/wiki/Gary_Puckett_%26_The_Union_Gap,1275
Hugh Masekela,https://en.wikipedia.org/wiki/Hugh_Masekela,1428
Sly and The Family Stone,https://en.wikipedia.org/wiki/Sly_and_the_Family_Stone,4729
Cliff Nobles,https://en.wikipedia.org/wiki/Cliff_Nobles,369
The Delfonics,https://en.wikipedia.org/wiki/The_Delfonics,1723
John Fred and His Playboy Band,https://en.wikipedia.org/wiki/John_Fred,448
Classics IV,https://en.wikipedia.org/wiki/Classics_IV,1391
Merrilee Rush,https://en.wikipedia.org/wiki/Merrilee_Rush,916
Georgie Fame,https://en.wikipedia.org/wiki/Georgie_Fame,2126
Mary Hopkin,https://en.wikipedia.org/wiki/Mary_Hopkin,2131
Steppenwolf,https://en.wikipedia.org/wiki/Steppenwolf_(band),2515
The Intruders,https://en.wikipedia.org/wiki/The_Intruders_(band),1068
1910 Fruitgum Company,https://en.wikipedia.org/wiki/1910_Fruitgum_Company,578
Sergio Mendes and Brasil '66,https://en.wikipedia.org/wiki/S%C3%A9rgio_Mendes,1691
Johnny Nash,https://en.wikipedia.org/wiki/Johnny_Nash,1090
Ohio Express,https://en.wikipedia.org/wiki/Ohio_Express,2190
The Crazy World Of Arthur Brown,https://en.wikipedia.org/wiki/The_Crazy_World_of_Arthur_Brown,759
Troggs,https://en.wikipedia.org/wiki/Troop,613
Gene and Debbe,https://en.wikipedia.org/wiki/Gene_%26_Debbe,373
Mason Williams,https://en.wikipedia.org/wiki/Mason_Williams,1908
Clarence Carter,https://en.wikipedia.org/wiki/Clarence_Carter,780
The O'Kaysions,https://en.wikipedia.org/wiki/The_O%27Kaysions,418
The Lemon Pipers,https://en.wikipedia.org/wiki/The_Lemon_Pipers,1228
Friend and Lover,https://en.wikipedia.org/wiki/Friend_%26_Lover,425
Richard Harris,https://en.wikipedia.org/wiki/Richard_Harris,3259
Jose Feliciano,https://en.wikipedia.org/wiki/Jos%C3%A9_Feliciano,3275
Status Quo,https://en.wikipedia.org/wiki/Status_quo,354
Blue Cheer,https://en.wikipedia.org/wiki/Blue_Cheer,2021
The Bee Gees,https://en.wikipedia.org/wiki/Bee_Gees,10378
The Fireballs,https://en.wikipedia.org/wiki/The_Fireballs,673
The Dells,https://en.wikipedia.org/wiki/The_Dells,1145
Willie Mitchell,https://en.wikipedia.org/wiki/Willie_Mitchell_(musician),522
The Human Beinz,https://en.wikipedia.org/wiki/The_Human_Beinz,835
Tommy Boyce and Bobby Hart,https://en.wikipedia.org/wiki/Boyce_and_Hart,1543
The Irish Rovers,https://en.wikipedia.org/wiki/The_Irish_Rovers,2636
Vanilla Fudge,https://en.wikipedia.org/wiki/Vanilla_Fudge,1607
The Foundations,https://en.wikipedia.org/wiki/The_Foundations,3982
The Sweet Inspirations,https://en.wikipedia.org/wiki/The_Sweet_Inspirations,1471
Smokey Robinson and The Miracles,https://en.wikipedia.org/wiki/The_Miracles,5611
The Mills Brothers,https://en.wikipedia.org/wiki/The_Mills_Brothers,1761
The Chambers Brothers,https://en.wikipedia.org/wiki/The_Chambers_Brothers,1186
Shorty Long,https://en.wikipedia.org/wiki/Shorty_Long,638
Big Brother and The Holding Company,https://en.wikipedia.org/wiki/Big_Brother_and_the_Holding_Company,3225
Creedence Clearwater Revival,https://en.wikipedia.org/wiki/Creedence_Clearwater_Revival,4802
The American Breed,https://en.wikipedia.org/wiki/The_American_Breed,945
Jerry Butler,https://en.wikipedia.org/wiki/Jerry_Butler,982
The Archies,https://en.wikipedia.org/wiki/The_Archies,825
Three Dog Night,https://en.wikipedia.org/wiki/Three_Dog_Night,2285
Henry Mancini and His Orch.,https://en.wikipedia.org/wiki/Henry_Mancini,2486
The Youngbloods,https://en.wikipedia.org/wiki/The_Youngbloods,1084
The Friends Of Distinction,https://en.wikipedia.org/wiki/The_Friends_of_Distinction,513
Jr. Walker and The All Stars,https://en.wikipedia.org/wiki/Junior_Walker,1102
Oliver,https://en.wikipedia.org/wiki/Oliver_(singer),1579
The Beatles with Billy Preston,https://en.wikipedia.org/wiki/Billy_Preston,3613
Zager and Evans,https://en.wikipedia.org/wiki/Zager_and_Evans,704
"Blood, Sweat and Tears","https://en.wikipedia.org/wiki/Blood,_toil,_tears,_and_sweat",940
Andy Kim,https://en.wikipedia.org/wiki/Andy_Kim,1004
Smith,https://en.wikipedia.org/wiki/Smith_(band),465
Zombies,https://en.wikipedia.org/wiki/Zombie,5936
Bobby Sherman,https://en.wikipedia.org/wiki/Bobby_Sherman,2535
Mercy,https://en.wikipedia.org/wiki/Mercy,1682
The Guess Who,https://en.wikipedia.org/wiki/The_Guess_Who,4136
Watts 103rd Street Rhythm Band,https://en.wikipedia.org/wiki/Charles_Wright_%26_the_Watts_103rd_Street_Rhythm_Band,1503
Spiral Starecase,https://en.wikipedia.org/wiki/Spiral_Starecase,622
Cass Elliot,https://en.wikipedia.org/wiki/Cass_Elliot,3679
Glen Campbell,https://en.wikipedia.org/wiki/Glen_Campbell,3633
Tyrone Davis,https://en.wikipedia.org/wiki/Tyrone_Davis,700
The Winstons,https://en.wikipedia.org/wiki/The_Winstons,260
"Sonny Charles and The Checkmates, Ltd.","https://en.wikipedia.org/wiki/Checkmates,_Ltd.",229
Edwin Starr,https://en.wikipedia.org/wiki/Edwin_Starr,1270
New Colony Six,https://en.wikipedia.org/wiki/New_Colony_Six,498
Motherlode,https://en.wikipedia.org/wiki/Mother_lode,327
Harry Nilsson,https://en.wikipedia.org/wiki/Harry_Nilsson,5091
Brooklyn Bridge,https://en.wikipedia.org/wiki/Brooklyn_Bridge,3683
Joe Simon,https://en.wikipedia.org/wiki/Joe_Simon,2638
The Flying Machine,https://en.wikipedia.org/wiki/The_Flying_Machine_(band),550
Tony Joe White,https://en.wikipedia.org/wiki/Tony_Joe_White,1629
Kenny Rogers and The First Edition,https://en.wikipedia.org/wiki/Kenny_Rogers_and_The_First_Edition,5172
Joe South,https://en.wikipedia.org/wiki/Joe_South,1107
The Cuff Links,https://en.wikipedia.org/wiki/The_Cuff_Links,773
Bob Seger System,https://en.wikipedia.org/wiki/Bob_Seger,4841
Diana Ross and The Supremes and The Temptations,https://en.wikipedia.org/wiki/Diana_Ross_%26_the_Supremes_Join_The_Temptations,1236
Crazy Elephant,https://en.wikipedia.org/wiki/Crazy_Elephant,271
The Originals,https://en.wikipedia.org/wiki/The_Originals_(band),1088
Edwin Hawkins Singers,https://en.wikipedia.org/wiki/Edwin_Hawkins,785
David Ruffin,https://en.wikipedia.org/wiki/David_Ruffin,3665
