Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,GenreRaw,Tar-Pre
52,7.369496097000001,The Paris Sisters,I Love How You Love Me,1961,368245,315,985,32,pop,0.7592787365806153
53,7.277428145,Lee Dorsey,Ya Ya,1961,1445791,752,10044,53,"soul, rock and roll",0.6520339918217886
76,5.736711756,Lee Dorsey,Working In The Coal Mine,1966,1841556,752,10044,53,r&b,0.2650748760003445
55,7.101672245,Bob Moore,Mexico,1961,44613,611,122,12,"pop, country",0.10880081360897442
56,7.017717833,Ral Donner,You Don't Know What You've Got (Until You Lose It),1961,45016,411,589,19,,-0.49535687747819246
58,6.857053284,The Lettermen,The Way You Look Tonight,1961,265415,1932,15746,45,"pop, jazz",-0.5712922386546797
74,5.838577711,The Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You,1968,399488,1932,15746,45,,-1.0428819180733537
30,10.59497587,The Lettermen,Hurt So Bad,1969,140938,1932,15746,45,,-2.2105282490423885
59,6.780124557000001,Pat Boone,Moody River,1961,376361,4138,31398,48,country pop,-0.4432329683432421
45,8.107365283,Pat Boone,Speedy Gonzales,1962,1355459,4138,31398,48,,0.7123309827078916
61,6.632577127,Adam Wade,Take Good Care Of Her,1961,16354,531,129,11,pop,-0.8477396397580232
83,5.412631479,Adam Wade,The Writing On The Wall,1961,4696,531,129,11,,-2.095501072972013
62,6.5617772720000005,Carla Thomas,Gee Whiz (Look At His Eyes),1961,833523,1161,13292,57,,-0.149018667592431
39,8.910403257999999,Carla Thomas,B-A-B-Y,1966,9284829,1161,13292,57,"r&b, pop",1.6325436873156622
63,6.49284802,Ben E. King,Stand By Me,1961,59842653,1450,126058,70,"rhythm and blues, soul",3.1061382180439523
64,6.4257114170000005,Ben E. King,Spanish Harlem,1961,4059124,1450,126058,70,soul,0.41538673725398567
65,6.360293906,Ike and Tina Turner,It's Gonna Work Out Fine,1961,246104,3574,62083,56,"rock & roll, r&b",-1.4294095233463153
66,6.296526022,The Echoes,Baby Blue,1961,29769,2474,3429,36,,-2.0389493793269953
67,6.234342105,Buzz Clifford,Baby Sittin' Boogie,1961,91330,544,247,16,pop,0.5017665805010463
69,6.114481004,Little Caesar and The Romans,Those Oldies But Goodies,1961,286453,346,178,25,,1.1224605321121093
72,5.9451190039999995,Bert Kaempfert,Wonderland By Night,1961,350403,2099,16488,52,jazz,-0.7132766670831998
32,10.15315495,Bert Kaempfert,Red Roses for a Blue Lady,1965,293898,2099,16488,52,,-1.3922585438799082
73,5.8912426689999995,Tony Orlando,Bless You,1961,73268,2129,8832,49,,-2.028350573335402
76,5.736711756,Rosie and The Originals,Angel Baby,1961,3204938,827,8737,47,doo-wop,1.8267871374413271
77,5.687430745,Curtis Lee,Pretty Little Angel Eyes,1961,847297,1967,1158,33,"pop, doo-wop",1.5998411813847095
79,5.59198657,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavour (On The Bedpost Overnight),1961,203528,2450,7574,36,"skiffle, novelty song",-0.20577611082116398
84,5.370017132,Matt Monro,My Kind Of Girl,1961,307716,1698,44161,54,,-1.0828907004677983
86,5.287264321,Jimmy Dean,Big Bad John,1961,2739818,1804,13340,43,"country, pop",1.8979991951800805
85,5.328236693,Jimmy Dean,P.T. 109,1962,90285,1804,13340,43,pop,-1.6404589260937197
92,5.057082445,Eddie Hodges,I'm Gonna Knock On Your Door,1961,568081,688,715,31,pop,1.3247566580284094
96,4.917008807,Eddie Hodges,"(Girls, Girls, Girls) Made To Love",1962,30625,688,715,31,,-1.7214733684177563
95,4.9511082360000005,Dave Brubeck,Take Five,1961,49478497,3623,46769,61,west coast cool jazz,3.607561254969884
97,4.883493965,Don Gibson,Sea Of Heartbreak,1961,1088344,648,12521,44,country,0.874476292698823
1,100.0,Acker Bilk,Stranger On The Shore,1962,921367,1265,9583,48,easy listening,0.4040459377121941
3,48.42838339,Dee Dee Sharp,Mashed Potato Time,1962,771095,557,4587,38,,0.8681600801576064
90,5.130975533,Dee Dee Sharp,Gravy (For My Mashed Potatoes),1962,251344,557,4587,38,,-0.25282898365941264
96,4.917008807,Dee Dee Sharp,Do the Bird,1963,54532,557,4587,38,,-1.906646498216432
4,40.05349388,Bobby Vinton,Roses Are Red (My Love),1962,2365412,1732,40275,58,pop,0.6029620792354269
6,30.6492728,Bobby Vinton,Blue Velvet,1963,8522784,1732,40275,58,traditional pop,1.7589702321823584
52,7.369496097000001,Bobby Vinton,Blue on Blue,1963,862958,1732,40275,58,traditional pop,-0.5311620723698134
98,4.850547815,Bobby Vinton,There! I've Said It Again,1964,526233,1732,40275,58,pop,-1.151566695516296
43,8.35431448,Bobby Vinton,Please Love Me Forever,1967,540828,1732,40275,58,pop,-1.5015575207866565
5,34.56844127,David Rose,The Stripper,1962,313233,1104,501,36,jazz,0.36654850672704065
6,30.6492728,Shelley Fabares,Johnny Angel,1962,472535,741,2364,29,,1.003971108121636
7,27.68441135,Little Eva,The Loco-Motion,1962,9076546,924,7873,49,"pop, rhythm and blues",2.6392540340643897
8,25.34898699,The Sensations,Let Me In,1962,47535,233,647,24,,-0.9024999637964157
11,20.54380234,Bruce Channel,Hey! Baby,1962,9727465,589,2853,47,pop,2.9207735890842006
13,18.39913422,Gene Chandler,Duke Of Earl,1962,1890074,1289,15582,45,"soul, doo-wop",1.2483598689280697
14,17.52086311,Freddy Cannon,Palisades Park,1962,548294,1289,4208,36,rock and roll,0.6953852831763339
16,16.04282372,Claude King,Wolverton Mountain,1962,453022,1100,1549,27,country,1.1470536585747517
19,14.32262507,Mary Wells,The One Who Really Loves You,1962,1749941,2824,61278,59,soul,0.21755643823076198
70,6.056689273,Mary Wells,You Beat Me To The Punch,1962,10101881,2824,61278,59,soul,1.9706960092802959
7,27.68441135,Mary Wells,My Guy,1964,35289317,2824,61278,59,"soul, r&b, pop",2.9390050882216716
21,13.40711287,Kenny Ball,Midnight In Moscow,1962,452268,1531,2308,37,,0.49028364114194645
22,13.00172664,Tommy Roe,Sheila,1962,713267,711,11071,43,"pop, rockabilly, lubbock sound",0.36718430789695944
38,9.064478563,Tommy Roe,Everybody,1963,21660,711,11071,43,pop rock,-3.248690588386042
43,8.35431448,Tommy Roe,Hooray for Hazel,1966,73278,711,11071,43,pop rock,-2.394356343000373
44,8.228510611,Tommy Roe,Sweet Pea,1966,343854,711,11071,43,pop rock,-0.8483996217397003
6,30.6492728,Tommy Roe,Dizzy,1969,2289433,711,11071,43,bubblegum pop,0.6829837567616295
24,12.27610461,The Orlons,The Wah-Watusi,1962,401222,858,2921,31,,0.7121635918443339
47,7.877989792999999,The Orlons,South Street,1963,36247,858,2921,31,,-1.8134809924644095
25,11.94977132,Joey Dee and The Starliters,Peppermint Twist,1962,443963,1048,736,33,rock and roll,0.7900614431505932
58,6.857053284,Joey Dee and The Starliters,Shout,1962,205105,1048,736,33,,0.017842260657328524
27,11.35794904,The Marvelettes,Playboy,1962,8011077,3009,65203,60,"pop, r&b",1.6325127811944764
28,11.08857401,Nat King Cole,Ramblin' Rose,1962,532894,4416,526417,78,,-2.408968263271902
70,6.056689273,Nat King Cole,Those Lazy-Hazy-Crazy Days of Summer,1963,555689,4416,526417,78,"jazz, pop",-2.4885683216127443
87,5.247075258,Nat King Cole,"That Sunday, That Summer",1963,248929,4416,526417,78,,-3.291609391607201
30,10.59497587,Jay and The Americans,She Cried,1962,264791,978,15636,58,rock,-1.63659113169056
29,10.83471074,Jay and The Americans,Come a Little Bit Closer,1964,14422507,978,15636,58,rock,2.118040657250944
24,12.27610461,Jay and The Americans,Cara Mia,1965,801564,978,15636,58,rock,-0.8934260885764296
56,7.017717833,Jay and The Americans,This Magic Moment,1969,1002589,978,15636,58,,-1.1555952283685045
34,9.754924552,Ketty Lester,Love Letters,1962,156761,768,1217,30,,-0.10856949626165857
35,9.570069477999999,Claudine Clark,Party Lights,1962,252381,108,193,19,,1.0762839725909963
37,9.225435187999999,Bent Fabric,Alley Cat,1962,145527,630,534,17,pop,0.7377087635453314
38,9.064478563,The Isley Brothers,Twist And Shout,1962,16962564,2160,387904,69,"rock and roll, r&b",1.6223136921712378
21,13.40711287,The Isley Brothers,It's Your Thing,1969,28175220,2160,387904,69,funk,1.279343567821563
39,8.910403257999999,Richard Chamberlain,Theme From Dr. Kildare,1962,26892,1395,330,16,,-0.7835369251614086
40,8.762749681,Ace Cannon,Tuff,1962,33272,341,822,27,,-1.4959971889309092
41,8.621099442,Clyde McPhatter,Lover Please,1962,169633,1688,6381,55,,-1.7712540047489274
42,8.485070759,Barbara George,I Know (You Don't Love Me No More),1962,84117,338,322,19,r&b,0.03724583173499951
46,7.990608097999999,Burl Ives,A Little Bitty Tear,1962,300810,2470,13322,71,"country, pop, nashville sound",-2.3008706858106436
82,5.4561067329999995,Burl Ives,Funny Way Of Laughin',1962,63127,2470,13322,71,,-3.862200951752648
48,7.769280177000001,Emilio Pericoli,Al Di La,1962,58051,208,814,23,,-0.7091154404520239
49,7.664266317999999,Ernie Maresca,Shout! Shout! (Knock Yourself Out),1962,122280,533,165,18,"rock and roll, doo-wop",0.5633003617198948
50,7.562750921,Don and Juan,What's Your Name,1962,323853,200,254,26,,0.8840752941237771
51,7.464550900000001,The Corsairs,Smoky Places,1962,38068,240,113,11,,-0.1700368998178643
53,7.277428145,Booker T. and The M.G.'s,Green Onions,1962,41562698,3484,62586,59,,3.3616487542517017
72,5.9451190039999995,Booker T. and The M.G.'s,Groovin',1967,387938,3484,62586,59,,-1.919895641435307
63,6.49284802,Booker T. and The M.G.'s,Time Is Tight,1969,1830732,3484,62586,59,soul,-0.6112426355912888
90,5.130975533,Booker T. and The M.G.'s,Hang 'Em High,1969,277978,3484,62586,59,,-2.496171827579566
55,7.101672245,Frankie Valli and The Four Seasons,Sherry,1962,19154727,4256,157449,67,,1.9982068448262726
24,12.27610461,Frankie Valli and The Four Seasons,Walk Like A Man,1963,9797062,4256,157449,67,rock,1.2062535502529208
56,7.017717833,Joanie Sommers,Johnny Get Angry,1962,186619,1067,640,25,,0.47618555371814963
59,6.780124557000001,"Dave ""Baby"" Cortez",Rinky Dink,1962,309260,452,537,26,,0.8541309697817994
60,6.7053302839999995,Henry Mancini,Moon River,1962,2813365,2486,51803,58,pop,0.7214791137386527
48,7.769280177000001,Henry Mancini,Days Of Wine and Roses,1963,286425,2486,51803,58,,-1.6846670327505393
61,6.632577127,Ray Stevens,Ahab The Arab,1962,194946,2640,17723,43,novelty,-0.8531437894795371
61,6.632577127,Ray Stevens,Gitarzan,1969,115612,2640,17723,43,pop,-2.226030823940077
63,6.49284802,Gene Pitney,(The Man Who Shot) Liberty Valance,1962,782084,2010,31050,51,,-0.06706801292367004
97,4.883493965,Gene Pitney,Town Without Pity,1962,1116175,2010,31050,51,,0.2886327761036931
27,11.35794904,Gene Pitney,It Hurts to Be in Love,1964,167640,2010,31050,51,"rock and roll, pop",-1.850183968495454
66,6.296526022,Joe Henderson,Snap Your Fingers,1962,49211,1173,24058,45,r&b,-2.453937240238819
68,6.173680038,Chris Montez,Let's Dance,1962,2039928,1050,4991,46,rock and roll,1.3025306608958331
94,4.985808764,Chris Montez,The More I See You,1966,1293165,1050,4991,46,,0.36076359569259786
69,6.114481004,Johnny Crawford,Cindy's Birthday,1962,97730,1048,726,22,,0.022210678247692073
71,6.000251992999999,Barbara Lynn,You'll Lose A Good Thing,1962,1657027,714,8960,43,rhythm & blues,1.2251015624091792
72,5.9451190039999995,The Crystals,Uptown,1962,374691,1856,27866,57,,-1.2083053541404833
56,7.017717833,The Crystals,Da Doo Ron Ron,1963,6562159,1856,27866,57,"r&b, pop, doo-wop",1.5331815897226004
68,6.173680038,The Crystals,Then He Kissed Me,1963,18884086,1856,27866,57,"pop, rock",2.5901814818532483
74,5.838577711,Dickey Lee,Patches,1962,22266,457,843,26,,-1.8072843658434863
71,6.000251992999999,Dickey Lee,Laurie (Strange Things Happen),1965,18958,457,843,26,,-2.3325781515776445
79,5.59198657,Larry Finnegan,Dear One,1962,305231,186,838,20,pop,1.1424099379651853
80,5.545754095,James Darren,Her Royal Majesty,1962,23916,1299,1835,31,,-2.041052246217621
81,5.500471104,Walter Brennan,Old Rivers,1962,64810,1896,499,22,country,-0.31316144832700843
83,5.412631479,Billy Vaughn,A Swingin' Safari,1962,390073,715,8058,50,,-0.68780711451436
87,5.247075258,Billy Joe and The Checkmates,Percolator (Twist),1962,21213,818,22,7,,-0.26850392688310265
89,5.168953147,Jimmy Soul,Twistin' Matilda,1962,27425,338,1768,35,,-2.28462513977448
35,9.570069477999999,Jimmy Soul,If You Wanna Be HappyIf You Wanna Be Happy,1963,2485964,338,1768,35,doo-wop,2.100849331449739
91,5.093692001,Jimmy Smith,Walk On The Wild Side,1962,414693,1305,26929,51,,-0.7276469367539917
92,5.057082445,King Curtis,Soul Twist,1962,36437,1142,10482,45,,-2.699203387854576
94,4.985808764,The Ikettes,I'm Blue (The Gong-Gong Song),1962,430899,1813,946,24,"blues, r&b, rock 'n' roll",1.3978455670346648
95,4.9511082360000005,The Kingston Trio,Where Have All The Flowers Gone?,1962,639742,6161,17521,43,,0.40664488990508296
98,4.850547815,"Peter, Paul and Mary",If I Had A Hammer,1962,650774,1386,94676,57,folk,-0.7652349173760609
16,16.04282372,"Peter, Paul and Mary","Puff, The Magic Dragon",1963,7184102,1386,94676,57,"folk, pop",1.514742153520201
17,15.41358678,"Peter, Paul and Mary",Blowin' In The Wind,1963,2388954,1386,94676,57,folk,0.41372723764275143
91,5.093692001,"Peter, Paul and Mary",I Dig Rock And Roll Music,1967,551673,1386,94676,57,"folk rock, psychedelic folk",-1.537873429084268
99,4.818155049,Ronnie and The Hi-lites,I Wish That We Were Married,1962,11986,265,19,4,,-0.7200923130324366
100,4.786300923,The Beach Boys,Surfin' Safari,1962,6351035,15103,916992,77,,0.20089121046229863
2,63.2878297,The Beach Boys,Surfin' U.S.A.,1963,40283487,15103,916992,77,"surf rock, rock and roll",1.9267287383476859
36,9.393779234,The Beach Boys,Surfer Girl,1963,6457598,15103,916992,77,"surf rock, rock and roll",0.09604452725178625
97,4.883493965,The Beach Boys,Shut Down,1963,1066953,15103,916992,77,"hot rod rock, car song",-1.7044059721580052
5,34.56844127,The Beach Boys,I Get Around,1964,36498083,15103,916992,77,"california sound, pop, surf vocal, car song",1.706560530402406
11,20.54380234,The Beach Boys,"Help Me, Rhonda",1965,5635326,15103,916992,77,rock and roll,-0.28313052322037
49,7.664266317999999,The Beach Boys,California Girls,1965,15339865,15103,916992,77,"pop rock, art pop, california sound",0.7182694736338675
33,9.949031357,The Beach Boys,Good Vibrations,1966,80929159,15103,916992,77,"psychedelic rock, art pop, acid rock, psychedelic pop, avant-pop, r&b",2.25990235652592
61,6.632577127,The Beach Boys,Sloop John B,1966,17048533,15103,916992,77,"folk rock, chamber pop",0.7023923237408951
79,5.59198657,The Beach Boys,Barbara Ann,1966,11933298,15103,916992,77,"rock and roll, doo-wop",0.3456608086091393
1,100.0,Jimmy Gilmer and The Fireballs,Sugar Shack,1963,226227,673,55,23,"garage rock, rock and roll",0.8140010861966047
3,48.42838339,Skeeter Davis,The End Of The World,1963,9808917,1796,14214,49,country,2.5206296128103407
43,8.35431448,Skeeter Davis,I Can't Stay Mad at You,1963,283035,1796,14214,49,"country, girl group",-1.0248469711935044
4,40.05349388,The Cascades,Rhythm Of The Rain,1963,3825570,651,10722,48,"pop, doo-wop",1.5816556687558254
5,34.56844127,The Chiffons,He's So Fine,1963,4300451,993,17916,52,"pop, doo-wop",1.427524445520989
98,4.850547815,The Chiffons,One Fine Day,1963,12190738,993,17916,52,pop,2.4694810276884755
7,27.68441135,Paul and Paula,Hey Paula,1963,2224593,506,1425,33,"pop, pop rock",2.1737350597061553
8,25.34898699,Stevie Wonder,Fingertips,1963,3255889,4980,1821274,81,"r&b, soul",-0.999547123400852
59,6.780124557000001,Stevie Wonder,Uptight (Everything's Alright),1966,37974338,4980,1821274,81,soul,1.0924391952990504
14,17.52086311,Stevie Wonder,I Was Made To Love Her,1967,11938162,4980,1821274,81,soul,-0.1862175742289729
75,5.787081067999999,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day,1968,1800414,4980,1821274,81,"r&b, soul",-2.1994274090255956
32,10.15315495,Stevie Wonder,My Cherie Amour,1969,15409195,4980,1821274,81,"soul, pop",-0.1739659518063732
9,23.45308318,The Village Stompers,Washington Square,1963,248436,216,811,26,"pop, dixieland jazz, instrumental",0.4235539659085443
10,21.87761624,The Impressions,It's All Right,1963,2590697,2033,56679,55,soul,0.6976513598604548
56,7.017717833,The Impressions,Keep On Pushing,1964,1556196,2033,56679,55,chicago soul,0.0661444149322783
80,5.545754095,The Impressions,I'm So Proud,1964,1969494,2033,56679,55,,0.3016766900642871
12,19.39725958,The Angels,My Boyfriend's Back,1963,1872402,812,105506,58,pop,0.04237754465885679
13,18.39913422,Kyu Sakamoto,Sukiyaki,1963,3243351,1644,3846,38,,2.2614212996069085
14,17.52086311,Lesley Gore,She's A Fool,1963,212697,1458,27747,54,,-1.6913169213349466
29,10.83471074,Lesley Gore,It's My Party,1963,6895751,1458,27747,54,"pop, rock, blue-eyed soul",1.7874751647336762
83,5.412631479,Lesley Gore,Judy's Turn to Cry,1963,515670,1458,27747,54,"pop, rock",-0.8057185130611408
36,9.393779234,Lesley Gore,You Don't Own Me,1964,5423583,1458,27747,54,"pop, r&b",1.4292323456026441
61,6.632577127,Lesley Gore,California Nights,1967,187214,1458,27747,54,pop,-2.2913094373447525
15,16.74093727,The Tymes,So Much In Love,1963,217721,438,2033,36,doo-wop,-0.34737076823564017
18,14.84294734,Dale and Grace,I'm Leaving It Up To You,1963,129104,862,312,23,"pop, doo-wop",0.2020135254724238
19,14.32262507,Nino Tempo and April Stevens,Deep Purple,1963,297983,554,467,24,,0.8976443491656116
20,13.84586851,The Surfaris,Wipe Out,1963,1632562,930,9502,41,surf rock,1.2443420934220342
63,6.49284802,The Surfaris,Wipe Out,1966,1632562,930,9502,41,surf rock,0.8900599090365144
21,13.40711287,Al Martino,I Love You Because,1963,107611,1555,14318,48,,-1.9191920129107167
89,5.168953147,Al Martino,"Painted, Tainted Rose",1963,14677,1555,14318,48,,-3.91143324326743
72,5.9451190039999995,Al Martino,I Love You More and More Every Day,1964,31323,1555,14318,48,,-3.2714562953822472
22,13.00172664,The Rockin' Rebels,Wild Weekend,1963,34191,347,90,17,,-0.6854743471253872
25,11.94977132,Inez and Charlie Foxx,Mockingbird,1963,222797,529,248,15,,1.2369931782817254
26,11.64441273,Little Peggy March,I Will Follow Him,1963,2217411,941,1439,38,pop,1.9446745231534965
27,11.35794904,The Chantays,Pipeline,1963,1118918,674,2907,34,surf rock,1.4096369864784926
28,11.08857401,Jan and Dean,Surf City,1963,2529316,4719,11325,45,vocal surf,1.5377255208421818
28,11.08857401,Jan and Dean,Dead Man's Curve,1964,524590,4719,11325,45,"pop, teenage tragedy, car song",-0.15345572494879534
48,7.769280177000001,Jan and Dean,The Little Old Lady from Pasadena,1964,573042,4719,11325,45,car song,-0.06511371759943962
30,10.59497587,Eydie Gorme,Blame It On The Bossa Nova,1963,91784,1750,13707,53,"traditional pop, rock and roll",-2.378282667011808
32,10.15315495,Martha and The Vandellas,Heat Wave,1963,19972499,2807,77397,62,soul,2.288066696473683
94,4.985808764,Martha and The Vandellas,Come and Get These Memories,1963,447078,2807,77397,62,soul,-1.5113117837785737
17,15.41358678,Martha and The Vandellas,Dancing in the Street,1964,34044681,2807,77397,62,"rhythm and blues, soul",2.7032901666461253
68,6.173680038,Martha and The Vandellas,Nowhere to Run,1965,14919498,2807,77397,62,,1.76019124434176
36,9.393779234,Martha and The Vandellas,Jimmy Mack,1967,5617771,2807,77397,62,soul/pop,0.5472691393354214
33,9.949031357,Randy and The Rainbows,Denise,1963,639192,409,1122,29,doo-wop,1.2282812542617876
34,9.754924552,The Rooftop Singers,Walk Right In,1963,1048770,428,961,29,"folk, bluegrass",1.7437795270477707
37,9.225435187999999,Trini Lopez,If I Had A Hammer,1963,975647,1331,8733,45,folk rock,0.5153449805361543
39,8.910403257999999,The Essex,Easier Said Than Done,1963,11101,520,3009,28,pop,-2.8506083869624153
41,8.621099442,Los Indios Tabajaras,Maria Elena,1963,1207317,377,9249,46,instrumental,0.5617275249898537
42,8.485070759,Ruby And The Romantics,Our Day Will Come,1963,634923,1335,744,27,r&b,1.4833196007695957
44,8.228510611,Barbara Lewis,Hello Stranger,1963,2429382,703,12788,49,r&b,1.0857042006937636
38,9.064478563,Barbara Lewis,Baby I'm Yours,1965,1960486,703,12788,49,r&b,0.6350715754396496
45,8.107365283,The Ronettes,Be My Baby,1963,56249804,4527,59041,69,pop,2.950462331252007
49,7.664266317999999,Major Lance,The Monkey Time,1963,455979,1416,5592,47,,-0.3176808095650401
47,7.877989792999999,Major Lance,"Um, Um, Um, Um, Um, Um",1964,8939235,1416,5592,47,soul,2.539983667187169
50,7.562750921,The Four Seasons,Candy Girl,1963,1216330,4256,157449,67,rock,-0.869203441335074
24,12.27610461,The Four Seasons,Rag Doll,1964,3712082,4256,157449,67,rock,0.12845727409468743
25,11.94977132,The Four Seasons,Dawn (Go Away),1964,2451009,4256,157449,67,rock,-0.2866358545926584
74,5.838577711,The Four Seasons,Ronnie,1964,1190523,4256,157449,67,rock,-1.0087429247307487
51,7.464550900000001,Bill Anderson,Still,1963,138980,1898,10303,40,country,-1.1100111761950142
53,7.277428145,Garnet Mimms and the Enchanters,Cry Baby,1963,482015,844,1724,33,soul blues,0.7044024581515327
54,7.188199442999999,Lou Christie,Two Faces Have I,1963,17151,1818,7391,37,pop,-2.9812284815265517
23,12.62582101,Lou Christie,Lightnin' Strikes,1966,845703,1818,7391,37,,0.5626010872770895
60,6.7053302839999995,Lou Christie,I'm Gonna Make You Mine,1969,285913,1818,7391,37,pop,-0.8761617625088043
58,6.857053284,Lonnie Mack,"Memphis, Tennessee",1963,51680,8225,5680,37,,-1.7327665061540696
60,6.7053302839999995,Kai Winding,More,1963,111486,1069,1602,36,,-0.9217415777597626
63,6.49284802,Bill Pursell,Our Winter Love,1963,85268,360,58,14,,0.4672366415013567
64,6.4257114170000005,Tony Bennett,I Wanna Be Around,1963,657059,6608,262614,73,,-1.883159059111497
66,6.296526022,The Jaynetts,Sally Go 'Round the Roses,1963,233859,1280,270,23,"r&b, pop",0.8424180293757964
72,5.9451190039999995,Marvin Gaye,Pride and Joy,1963,381571,7086,1499687,78,rhythm and blues,-2.9242507777558515
58,6.857053284,Marvin Gaye,I'll Be Doggone,1965,1581041,7086,1499687,78,soul/pop,-1.738897071731662
100,4.786300923,Marvin Gaye,How Sweet It Is (To Be Loved by You),1965,8752988,7086,1499687,78,"soul, pop rock",-0.027585434785736496
14,17.52086311,Marvin Gaye,Too Busy Thinking About My Baby,1969,3314326,7086,1499687,78,soul,-1.471102523708435
72,5.9451190039999995,Marvin Gaye,That's The Way Love Is,1969,1231338,7086,1499687,78,"soul, psychedelic soul, funk",-2.4612554253925545
88,5.207645782,Marvin Gaye,I Heard It Through The Grapevine,1969,73644587,7086,1499687,78,"r&b, psychedelic soul",1.6298938355176062
73,5.8912426689999995,Rufus Thomas,Walking the Dog,1963,1566133,1954,15116,48,r&b,0.7704458363129607
74,5.838577711,Ned Miller,From a Jack to a King,1963,133653,400,753,29,country,-0.2951080198585849
76,5.736711756,Johnny Mathis,What Will My Mary Say,1963,190020,2566,65947,68,,-2.7331503898400236
77,5.687430745,Jan Bradley,Mama Didn't Lie,1963,237102,291,137,18,,1.1290388848124273
79,5.59198657,The Cookies,Don't Say Nothin' Bad (About My Baby),1963,127042,643,1312,20,r&b,0.19563589666795345
80,5.545754095,Johnny Cash,Ring of Fire,1963,84849162,8925,1981882,80,,2.3421284289745614
36,9.393779234,Johnny Cash,A Boy Named Sue,1969,28269065,8925,1981882,80,"country, talking blues, comedy",0.5344570420528534
81,5.500471104,Doris Troy,Just One Look,1963,2024598,542,3167,39,rhythm and blues,1.662585175511806
82,5.4561067329999995,Allan Sherman,"Hello Muddah, Hello Faddah! (A Letter from Camp)",1963,445104,3735,2237,33,novelty song,0.7116121690457824
84,5.370017132,Rolf Harris,"Tie Me Kangaroo Down, Sport",1963,699358,5455,4912,31,folk/pop,1.2329657459658723
93,5.021127552,Sunny and the Sunglows,Talk to Me,1963,58419,334,270,18,,-0.3347872983140725
99,4.818155049,Bobby Bare,500 Miles,1963,2379488,1542,30392,53,"country, easy listening",0.7806851922538627
1,100.0,The Beatles,I Want to Hold Your Hand,1964,48975471,14112,5042014,89,"rock and roll, pop, pop rock",1.0435928104986019
2,63.2878297,The Beatles,She Loves You,1964,28087844,14112,5042014,89,"rock and roll, pop",0.48761011444011615
13,18.39913422,The Beatles,A Hard Day's Night,1964,34734369,14112,5042014,89,,0.7000028874276047
14,17.52086311,The Beatles,Love Me Do,1964,44061168,14112,5042014,89,"merseybeat, pop, r&b",0.9378520798909591
16,16.04282372,The Beatles,Please Please Me,1964,8599331,14112,5042014,89,"merseybeat, rock and roll, rock, pop",-0.6960423609014299
40,8.762749681,The Beatles,Twist and Shout,1964,55584330,14112,5042014,89,rock and roll,1.1701745565639818
52,7.369496097000001,The Beatles,Can't Buy Me Love,1964,26066160,14112,5042014,89,pop rock,0.4129111509167309
55,7.101672245,The Beatles,Do You Want to Know a Secret,1964,8066285,14112,5042014,89,pop,-0.7600337411117657
95,4.9511082360000005,The Beatles,I Saw Her Standing There,1964,13477850,14112,5042014,89,rock and roll,-0.2466791732229332
7,27.68441135,The Beatles,Help!,1965,37599801,14112,5042014,89,folk rock,0.6611779259294472
31,10.36815025,The Beatles,Ticket to Ride,1965,37599801,14112,5042014,89,"power pop, jangle pop, folk rock",0.6611779259294472
55,7.101672245,The Beatles,Eight Days a Week,1965,22286205,14112,5042014,89,rock,0.13814704528336819
16,16.04282372,The Beatles,We Can Work It Out,1966,20400983,14112,5042014,89,folk rock,-0.06833180739728917
28,11.08857401,The Beatles,Paperback Writer,1966,16062776,14112,5042014,89,"hard rock, power pop, psychedelic rock",-0.30741034797385325
90,5.130975533,The Beatles,Nowhere Man,1966,11017023,14112,5042014,89,folk rock,-0.6844732713226271
96,4.917008807,The Beatles,Yellow Submarine,1966,33759504,14112,5042014,89,"psychedelic rock, orchestral",0.43534708431565505
30,10.59497587,The Beatles,All You Need Is Love,1967,37228030,14112,5042014,89,pop,0.41505301734531486
55,7.101672245,The Beatles,Penny Lane,1967,311626,14112,5042014,89,"progressive pop, baroque pop, psychedelic pop, psychedelic rock",0.22084492289365798
1,100.0,The Beatles,Hey Jude,1968,71297498,14112,5042014,89,rock,0.9467582193557185
60,6.7053302839999995,The Beatles,Lady Madonna,1968,13710931,14112,5042014,89,"rock and roll, rhythm and blues",-0.7019096183785614
78,5.63920084,The Beatles,Revolution,1968,12876136,14112,5042014,89,hard rock,-0.7647273406175188
83,5.412631479,The Beatles,Something,1969,37384485,14112,5042014,89,"rock, pop",0.18305870103198885
85,5.328236693,The Beatles,Come Together,1969,87467921,14112,5042014,89,rock,1.0330750312536523
3,48.42838339,Louis Armstrong,"Hello, Dolly!",1964,3378654,9606,928788,76,"traditional pop, jazz",-0.660286157136655
6,30.6492728,Dean Martin,Everybody Loves Somebody,1964,9620202,4570,381183,76,traditional pop,0.42526449537990274
77,5.687430745,Dean Martin,The Door Is Still Open to My Heart,1964,1013765,4570,381183,76,"traditional pop, country",-1.8249296441127676
8,25.34898699,Gale Garnett,We'll Sing in the Sunshine,1964,211353,1522,384,22,folk,0.676631843370453
9,23.45308318,J. Frank Wilson and the Cavaliers,Last Kiss,1964,440810,376,1088,29,,0.7060103905744146
