Artist,URL,WikiWordCount,external_urls,followers,genres,href,id,images,name,popularity,type,uri
Dee Dee Sharp,https://en.wikipedia.org/wiki/Dee_Dee_Sharp,557.0,https://open.spotify.com/artist/2NtGOVTuHBMDfR5PMNPBGT,4587,brill building pop|chicago soul|doo-wop|motown|new orleans blues|northern soul|rock-and-roll|southern soul,https://api.spotify.com/v1/artists/2NtGOVTuHBMDfR5PMNPBGT,2NtGOVTuHBMDfR5PMNPBGT,https://i.scdn.co/image/267e0cbcd8a2cd6d410cfa46266e499b76537b95,,38,artist,spotify:artist:2NtGOVTuHBMDfR5PMNPBGT
Bobby Vinton,https://en.wikipedia.org/wiki/Bobby_Vinton,1732.0,https://open.spotify.com/artist/6bOYtKnpLPQSfMpS2ilotK,40275,adult standards|brill building pop|bubblegum pop|christmas|easy listening|folk rock|lounge|mellow gold|merseybeat|nashville sound|rock-and-roll|rockabilly,https://api.spotify.com/v1/artists/6bOYtKnpLPQSfMpS2ilotK,6bOYtKnpLPQSfMpS2ilotK,https://i.scdn.co/image/ccd6cffa63322f9e1dea53ca9e0d98ed6229f396,,58,artist,spotify:artist:6bOYtKnpLPQSfMpS2ilotK
David Rose,https://en.wikipedia.org/wiki/David_Rose_(songwriter),1104.0,https://open.spotify.com/artist/7pqXHn8GD1AfBkWHmCi0ze,3,,https://api.spotify.com/v1/artists/7pqXHn8GD1AfBkWHmCi0ze,7pqXHn8GD1AfBkWHmCi0ze,,,36,artist,spotify:artist:7pqXHn8GD1AfBkWHmCi0ze
Shelley Fabares,https://en.wikipedia.org/wiki/Shelley_Fabares,741.0,https://open.spotify.com/artist/6ZID5oFfvvgzIRrqXaTJSy,2364,brill building pop|bubblegum pop|doo-wop,https://api.spotify.com/v1/artists/6ZID5oFfvvgzIRrqXaTJSy,6ZID5oFfvvgzIRrqXaTJSy,https://i.scdn.co/image/823612f4d1a9061c8a5b4d7a81930aae5dcd16fb,,29,artist,spotify:artist:6ZID5oFfvvgzIRrqXaTJSy
Little Eva,https://en.wikipedia.org/wiki/Little_Eva,924.0,https://open.spotify.com/artist/4S76LQXJD6N2uPcLhKejG8,7873,brill building pop|bubblegum pop|chicago soul|doo-wop|merseybeat|motown|rock-and-roll|rockabilly,https://api.spotify.com/v1/artists/4S76LQXJD6N2uPcLhKejG8,4S76LQXJD6N2uPcLhKejG8,https://i.scdn.co/image/a26553482d1f742a706be712d0a3332a7797c6d3,,49,artist,spotify:artist:4S76LQXJD6N2uPcLhKejG8
The Sensations,https://en.wikipedia.org/wiki/The_Sensations,233.0,https://open.spotify.com/artist/708pmTl2zRKC87egxplOGc,647,rock steady,https://api.spotify.com/v1/artists/708pmTl2zRKC87egxplOGc,708pmTl2zRKC87egxplOGc,https://i.scdn.co/image/e8fd1d1426a223f940bb1a4670148c87c082c504,,24,artist,spotify:artist:708pmTl2zRKC87egxplOGc
Bruce Channel,https://en.wikipedia.org/wiki/Bruce_Channel,589.0,https://open.spotify.com/artist/5Do19ow5oRPYYU46jqdkwh,2853,brill building pop|rock-and-roll,https://api.spotify.com/v1/artists/5Do19ow5oRPYYU46jqdkwh,5Do19ow5oRPYYU46jqdkwh,https://i.scdn.co/image/f185012f71d8a21ad2d79d2e00792dfa66e2e137,,47,artist,spotify:artist:5Do19ow5oRPYYU46jqdkwh
Gene Chandler,https://en.wikipedia.org/wiki/Gene_Chandler,1289.0,https://open.spotify.com/artist/52uMkSFt2RVO6XxTEt5VeW,15582,brill building pop|chicago soul|doo-wop|memphis soul|motown|northern soul|quiet storm|soul|soul blues|southern soul,https://api.spotify.com/v1/artists/52uMkSFt2RVO6XxTEt5VeW,52uMkSFt2RVO6XxTEt5VeW,https://i.scdn.co/image/5b74ab9db7e386703efb0e2a6644f1fff5ed6681,,45,artist,spotify:artist:52uMkSFt2RVO6XxTEt5VeW
Freddy Cannon,https://en.wikipedia.org/wiki/Freddy_Cannon,1289.0,https://open.spotify.com/artist/1ffNa7yLg0ncUpBm5P03pm,4208,adult standards|brill building pop|bubblegum pop|doo-wop|merseybeat|rock-and-roll|rockabilly|surf music,https://api.spotify.com/v1/artists/1ffNa7yLg0ncUpBm5P03pm,1ffNa7yLg0ncUpBm5P03pm,https://i.scdn.co/image/b8a2707ca48b95d8c04abc56d13c605d1e094509,,36,artist,spotify:artist:1ffNa7yLg0ncUpBm5P03pm
Claude King,https://en.wikipedia.org/wiki/Claude_King,1100.0,https://open.spotify.com/artist/3apueasSp0paDZeS4aU06g,1549,country gospel|cowboy western|nashville sound|outlaw country|traditional country|western swing,https://api.spotify.com/v1/artists/3apueasSp0paDZeS4aU06g,3apueasSp0paDZeS4aU06g,https://i.scdn.co/image/81f0c34166c078e102d1df19705e0628f222a693,,27,artist,spotify:artist:3apueasSp0paDZeS4aU06g
Mary Wells,https://en.wikipedia.org/wiki/Mary_Wells,2824.0,https://open.spotify.com/artist/1cjZk1xXn3YCToNg3uJpA7,61278,brill building pop|chicago soul|classic funk rock|memphis soul|motown|northern soul|quiet storm|rock-and-roll|soul|soul blues|southern soul,https://api.spotify.com/v1/artists/1cjZk1xXn3YCToNg3uJpA7,1cjZk1xXn3YCToNg3uJpA7,https://i.scdn.co/image/33ffac15f101d1e033dcce7bdcb262c9dba9ecbd,,59,artist,spotify:artist:1cjZk1xXn3YCToNg3uJpA7
Kenny Ball,https://en.wikipedia.org/wiki/Kenny_Ball,1531.0,https://open.spotify.com/artist/0QyB38XO00qX8Zc0EFzN4w,2308,dixieland|easy listening|new orleans jazz|rock-and-roll,https://api.spotify.com/v1/artists/0QyB38XO00qX8Zc0EFzN4w,0QyB38XO00qX8Zc0EFzN4w,https://i.scdn.co/image/1951392b838239f4be83d04d807ee4be58290b0f,,37,artist,spotify:artist:0QyB38XO00qX8Zc0EFzN4w
Tommy Roe,https://en.wikipedia.org/wiki/Tommy_Roe,711.0,https://open.spotify.com/artist/7t4XHvWfj0XtEB8SNFeALw,11071,adult standards|brill building pop|bubblegum pop|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,https://api.spotify.com/v1/artists/7t4XHvWfj0XtEB8SNFeALw,7t4XHvWfj0XtEB8SNFeALw,https://i.scdn.co/image/75658c412550f92a737391e179773303b429684b,,43,artist,spotify:artist:7t4XHvWfj0XtEB8SNFeALw
The Orlons,https://en.wikipedia.org/wiki/The_Orlons,858.0,https://open.spotify.com/artist/7JSIM5U7TZym5M3Q1AFG80,2921,brill building pop|chicago soul|doo-wop|motown|northern soul,https://api.spotify.com/v1/artists/7JSIM5U7TZym5M3Q1AFG80,7JSIM5U7TZym5M3Q1AFG80,https://i.scdn.co/image/3e157e72b36135aad2cd8dc775688b75d78987e7,,31,artist,spotify:artist:7JSIM5U7TZym5M3Q1AFG80
Joey Dee and The Starliters,https://en.wikipedia.org/wiki/Joey_Dee_and_the_Starliters,1048.0,https://open.spotify.com/artist/5a1eYf2G4v4UKubimlfGAJ,736,brill building pop|doo-wop|merseybeat|rock-and-roll|rockabilly,https://api.spotify.com/v1/artists/5a1eYf2G4v4UKubimlfGAJ,5a1eYf2G4v4UKubimlfGAJ,https://i.scdn.co/image/af4a6c2bf16dac570b39fffd07168b0dc40c9040,,33,artist,spotify:artist:5a1eYf2G4v4UKubimlfGAJ
The Marvelettes,https://en.wikipedia.org/wiki/The_Marvelettes,3009.0,https://open.spotify.com/artist/0MponVSpW81oLvJZ53vYZH,65203,brill building pop|chicago soul|disco|jazz blues|memphis soul|motown|northern soul|quiet storm|rock-and-roll|soul|soul blues|southern soul,https://api.spotify.com/v1/artists/0MponVSpW81oLvJZ53vYZH,0MponVSpW81oLvJZ53vYZH,https://i.scdn.co/image/8d06aa7e68b55129af6edfc2b5cec36dde3eca5d,,60,artist,spotify:artist:0MponVSpW81oLvJZ53vYZH
Nat King Cole,https://en.wikipedia.org/wiki/Nat_King_Cole,4416.0,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,526417,adult standards|christmas|jazz blues|jazz christmas|vocal jazz,https://api.spotify.com/v1/artists/7v4imS0moSyGdXyLgVTIV7,7v4imS0moSyGdXyLgVTIV7,https://i.scdn.co/image/a4c0918f13b67aa8d9f4ea1d64bdba44c51fb1d2,,78,artist,spotify:artist:7v4imS0moSyGdXyLgVTIV7
Jay and The Americans,https://en.wikipedia.org/wiki/Jay_and_the_Americans,978.0,https://open.spotify.com/artist/0DAqhikcMKLo2lPADVz2fs,15636,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|rock-and-roll,https://api.spotify.com/v1/artists/0DAqhikcMKLo2lPADVz2fs,0DAqhikcMKLo2lPADVz2fs,https://i.scdn.co/image/ee9fe971005612766bb35c9b6003c06b8f0ea59b,,58,artist,spotify:artist:0DAqhikcMKLo2lPADVz2fs
Ketty Lester,https://en.wikipedia.org/wiki/Ketty_Lester,768.0,https://open.spotify.com/artist/36pJnWrcvAsoWm6fUqGaHi,1217,,https://api.spotify.com/v1/artists/36pJnWrcvAsoWm6fUqGaHi,36pJnWrcvAsoWm6fUqGaHi,https://i.scdn.co/image/de403b50e2168d5a9a138a561e68120170092ab5,,30,artist,spotify:artist:36pJnWrcvAsoWm6fUqGaHi
Claudine Clark,https://en.wikipedia.org/wiki/Claudine_Clark,108.0,https://open.spotify.com/artist/4I0kvGngwrJFy1ngs6fzqZ,193,brill building pop,https://api.spotify.com/v1/artists/4I0kvGngwrJFy1ngs6fzqZ,4I0kvGngwrJFy1ngs6fzqZ,https://i.scdn.co/image/831400c127c8b63b1efd68abf5e9b2d8ab09016f,,19,artist,spotify:artist:4I0kvGngwrJFy1ngs6fzqZ
Bent Fabric,https://en.wikipedia.org/wiki/Bent_Fabric,630.0,https://open.spotify.com/artist/6RvwwBmUCvxokwLJiLlO0i,534,,https://api.spotify.com/v1/artists/6RvwwBmUCvxokwLJiLlO0i,6RvwwBmUCvxokwLJiLlO0i,https://i.scdn.co/image/ed39f7e7b08e48b94d9ff8a892ae41a9f9025e42,,17,artist,spotify:artist:6RvwwBmUCvxokwLJiLlO0i
The Isley Brothers,https://en.wikipedia.org/wiki/The_Isley_Brothers,2160.0,https://open.spotify.com/artist/53QzNeFpzAaXYnrDBbDrIp,387904,brill building pop|chicago soul|classic funk rock|disco|funk|funk rock|memphis soul|motown|quiet storm|soul|soul blues|soul christmas|southern soul,https://api.spotify.com/v1/artists/53QzNeFpzAaXYnrDBbDrIp,53QzNeFpzAaXYnrDBbDrIp,https://i.scdn.co/image/23133832f41aa7fad9571a708dfde782e4fab71a,,69,artist,spotify:artist:53QzNeFpzAaXYnrDBbDrIp
Richard Chamberlain,https://en.wikipedia.org/wiki/Richard_Chamberlain,1395.0,https://open.spotify.com/artist/1Kpw1Yu7PGX4iqfmL1qbJ0,330,,https://api.spotify.com/v1/artists/1Kpw1Yu7PGX4iqfmL1qbJ0,1Kpw1Yu7PGX4iqfmL1qbJ0,https://i.scdn.co/image/72fa29df251a470309bcfdfaee6f8a96c7af467f,,16,artist,spotify:artist:1Kpw1Yu7PGX4iqfmL1qbJ0
Ace Cannon,https://en.wikipedia.org/wiki/Ace_Cannon,341.0,https://open.spotify.com/artist/5tZo7rC9bqWAmhJ1bsejXb,822,,https://api.spotify.com/v1/artists/5tZo7rC9bqWAmhJ1bsejXb,5tZo7rC9bqWAmhJ1bsejXb,https://i.scdn.co/image/cd26f2c10f3ec1d75645b44dfcf3d9b367dc2d8b,,27,artist,spotify:artist:5tZo7rC9bqWAmhJ1bsejXb
Clyde McPhatter,https://en.wikipedia.org/wiki/Clyde_McPhatter,1688.0,https://open.spotify.com/artist/4WL6MC4jDW7w7K9hfc4MVS,6381,brill building pop|chicago soul|doo-wop|jazz blues|jump blues|memphis soul|motown|new orleans blues|northern soul|rock-and-roll|rockabilly|soul|soul blues|southern soul,https://api.spotify.com/v1/artists/4WL6MC4jDW7w7K9hfc4MVS,4WL6MC4jDW7w7K9hfc4MVS,https://i.scdn.co/image/4f7e230b53f5bcf30967f3ffde9f7c8d027469eb,,55,artist,spotify:artist:4WL6MC4jDW7w7K9hfc4MVS
Barbara George,https://en.wikipedia.org/wiki/Barbara_George,338.0,https://open.spotify.com/artist/6uJZLuhxKK0kNUcoGNIy9k,322,chicago soul|jump blues|new orleans blues,https://api.spotify.com/v1/artists/6uJZLuhxKK0kNUcoGNIy9k,6uJZLuhxKK0kNUcoGNIy9k,https://i.scdn.co/image/04518678c28d0a443e11f4a0f2ebaf9ccba52a80,,19,artist,spotify:artist:6uJZLuhxKK0kNUcoGNIy9k
Burl Ives,https://en.wikipedia.org/wiki/Burl_Ives,2470.0,https://open.spotify.com/artist/0MHgLfmQdutffmvWe5XBTN,13322,adult standards|christmas|cowboy western|easy listening|folk christmas,https://api.spotify.com/v1/artists/0MHgLfmQdutffmvWe5XBTN,0MHgLfmQdutffmvWe5XBTN,https://i.scdn.co/image/89c1ee2f7e000530b5b88aecc003f72acec863d0,,71,artist,spotify:artist:0MHgLfmQdutffmvWe5XBTN
Emilio Pericoli,https://en.wikipedia.org/wiki/Emilio_Pericoli,208.0,https://open.spotify.com/artist/78SZetGidiOyErFwdWTmgQ,814,,https://api.spotify.com/v1/artists/78SZetGidiOyErFwdWTmgQ,78SZetGidiOyErFwdWTmgQ,https://i.scdn.co/image/c72a41b9bbb1556c9734587b8373e21a61465716,,23,artist,spotify:artist:78SZetGidiOyErFwdWTmgQ
Ernie Maresca,https://en.wikipedia.org/wiki/Ernie_Maresca,533.0,https://open.spotify.com/artist/0b9n4vhaTCuL23DoRJ1XHj,165,merseybeat|rock-and-roll,https://api.spotify.com/v1/artists/0b9n4vhaTCuL23DoRJ1XHj,0b9n4vhaTCuL23DoRJ1XHj,https://i.scdn.co/image/96d0d3a1066592b9d3cea1d036305fcd5b31aad9,,18,artist,spotify:artist:0b9n4vhaTCuL23DoRJ1XHj
Don and Juan,https://en.wikipedia.org/wiki/Don_and_Juan,200.0,https://open.spotify.com/artist/7gArjmSS1gJuofpu4vHtCI,254,doo-wop,https://api.spotify.com/v1/artists/7gArjmSS1gJuofpu4vHtCI,7gArjmSS1gJuofpu4vHtCI,https://i.scdn.co/image/ea1ab244d0fc5043ae8d6e461b6867d1a5869886,,26,artist,spotify:artist:7gArjmSS1gJuofpu4vHtCI
The Corsairs,https://en.wikipedia.org/wiki/The_Corsairs,240.0,https://open.spotify.com/artist/5kj1p126UHXHCDl9SgG7W7,113,doo-wop,https://api.spotify.com/v1/artists/5kj1p126UHXHCDl9SgG7W7,5kj1p126UHXHCDl9SgG7W7,https://i.scdn.co/image/73d8fb28b3bdba6fdd506a213fa9203fc2d63f58,,11,artist,spotify:artist:5kj1p126UHXHCDl9SgG7W7
Booker T. and The M.G.'s,https://en.wikipedia.org/wiki/Booker_T._%26_the_M.G.%27s,3484.0,https://open.spotify.com/artist/2vDV0T8sxx2ENnKXds75e5,62586,blues|brill building pop|british blues|chicago blues|chicago soul|classic funk rock|classic rock|deep funk|funk|jazz blues|memphis blues|memphis soul|new orleans blues|rock-and-roll|soul|soul blues|soul christmas|southern soul|traditional blues,https://api.spotify.com/v1/artists/2vDV0T8sxx2ENnKXds75e5,2vDV0T8sxx2ENnKXds75e5,https://i.scdn.co/image/386f66b89b4b1ca0e9b5b2d0ffce9ce3a66a7101,,59,artist,spotify:artist:2vDV0T8sxx2ENnKXds75e5
Frankie Valli and The Four Seasons,https://en.wikipedia.org/wiki/The_Four_Seasons_(band),4256.0,https://open.spotify.com/artist/6mcrZQmgzFGRWf7C0SObou,157449,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|motown|rock-and-roll,https://api.spotify.com/v1/artists/6mcrZQmgzFGRWf7C0SObou,6mcrZQmgzFGRWf7C0SObou,https://i.scdn.co/image/a3681184cf82ac5fe600f3ecda02bd7b3e14ab33,,67,artist,spotify:artist:6mcrZQmgzFGRWf7C0SObou
Joanie Sommers,https://en.wikipedia.org/wiki/Joanie_Sommers,1067.0,https://open.spotify.com/artist/64ZUngtVBOg6z3kKagoZhU,640,,https://api.spotify.com/v1/artists/64ZUngtVBOg6z3kKagoZhU,64ZUngtVBOg6z3kKagoZhU,https://i.scdn.co/image/952cba3841d0d6d91ed9d80ff7d638b0aec9c239,,25,artist,spotify:artist:64ZUngtVBOg6z3kKagoZhU
"Dave ""Baby"" Cortez",https://en.wikipedia.org/wiki/Dave_%22Baby%22_Cortez,452.0,https://open.spotify.com/artist/7fGPj0sGEcZACQTUVbz3NY,537,,https://api.spotify.com/v1/artists/7fGPj0sGEcZACQTUVbz3NY,7fGPj0sGEcZACQTUVbz3NY,https://i.scdn.co/image/ec62fa302de96ea065cf114368cb7787ef53b43f,,26,artist,spotify:artist:7fGPj0sGEcZACQTUVbz3NY
Henry Mancini,https://en.wikipedia.org/wiki/Henry_Mancini,2486.0,https://open.spotify.com/artist/2EExdpjU4SK3xnJHO5paJf,51803,adult standards|cabaret|christmas|easy listening|exotica|lounge|soundtrack|vocal jazz,https://api.spotify.com/v1/artists/2EExdpjU4SK3xnJHO5paJf,2EExdpjU4SK3xnJHO5paJf,https://i.scdn.co/image/04163610c0b3a9cdc1e7f5bd192c88e755f1b4de,,58,artist,spotify:artist:2EExdpjU4SK3xnJHO5paJf
Ray Stevens,https://en.wikipedia.org/wiki/Ray_Stevens,2640.0,https://open.spotify.com/artist/7MpUvihmfilIxyN20kXwQj,17723,bubblegum pop|comic|country|country christmas|nashville sound|traditional country,https://api.spotify.com/v1/artists/7MpUvihmfilIxyN20kXwQj,7MpUvihmfilIxyN20kXwQj,https://i.scdn.co/image/53c953c667a55091b1a55d7c28f7482a8a44b039,,43,artist,spotify:artist:7MpUvihmfilIxyN20kXwQj
Gene Pitney,https://en.wikipedia.org/wiki/Gene_Pitney,2010.0,https://open.spotify.com/artist/3ap1NzHNV9QA1x1V6z3gSe,31050,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|lounge|mellow gold|merseybeat|motown|nashville sound|rock-and-roll|rockabilly,https://api.spotify.com/v1/artists/3ap1NzHNV9QA1x1V6z3gSe,3ap1NzHNV9QA1x1V6z3gSe,https://i.scdn.co/image/6770f28ad7fbc90ef3efed8749c9aa5871f18fa1,,51,artist,spotify:artist:3ap1NzHNV9QA1x1V6z3gSe
The Duprees,https://en.wikipedia.org/wiki/The_Duprees,645.0,https://open.spotify.com/artist/6nYTjfJFNic9m83TROYHUS,5029,brill building pop|doo-wop|rock-and-roll,https://api.spotify.com/v1/artists/6nYTjfJFNic9m83TROYHUS,6nYTjfJFNic9m83TROYHUS,https://i.scdn.co/image/485ed93f3823f7e01fee85866514a170bd410fe3,,37,artist,spotify:artist:6nYTjfJFNic9m83TROYHUS
Joe Henderson,https://en.wikipedia.org/wiki/Joe_Henderson,1173.0,https://open.spotify.com/artist/3BG0nwVh3Gc7cuT4XdsLtt,24058,avant-garde jazz|bebop|big band|contemporary jazz|contemporary post-bop|cool jazz|free jazz|hard bop|jazz|jazz blues|jazz funk|jazz fusion|soul jazz|stride|vocal jazz,https://api.spotify.com/v1/artists/3BG0nwVh3Gc7cuT4XdsLtt,3BG0nwVh3Gc7cuT4XdsLtt,https://i.scdn.co/image/ae6e1888185bcbbcca021c59df15d9282df5e1ce,,45,artist,spotify:artist:3BG0nwVh3Gc7cuT4XdsLtt
Chris Montez,https://en.wikipedia.org/wiki/Chris_Montez,1050.0,https://open.spotify.com/artist/0QRgfCLzSR9GyCjXboWQTA,4991,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,https://api.spotify.com/v1/artists/0QRgfCLzSR9GyCjXboWQTA,0QRgfCLzSR9GyCjXboWQTA,https://i.scdn.co/image/b999892bf47a08a70fd69da6585e174b8dbf2f8a,,46,artist,spotify:artist:0QRgfCLzSR9GyCjXboWQTA
Johnny Crawford,https://en.wikipedia.org/wiki/Johnny_Crawford,1048.0,https://open.spotify.com/artist/48QdHdRanCXdBt6lygsDES,726,,https://api.spotify.com/v1/artists/48QdHdRanCXdBt6lygsDES,48QdHdRanCXdBt6lygsDES,https://i.scdn.co/image/68a12a656dfd53104626ac6742afbede8798fa12,,22,artist,spotify:artist:48QdHdRanCXdBt6lygsDES
Barbara Lynn,https://en.wikipedia.org/wiki/Barbara_Lynn,714.0,https://open.spotify.com/artist/2wQyX5625x6IGls8zLLHMB,8960,brill building pop|chicago soul|jazz blues|memphis soul|motown|new orleans blues|northern soul|soul|soul blues|southern soul,https://api.spotify.com/v1/artists/2wQyX5625x6IGls8zLLHMB,2wQyX5625x6IGls8zLLHMB,https://i.scdn.co/image/f1dc82bd74a3b41a392012232688c688b6f4f4c6,,43,artist,spotify:artist:2wQyX5625x6IGls8zLLHMB
The Crystals,https://en.wikipedia.org/wiki/The_Crystals,1856.0,https://open.spotify.com/artist/7rewR1TVjhisjI6gauUamf,27866,adult standards|brill building pop|bubblegum pop|chicago soul|doo-wop|folk rock|girl group|merseybeat|motown|rock-and-roll|rockabilly,https://api.spotify.com/v1/artists/7rewR1TVjhisjI6gauUamf,7rewR1TVjhisjI6gauUamf,https://i.scdn.co/image/ce8e36caccc0fe528b69eae944e3a200ff46a788,,57,artist,spotify:artist:7rewR1TVjhisjI6gauUamf
Dickey Lee,https://en.wikipedia.org/wiki/Dickey_Lee,457.0,https://open.spotify.com/artist/34Ym7wEA9olyXIQ5eRAZjq,843,country christmas,https://api.spotify.com/v1/artists/34Ym7wEA9olyXIQ5eRAZjq,34Ym7wEA9olyXIQ5eRAZjq,https://i.scdn.co/image/0d7e1b67b5c87abd36570872c7600f2e7c47b73f,,26,artist,spotify:artist:34Ym7wEA9olyXIQ5eRAZjq
Larry Finnegan,https://en.wikipedia.org/wiki/Larry_Finnegan,186.0,https://open.spotify.com/artist/5PVlrxc9rQMfzZACGYv2Ns,838,,https://api.spotify.com/v1/artists/5PVlrxc9rQMfzZACGYv2Ns,5PVlrxc9rQMfzZACGYv2Ns,https://i.scdn.co/image/1f40b3a0288b2b02f79e1773b4926fab9206a1ae,,20,artist,spotify:artist:5PVlrxc9rQMfzZACGYv2Ns
James Darren,https://en.wikipedia.org/wiki/James_Darren,1299.0,https://open.spotify.com/artist/1aRdnBeUqTNY9zdBzOrkvJ,1835,adult standards|brill building pop|christmas|lounge,https://api.spotify.com/v1/artists/1aRdnBeUqTNY9zdBzOrkvJ,1aRdnBeUqTNY9zdBzOrkvJ,https://i.scdn.co/image/ead8b471a86f74fc784596bd854fc7d9844c6108,,31,artist,spotify:artist:1aRdnBeUqTNY9zdBzOrkvJ
Walter Brennan,https://en.wikipedia.org/wiki/Walter_Brennan,1896.0,https://open.spotify.com/artist/14VbTTVRZW6DtcaFU4cPO8,499,cowboy western,https://api.spotify.com/v1/artists/14VbTTVRZW6DtcaFU4cPO8,14VbTTVRZW6DtcaFU4cPO8,https://i.scdn.co/image/9b5e42d142032110892ab70ed55591cef849666b,,22,artist,spotify:artist:14VbTTVRZW6DtcaFU4cPO8
Billy Vaughn,https://en.wikipedia.org/wiki/Billy_Vaughn,715.0,https://open.spotify.com/artist/6ZzOIAEw7joAghyA80c6D0,8058,adult standards|ballroom|christmas|easy listening|lounge|romantico,https://api.spotify.com/v1/artists/6ZzOIAEw7joAghyA80c6D0,6ZzOIAEw7joAghyA80c6D0,https://i.scdn.co/image/06b31ef44254e5db4160a6c5ed7ece78ceefaf57,,50,artist,spotify:artist:6ZzOIAEw7joAghyA80c6D0
Billy Joe and The Checkmates,https://en.wikipedia.org/wiki/Lew_Bedell,818.0,https://open.spotify.com/artist/7oiJO2QWnUdEyZdkYmIu3z,22,,https://api.spotify.com/v1/artists/7oiJO2QWnUdEyZdkYmIu3z,7oiJO2QWnUdEyZdkYmIu3z,https://i.scdn.co/image/e9f638265127c3d8821e7aa132b87a6d7e74d9e8,,7,artist,spotify:artist:7oiJO2QWnUdEyZdkYmIu3z
Jimmy Soul,https://en.wikipedia.org/wiki/Jimmy_Soul,338.0,https://open.spotify.com/artist/7k4MYPtpz3fAViMuuLi9ry,1768,brill building pop|bubblegum pop,https://api.spotify.com/v1/artists/7k4MYPtpz3fAViMuuLi9ry,7k4MYPtpz3fAViMuuLi9ry,https://i.scdn.co/image/3ec1be6ca38f2cc8903220d79fbc2311d4262493,,35,artist,spotify:artist:7k4MYPtpz3fAViMuuLi9ry
Jimmy Smith,https://en.wikipedia.org/wiki/Jimmy_Smith_(musician),1305.0,https://open.spotify.com/artist/5GXruybcLmXPjR9rKKFyS6,26929,bebop|contemporary post-bop|cool jazz|hard bop|jazz|jazz blues|jazz christmas|jazz funk|jazz fusion|memphis soul|new orleans blues|soul jazz|stride|vocal jazz,https://api.spotify.com/v1/artists/5GXruybcLmXPjR9rKKFyS6,5GXruybcLmXPjR9rKKFyS6,https://i.scdn.co/image/c3b7ef3f43c5090c75c253f1127457bec2165650,,51,artist,spotify:artist:5GXruybcLmXPjR9rKKFyS6
King Curtis,https://en.wikipedia.org/wiki/King_Curtis,1142.0,https://open.spotify.com/artist/0WxOgeRxUt0MwPrI7A5atQ,10482,blues|chicago soul|jazz blues|jazz christmas|memphis blues|memphis soul|new orleans blues|soul|soul blues|soul christmas|soul jazz|southern soul,https://api.spotify.com/v1/artists/0WxOgeRxUt0MwPrI7A5atQ,0WxOgeRxUt0MwPrI7A5atQ,https://i.scdn.co/image/ea32aa5e50ec26a6ea889d71a33d60e98e168cf8,,45,artist,spotify:artist:0WxOgeRxUt0MwPrI7A5atQ
The Ikettes,https://en.wikipedia.org/wiki/The_Ikettes,1813.0,https://open.spotify.com/artist/4vNCmeT4klWtM1xgF0oohu,946,brill building pop|chicago soul|motown,https://api.spotify.com/v1/artists/4vNCmeT4klWtM1xgF0oohu,4vNCmeT4klWtM1xgF0oohu,https://i.scdn.co/image/5ce60ca25918bc979204d746276b5890063a520c,,24,artist,spotify:artist:4vNCmeT4klWtM1xgF0oohu
The Kingston Trio,https://en.wikipedia.org/wiki/The_Kingston_Trio,6161.0,https://open.spotify.com/artist/3qtcbDvdIgQOXkPbtRvBaQ,17521,brill building pop|bubblegum pop|christmas|cowboy western|folk|folk christmas|folk rock|nashville sound|traditional folk,https://api.spotify.com/v1/artists/3qtcbDvdIgQOXkPbtRvBaQ,3qtcbDvdIgQOXkPbtRvBaQ,https://i.scdn.co/image/c77989e1d9a05cf54ac2d98737469d05183e560e,,43,artist,spotify:artist:3qtcbDvdIgQOXkPbtRvBaQ
"Peter, Paul and Mary","https://en.wikipedia.org/wiki/Peter,_Paul_and_Mary",1386.0,https://open.spotify.com/artist/6yrBBtqX2gKCHCrZOYBDrB,94676,brill building pop|bubblegum pop|folk|folk christmas|folk rock|mellow gold|singer-songwriter|soft rock|traditional folk,https://api.spotify.com/v1/artists/6yrBBtqX2gKCHCrZOYBDrB,6yrBBtqX2gKCHCrZOYBDrB,https://i.scdn.co/image/8775d2330e168b1c4183a976afcf8bd529bd6d36,,57,artist,spotify:artist:6yrBBtqX2gKCHCrZOYBDrB
Ronnie and The Hi-lites,https://en.wikipedia.org/wiki/Ronnie_%26_the_Hi-Lites,265.0,https://open.spotify.com/artist/64NBWzoBYRleutVJjDfpkT,19,,https://api.spotify.com/v1/artists/64NBWzoBYRleutVJjDfpkT,64NBWzoBYRleutVJjDfpkT,https://i.scdn.co/image/6bedb5aa9ac98c744b1d8aa24deca00b907a8836,,4,artist,spotify:artist:64NBWzoBYRleutVJjDfpkT
