Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,Grammy,Genre,beat,country,easyListening,folkORfunk,instrumental,jazz,pop,popRock,r&b,rock,rockabilly,sunshinePop,traditionalPop
1,100,Jimmy Gilmer and The Fireballs,Sugar Shack,1963,226227,673,55,23,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
3,48.42838339,Skeeter Davis,The End Of The World,1963,9808917,1796,14214,49,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
43,8.35431448,Skeeter Davis,I Can't Stay Mad at You,1963,283035,1796,14214,49,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
4,40.05349388,The Cascades,Rhythm Of The Rain,1963,3825570,651,10722,48,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
5,34.56844127,The Chiffons,He's So Fine,1963,4300451,993,17916,52,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
98,4.850547815,The Chiffons,One Fine Day,1963,12190738,993,17916,52,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
7,27.68441135,Paul and Paula,Hey Paula,1963,2224593,506,1425,33,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
8,25.34898699,Stevie Wonder,Fingertips,1963,3255889,4980,1821274,81,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
59,6.780124557,Stevie Wonder,Uptight (Everything's Alright),1966,37974338,4980,1821274,81,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
14,17.52086311,Stevie Wonder,I Was Made To Love Her,1967,11938162,4980,1821274,81,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
75,5.787081068,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day,1968,1800414,4980,1821274,81,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
32,10.15315495,Stevie Wonder,My Cherie Amour,1969,15409195,4980,1821274,81,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
9,23.45308318,The Village Stompers,Washington Square,1963,248436,216,811,26,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
10,21.87761624,The Impressions,It's All Right,1963,2590697,2033,56679,55,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
56,7.017717833,The Impressions,Keep On Pushing,1964,1556196,2033,56679,55,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
80,5.545754095,The Impressions,I'm So Proud,1964,1969494,2033,56679,55,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
12,19.39725958,The Angels,My Boyfriend's Back,1963,1872402,812,105506,58,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
13,18.39913422,Kyu Sakamoto,Sukiyaki,1963,3243351,1644,3846,38,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
14,17.52086311,Lesley Gore,She's A Fool,1963,212697,1458,27747,54,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
29,10.83471074,Lesley Gore,It's My Party,1963,6895751,1458,27747,54,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
83,5.412631479,Lesley Gore,Judy's Turn to Cry,1963,515670,1458,27747,54,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
36,9.393779234,Lesley Gore,You Don't Own Me,1964,5423583,1458,27747,54,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
61,6.632577127,Lesley Gore,California Nights,1967,187214,1458,27747,54,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
15,16.74093727,The Tymes,So Much In Love,1963,217721,438,2033,36,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
18,14.84294734,Dale and Grace,I'm Leaving It Up To You,1963,129104,862,312,23,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
19,14.32262507,Nino Tempo and April Stevens,Deep Purple,1963,297983,554,467,24,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
20,13.84586851,The Surfaris,Wipe Out,1963,1632562,930,9502,41,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
63,6.49284802,The Surfaris,Wipe Out,1966,1632562,930,9502,41,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
21,13.40711287,Al Martino,I Love You Because,1963,107611,1555,14318,48,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
89,5.168953147,Al Martino,"Painted, Tainted Rose",1963,14677,1555,14318,48,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
72,5.945119004,Al Martino,I Love You More and More Every Day,1964,31323,1555,14318,48,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
22,13.00172664,The Rockin' Rebels,Wild Weekend,1963,34191,347,90,17,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
25,11.94977132,Inez and Charlie Foxx,Mockingbird,1963,222797,529,248,15,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
26,11.64441273,Little Peggy March,I Will Follow Him,1963,2217411,941,1439,38,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
27,11.35794904,The Chantays,Pipeline,1963,1118918,674,2907,34,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
28,11.08857401,Jan and Dean,Surf City,1963,2529316,4719,11325,45,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
28,11.08857401,Jan and Dean,Dead Man's Curve,1964,524590,4719,11325,45,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
48,7.769280177,Jan and Dean,The Little Old Lady from Pasadena,1964,573042,4719,11325,45,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
30,10.59497587,Eydie Gorme,Blame It On The Bossa Nova,1963,91784,1750,13707,53,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
32,10.15315495,Martha and The Vandellas,Heat Wave,1963,19972499,2807,77397,62,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
94,4.985808764,Martha and The Vandellas,Come and Get These Memories,1963,447078,2807,77397,62,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
17,15.41358678,Martha and The Vandellas,Dancing in the Street,1964,34044681,2807,77397,62,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
68,6.173680038,Martha and The Vandellas,Nowhere to Run,1965,14919498,2807,77397,62,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
36,9.393779234,Martha and The Vandellas,Jimmy Mack,1967,5617771,2807,77397,62,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
33,9.949031357,Randy and The Rainbows,Denise,1963,639192,409,1122,29,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
34,9.754924552,The Rooftop Singers,Walk Right In,1963,1048770,428,961,29,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
37,9.225435188,Trini Lopez,If I Had A Hammer,1963,975647,1331,8733,45,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
39,8.910403258,The Essex,Easier Said Than Done,1963,11101,520,3009,28,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
41,8.621099442,Los Indios Tabajaras,Maria Elena,1963,1207317,377,9249,46,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
42,8.485070759,Ruby And The Romantics,Our Day Will Come,1963,634923,1335,744,27,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
44,8.228510611,Barbara Lewis,Hello Stranger,1963,2429382,703,12788,49,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
38,9.064478563,Barbara Lewis,Baby I'm Yours,1965,1960486,703,12788,49,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
45,8.107365283,The Ronettes,Be My Baby,1963,56249804,4527,59041,69,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
49,7.664266318,Major Lance,The Monkey Time,1963,455979,1416,5592,47,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
47,7.877989793,Major Lance,"Um, Um, Um, Um, Um, Um",1964,8939235,1416,5592,47,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
50,7.562750921,The Four Seasons,Candy Girl,1963,1216330,4256,157449,67,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
24,12.27610461,The Four Seasons,Rag Doll,1964,3712082,4256,157449,67,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
25,11.94977132,The Four Seasons,Dawn (Go Away),1964,2451009,4256,157449,67,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
74,5.838577711,The Four Seasons,Ronnie,1964,1190523,4256,157449,67,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
51,7.4645509,Bill Anderson,Still,1963,138980,1898,10303,40,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
53,7.277428145,Garnet Mimms and the Enchanters,Cry Baby,1963,482015,844,1724,33,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
54,7.188199443,Lou Christie,Two Faces Have I,1963,17151,1818,7391,37,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
23,12.62582101,Lou Christie,Lightnin' Strikes,1966,845703,1818,7391,37,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
60,6.705330284,Lou Christie,I'm Gonna Make You Mine,1969,285913,1818,7391,37,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
58,6.857053284,Lonnie Mack,"Memphis, Tennessee",1963,51680,8225,5680,37,0,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
60,6.705330284,Kai Winding,More,1963,111486,1069,1602,36,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
63,6.49284802,Bill Pursell,Our Winter Love,1963,85268,360,58,14,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
64,6.425711417,Tony Bennett,I Wanna Be Around,1963,657059,6608,262614,73,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
66,6.296526022,The Jaynetts,Sally Go 'Round the Roses,1963,233859,1280,270,23,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
72,5.945119004,Marvin Gaye,Pride and Joy,1963,381571,7086,1499687,78,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
58,6.857053284,Marvin Gaye,I'll Be Doggone,1965,1581041,7086,1499687,78,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
100,4.786300923,Marvin Gaye,How Sweet It Is (To Be Loved by You),1965,8752988,7086,1499687,78,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
14,17.52086311,Marvin Gaye,Too Busy Thinking About My Baby,1969,3314326,7086,1499687,78,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
72,5.945119004,Marvin Gaye,That's The Way Love Is,1969,1231338,7086,1499687,78,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
88,5.207645782,Marvin Gaye,I Heard It Through The Grapevine,1969,73644587,7086,1499687,78,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
73,5.891242669,Rufus Thomas,Walking the Dog,1963,1566133,1954,15116,48,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
74,5.838577711,Ned Miller,From a Jack to a King,1963,133653,400,753,29,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
76,5.736711756,Johnny Mathis,What Will My Mary Say,1963,190020,2566,65947,68,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
77,5.687430745,Jan Bradley,Mama Didn't Lie,1963,237102,291,137,18,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
79,5.59198657,The Cookies,Don't Say Nothin' Bad (About My Baby),1963,127042,643,1312,20,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
80,5.545754095,Johnny Cash,Ring of Fire,1963,84849162,8925,1981882,80,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
36,9.393779234,Johnny Cash,A Boy Named Sue,1969,28269065,8925,1981882,80,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
81,5.500471104,Doris Troy,Just One Look,1963,2024598,542,3167,39,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
82,5.456106733,Allan Sherman,"Hello Muddah, Hello Faddah! (A Letter from Camp)",1963,445104,3735,2237,33,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
84,5.370017132,Rolf Harris,"Tie Me Kangaroo Down, Sport",1963,699358,5455,4912,31,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
93,5.021127552,Sunny and the Sunglows,Talk to Me,1963,58419,334,270,18,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
99,4.818155049,Bobby Bare,500 Miles,1963,2379488,1542,30392,53,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
1,100,The Beatles,I Want to Hold Your Hand,1964,48975471,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
2,63.2878297,The Beatles,She Loves You,1964,28087844,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
13,18.39913422,The Beatles,A Hard Day's Night,1964,34734369,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
14,17.52086311,The Beatles,Love Me Do,1964,44061168,14112,5042014,89,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
16,16.04282372,The Beatles,Please Please Me,1964,8599331,14112,5042014,89,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
40,8.762749681,The Beatles,Twist and Shout,1964,55584330,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
52,7.369496097,The Beatles,Can't Buy Me Love,1964,26066160,14112,5042014,89,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
55,7.101672245,The Beatles,Do You Want to Know a Secret,1964,8066285,14112,5042014,89,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
95,4.951108236,The Beatles,I Saw Her Standing There,1964,13477850,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
7,27.68441135,The Beatles,Help!,1965,37599801,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
31,10.36815025,The Beatles,Ticket to Ride,1965,37599801,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
55,7.101672245,The Beatles,Eight Days a Week,1965,22286205,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
16,16.04282372,The Beatles,We Can Work It Out,1966,20400983,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
28,11.08857401,The Beatles,Paperback Writer,1966,16062776,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
90,5.130975533,The Beatles,Nowhere Man,1966,11017023,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
96,4.917008807,The Beatles,Yellow Submarine,1966,33759504,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
30,10.59497587,The Beatles,All You Need Is Love,1967,37228030,14112,5042014,89,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
55,7.101672245,The Beatles,Penny Lane,1967,311626,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
1,100,The Beatles,Hey Jude,1968,71297498,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
60,6.705330284,The Beatles,Lady Madonna,1968,13710931,14112,5042014,89,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
78,5.63920084,The Beatles,Revolution,1968,12876136,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
83,5.412631479,The Beatles,Something,1969,37384485,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
85,5.328236693,The Beatles,Come Together,1969,87467921,14112,5042014,89,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
3,48.42838339,Louis Armstrong,"Hello, Dolly!",1964,3378654,9606,928788,76,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
6,30.6492728,Dean Martin,Everybody Loves Somebody,1964,9620202,4570,381183,76,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
77,5.687430745,Dean Martin,The Door Is Still Open to My Heart,1964,1013765,4570,381183,76,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
8,25.34898699,Gale Garnett,We'll Sing in the Sunshine,1964,211353,1522,384,22,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
9,23.45308318,J. Frank Wilson and the Cavaliers,Last Kiss,1964,440810,376,1088,29,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
10,21.87761624,The Supremes,Where Did Our Love Go,1964,22205872,5042,388007,70,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
33,9.949031357,The Supremes,Baby Love,1964,44450809,5042,388007,70,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
20,13.84586851,The Supremes,Stop! In the Name of Love,1965,29765413,5042,388007,70,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
37,9.225435188,The Supremes,Back in My Arms Again,1965,2866058,5042,388007,70,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
8,25.34898699,The Supremes,You Can't Hurry Love,1966,77355864,5042,388007,70,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
30,10.59497587,The Supremes,You Keep Me Hangin' On,1966,11752447,5042,388007,70,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
81,5.500471104,The Supremes,My World Is Empty Without You,1966,3451648,5042,388007,70,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
28,11.08857401,The Supremes,Love Is Here And Now You're Gone,1967,1402733,5042,388007,70,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
29,10.83471074,The Supremes,The Happening,1967,3012733,5042,388007,70,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
41,8.621099442,The Supremes,Reflections,1967,3884474,5042,388007,70,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
27,11.35794904,The Supremes,Love Child,1968,3357859,5042,388007,70,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
11,20.54380234,Barbra Streisand,People,1964,1096736,9030,231807,69,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
12,19.39725958,Al Hirt,Java,1964,362090,961,5403,41,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
84,5.370017132,Al Hirt,Cotton Candy,1964,45946,961,5403,41,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
15,16.74093727,Manfred Mann,Do Wah Diddy Diddy,1964,12837467,1907,56164,56,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
91,5.093692001,Manfred Mann,The Mighty Quinn,1968,4682816,1907,56164,56,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
18,14.84294734,Billy J. Kramer and The Dakotas,Little Children,1964,480702,1328,444,9,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
97,4.883493965,Billy J. Kramer and The Dakotas,Bad to Me,1964,1302962,1328,444,9,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
19,14.32262507,The Ray Charles Singers,Love Me with All Your Heart (Cuando Calienta El Sol),1964,11797,1894,524,26,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
21,13.40711287,The Dixie Cups,Chapel of Love,1964,6887338,963,11861,49,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
22,13.00172664,Terry Stafford,Suspicion,1964,747126,603,1081,31,0,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
63,6.49284802,The Dave Clark Five,Because,1964,233636,1911,18351,30,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
67,6.234342105,The Dave Clark Five,Can't You See That She's Mine,1964,5883,1911,18351,30,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
91,5.093692001,The Dave Clark Five,Do You Love Me,1964,5876,1911,18351,30,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
26,11.64441273,The Newbeats,Bread and Butter,1964,469577,566,528,21,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
30,10.59497587,Peter and Gordon,A World Without Love,1964,2782696,951,12316,44,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
75,5.787081068,Peter and Gordon,I Go to Pieces,1965,806850,951,12316,44,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
82,5.456106733,Peter and Gordon,True Love Ways,1965,612139,951,12316,44,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
55,7.101672245,Peter and Gordon,Lady Godiva,1966,246814,951,12316,44,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
86,5.287264321,Peter and Gordon,Woman,1966,183303,951,12316,44,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
31,10.36815025,The Honeycombs,Have I the Right?,1964,1006483,2399,5274,33,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
32,10.15315495,The Serendipity Singers,Don't Let the Rain Come Down (Crooked Little Man),1964,32585,2064,641,12,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
34,9.754924552,Betty Everett and Jerry Butler,Let It Be Me,1964,14221,1249,27475,11,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
35,9.570069478,Dusty Springfield,Wishin' and Hopin',1964,3337374,7320,129104,67,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
35,9.570069478,Dusty Springfield,You Don't Have To Say You Love Me,1966,9288509,7320,129104,67,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
37,9.225435188,Dionne Warwick,Walk On By,1964,8336468,7251,158688,63,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
71,6.000251993,Dionne Warwick,Anyone Who Had a Heart,1964,1556585,7251,158688,63,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
77,5.687430745,Dionne Warwick,Message To Michael,1966,325409,7251,158688,63,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
44,8.228510611,Dionne Warwick,Alfie,1967,631132,7251,158688,63,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
42,8.485070759,Dionne Warwick,(Theme From) Valley Of The Dolls,1968,552598,7251,158688,63,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
88,5.207645782,Dionne Warwick,Do You Know The Way To San Jose,1968,3349983,7251,158688,63,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
64,6.425711417,Dionne Warwick,This Girl's In Love With You,1969,243874,7251,158688,63,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
38,9.064478563,The Animals,The House of the Rising Sun,1964,44557,3699,457784,71,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
86,5.287264321,The Animals,We Gotta Get out of This Place,1965,9687979,3699,457784,71,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
70,6.056689273,The Animals,Sky Pilot,1968,642284,3699,457784,71,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
39,8.910403258,Ronny and the Daytonas,G.T.O.,1964,261325,679,703,24,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
41,8.621099442,Johnny Rivers,Memphis,1964,743377,1516,32071,48,0,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
45,8.107365283,Johnny Rivers,The Seventh Son,1965,92259,1516,32071,48,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
9,23.45308318,Johnny Rivers,Poor Side of Town,1966,227317,1516,32071,48,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
53,7.277428145,Johnny Rivers,Secret Agent Man,1966,1021520,1516,32071,48,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
95,4.951108236,Johnny Rivers,Baby I Need Your Lovin',1967,168107,1516,32071,48,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
42,8.485070759,Danny Williams,White On White,1964,60109,864,1276,28,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
43,8.35431448,The Rip Chords,Hey Little Cobra,1964,125753,2071,1042,21,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
44,8.228510611,Betty Everett,The Shoop Shoop Song (It's in His Kiss),1964,283977,1249,5705,41,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
46,7.990608098,Millie Small,My Boy Lollipop,1964,5202609,833,1839,37,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
49,7.664266318,Gerry and the Pacemakers,Don't Let the Sun Catch You Crying,1964,1030679,954,37416,52,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
89,5.168953147,Gerry and the Pacemakers,How Do You Do It?,1964,216444,954,37416,52,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
43,8.35431448,Gerry and the Pacemakers,Ferry Cross the Mersey,1965,3617809,954,37416,52,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
50,7.562750921,Chad and Jeremy,A Summer Song,1964,2344444,1030,8629,39,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
51,7.4645509,Stan Getz and Astrud Gilberto,The Girl from Ipanema,1964,31119332,1553,140468,50,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
53,7.277428145,The Shangri-Las,Remember (Walking in the Sand),1964,2373825,3675,28986,47,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
68,6.173680038,The Shangri-Las,Leader of the Pack,1964,7863614,3675,28986,47,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
54,7.188199443,Bobby Freeman,C'mon and Swim,1964,14701,581,1169,35,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
57,6.936215781,The Four Tops,Baby I Need Your Loving,1964,5096779,3598,222386,66,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
58,6.857053284,Diane Renay,Navy Blue,1964,62333,527,250,15,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
59,6.780124557,The Bachelors,Diane,1964,228483,1206,5613,35,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
60,6.705330284,The Marketts,Out of Limits,1964,3076822,390,3121,39,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
61,6.632577127,The Hondells,Little Honda,1964,97458,830,401,16,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
62,6.561777272,Bobby Goldsboro,See the Funny Little Clown,1964,63758,618,17856,48,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
81,5.500471104,Bobby Goldsboro,Little Things,1965,80093,618,17856,48,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
3,48.42838339,Bobby Goldsboro,Honey,1968,3169958,618,17856,48,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
64,6.425711417,The Reflections,(Just Like) Romeo and Juliet,1964,182525,623,227,6,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
66,6.296526022,The New Christy Minstrels,Today,1964,158773,2148,3199,33,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
69,6.114481004,Joe Hinton,Funny How Time Slips Away,1964,16014,282,132,8,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
70,6.056689273,The Temptations,The Way You Do the Things You Do,1964,19638035,9521,663199,73,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
10,21.87761624,The Temptations,My Girl,1965,150297031,9521,663199,73,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
48,7.769280177,The Temptations,Ain't Too Proud to Beg,1966,26620715,9521,663199,73,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
65,6.360293906,The Temptations,Beauty Is Only Skin Deep,1966,2352110,9521,663199,73,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
