Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,Grammy,Genre,beat,country,easyListening,folkORfunk,instrumental,jazz,pop,popRock,r&b,rock,rockabilly,sunshinePop,traditionalPop
36,9.393779234,The Highwaymen,Cotton Fields,1962,59450,1027,91680,58,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
5,34.56844127,Del Shannon,Runaway,1961,14372962,2195,40589,53,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
68,6.173680038,Del Shannon,Hats Off To Larry,1961,147026,2195,40589,53,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
100,4.786300923,Del Shannon,Little Town Flirt,1963,367176,2195,40589,53,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
99,4.818155049,Del Shannon,Keep Searchin' (We'll Follow the Sun),1965,865291,2195,40589,53,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
6,30.6492728,The Jive Five,My True Story,1961,549734,807,1910,31,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
8,25.34898699,The String-A-Longs,Wheels,1961,254594,352,356,24,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
9,23.45308318,Dee Clark,Raindrops,1961,36195,651,1660,24,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
10,21.87761624,Joe Dowell,Wooden Heart,1961,76204,295,84,12,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
11,20.54380234,Lawrence Welk,Calcutta,1961,220024,3370,3324,44,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
14,17.52086311,The Shirelles,Dedicated To The One I Love,1961,1401322,2186,51834,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
16,16.04282372,The Shirelles,Will You Love Me Tomorrow,1961,10966476,2186,51834,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
81,5.500471104,The Shirelles,Mama Said,1961,18984141,2186,51834,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
10,21.87761624,The Shirelles,Soldier Boy,1962,623778,2186,51834,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
44,8.228510611,The Shirelles,Baby It's You,1962,1378449,2186,51834,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
57,6.936215781,The Shirelles,Foolish Little Girl,1963,404775,2186,51834,59,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
15,16.74093727,The Mar-Keys,Last Night,1961,1118216,1102,5742,36,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
20,13.84586851,Sue Thompson,Sad Movies (Make Me Cry),1961,414305,547,2313,36,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
33,9.949031357,Sue Thompson,Norman,1962,206139,547,2313,36,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
21,13.40711287,Ernie K-Doe,Mother-In-Law,1961,442939,811,1893,33,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
22,13.00172664,The Dovells,Bristol Stomp,1961,310096,591,1286,29,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
31,10.36815025,The Dovells,You Can't Sit Down,1963,70658,591,1286,29,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
24,12.27610461,The Miracles,Shop Around,1961,8287327,5611,239780,63,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
65,6.360293906,The Miracles,You've Really Got a Hold on Me,1963,3940869,5611,239780,63,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
85,5.328236693,The Miracles,Mickey's Monkey,1963,218185,5611,239780,63,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
78,5.63920084,The Miracles,The Tracks of My Tears,1965,28463187,5611,239780,63,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
93,5.021127552,The Miracles,Ooo Baby Baby,1965,7102863,5611,239780,63,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
26,11.64441273,Gene Mcdaniels,A Hundred Pounds Of Clay,1961,213849,909,925,29,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
27,11.35794904,Dick and Dee Dee,The Mountain's High,1961,17863,1038,179,16,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
84,5.370017132,Dick and Dee Dee,Tell Me,1962,12985,1038,179,16,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
29,10.83471074,Floyd Cramer,On The Rebound,1961,660129,964,5198,40,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
88,5.207645782,Floyd Cramer,San Antonio Rose,1961,312830,964,5198,40,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
31,10.36815025,Gary U.S. Bonds,Quarter To Three,1961,202618,753,3184,35,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
54,7.188199443,Gary U.S. Bonds,School Is Out,1961,29725,753,3184,35,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
32,10.15315495,Gary U.S. Bonds,Dear Lady Twist,1962,24726,753,3184,35,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
88,5.207645782,Gary U.S. Bonds,"Twist, Twist Senora",1962,51794,753,3184,35,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
32,10.15315495,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",1961,664163,737,1246,35,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
34,9.754924552,Chris Kenner,I Like It Like That,1961,739901,391,797,28,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
35,9.570069478,Jorgen Ingmann,Apache,1961,148229,524,258,18,0,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
74,5.838577711,Linda Scott,I've Told Every Little Star,1961,38588,577,1343,29,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
38,9.064478563,Ferlin Husky,Wings Of A Dove,1961,259282,1059,8417,39,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
40,8.762749681,Marcels,Blue Moon,1961,6629781,302,8111,47,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
41,8.621099442,Shep and The Limelites,Daddy's Home,1961,45157,511,281,15,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
42,8.485070759,Troy Shondell,This Time,1961,28820,793,186,11,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
43,8.35431448,"Clarence ""Frogman"" Henry",(I Don't Know Why) But I Do,1961,1646381,553,3594,39,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
44,8.228510611,Kokomo,Asia Minor,1961,38898,438,1966,20,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
45,8.107365283,Faron Young,Hello Walls,1961,1490230,1733,15508,44,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
46,7.990608098,Dion,Runaround Sue,1961,27540370,3245,941947,79,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
12,19.39725958,Dion,The Wanderer,1962,30747630,3245,941947,79,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
67,6.234342105,Dion,Lovers Who Wander,1962,1642078,3245,941947,79,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
86,5.287264321,Dion,Little Diane,1962,191936,3245,941947,79,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
40,8.762749681,Dion,Ruby Baby,1963,541039,3245,941947,79,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
86,5.287264321,Dion,Donna the Prima Donna,1963,723972,3245,941947,79,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
47,7.877989793,Arthur Lyman,Yellow Bird,1961,261189,1800,2598,36,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
48,7.769280177,Timi Yuro,Hurt,1961,1033560,1329,5721,40,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
50,7.562750921,The Capris,There's A Moon Out Tonight,1961,977093,562,3207,34,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
52,7.369496097,The Paris Sisters,I Love How You Love Me,1961,368245,315,985,32,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
53,7.277428145,Lee Dorsey,Ya Ya,1961,1445791,752,10044,53,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
76,5.736711756,Lee Dorsey,Working In The Coal Mine,1966,1841556,752,10044,53,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
55,7.101672245,Bob Moore,Mexico,1961,44613,611,122,12,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
56,7.017717833,Ral Donner,You Don't Know What You've Got (Until You Lose It),1961,45016,411,589,19,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
58,6.857053284,The Lettermen,The Way You Look Tonight,1961,265415,1932,15746,45,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
74,5.838577711,The Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You,1968,399488,1932,15746,45,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
30,10.59497587,The Lettermen,Hurt So Bad,1969,140938,1932,15746,45,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
59,6.780124557,Pat Boone,Moody River,1961,376361,4138,31398,48,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
45,8.107365283,Pat Boone,Speedy Gonzales,1962,1355459,4138,31398,48,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
61,6.632577127,Adam Wade,Take Good Care Of Her,1961,16354,531,129,11,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
83,5.412631479,Adam Wade,The Writing On The Wall,1961,4696,531,129,11,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
62,6.561777272,Carla Thomas,Gee Whiz (Look At His Eyes),1961,833523,1161,13292,57,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
39,8.910403258,Carla Thomas,B-A-B-Y,1966,9284829,1161,13292,57,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
63,6.49284802,Ben E. King,Stand By Me,1961,59842653,1450,126058,70,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
64,6.425711417,Ben E. King,Spanish Harlem,1961,4059124,1450,126058,70,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
65,6.360293906,Ike and Tina Turner,It's Gonna Work Out Fine,1961,246104,3574,62083,56,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
66,6.296526022,The Echoes,Baby Blue,1961,29769,2474,3429,36,0,beat,1,0,0,0,0,0,0,0,0,0,0,0,0
67,6.234342105,Buzz Clifford,Baby Sittin' Boogie,1961,91330,544,247,16,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
69,6.114481004,Little Caesar and The Romans,Those Oldies But Goodies,1961,286453,346,178,25,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
72,5.945119004,Bert Kaempfert,Wonderland By Night,1961,350403,2099,16488,52,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
32,10.15315495,Bert Kaempfert,Red Roses for a Blue Lady,1965,293898,2099,16488,52,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
73,5.891242669,Tony Orlando,Bless You,1961,73268,2129,8832,49,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
76,5.736711756,Rosie and The Originals,Angel Baby,1961,3204938,827,8737,47,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
77,5.687430745,Curtis Lee,Pretty Little Angel Eyes,1961,847297,1967,1158,33,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
79,5.59198657,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavour (On The Bedpost Overnight),1961,203528,2450,7574,36,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
84,5.370017132,Matt Monro,My Kind Of Girl,1961,307716,1698,44161,54,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
86,5.287264321,Jimmy Dean,Big Bad John,1961,2739818,1804,13340,43,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
85,5.328236693,Jimmy Dean,P.T. 109,1962,90285,1804,13340,43,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
92,5.057082445,Eddie Hodges,I'm Gonna Knock On Your Door,1961,568081,688,715,31,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
96,4.917008807,Eddie Hodges,"(Girls, Girls, Girls) Made To Love",1962,30625,688,715,31,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
95,4.951108236,Dave Brubeck,Take Five,1961,49478497,3623,46769,61,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
97,4.883493965,Don Gibson,Sea Of Heartbreak,1961,1088344,648,12521,44,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
1,100,Acker Bilk,Stranger On The Shore,1962,921367,1265,9583,48,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
3,48.42838339,Dee Dee Sharp,Mashed Potato Time,1962,771095,557,4587,38,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
90,5.130975533,Dee Dee Sharp,Gravy (For My Mashed Potatoes),1962,251344,557,4587,38,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
96,4.917008807,Dee Dee Sharp,Do the Bird,1963,54532,557,4587,38,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
4,40.05349388,Bobby Vinton,Roses Are Red (My Love),1962,2365412,1732,40275,58,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
6,30.6492728,Bobby Vinton,Blue Velvet,1963,8522784,1732,40275,58,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
52,7.369496097,Bobby Vinton,Blue on Blue,1963,862958,1732,40275,58,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
98,4.850547815,Bobby Vinton,There! I've Said It Again,1964,526233,1732,40275,58,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
43,8.35431448,Bobby Vinton,Please Love Me Forever,1967,540828,1732,40275,58,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
5,34.56844127,David Rose,The Stripper,1962,313233,1104,501,36,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
6,30.6492728,Shelley Fabares,Johnny Angel,1962,472535,741,2364,29,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
7,27.68441135,Little Eva,The Loco-Motion,1962,9076546,924,7873,49,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
8,25.34898699,The Sensations,Let Me In,1962,47535,233,647,24,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
11,20.54380234,Bruce Channel,Hey! Baby,1962,9727465,589,2853,47,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
13,18.39913422,Gene Chandler,Duke Of Earl,1962,1890074,1289,15582,45,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
14,17.52086311,Freddy Cannon,Palisades Park,1962,548294,1289,4208,36,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
16,16.04282372,Claude King,Wolverton Mountain,1962,453022,1100,1549,27,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
19,14.32262507,Mary Wells,The One Who Really Loves You,1962,1749941,2824,61278,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
70,6.056689273,Mary Wells,You Beat Me To The Punch,1962,10101881,2824,61278,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
7,27.68441135,Mary Wells,My Guy,1964,35289317,2824,61278,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
21,13.40711287,Kenny Ball,Midnight In Moscow,1962,452268,1531,2308,37,0,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
22,13.00172664,Tommy Roe,Sheila,1962,713267,711,11071,43,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
38,9.064478563,Tommy Roe,Everybody,1963,21660,711,11071,43,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
43,8.35431448,Tommy Roe,Hooray for Hazel,1966,73278,711,11071,43,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
44,8.228510611,Tommy Roe,Sweet Pea,1966,343854,711,11071,43,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
6,30.6492728,Tommy Roe,Dizzy,1969,2289433,711,11071,43,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
24,12.27610461,The Orlons,The Wah-Watusi,1962,401222,858,2921,31,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
47,7.877989793,The Orlons,South Street,1963,36247,858,2921,31,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
25,11.94977132,Joey Dee and The Starliters,Peppermint Twist,1962,443963,1048,736,33,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
58,6.857053284,Joey Dee and The Starliters,Shout,1962,205105,1048,736,33,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
27,11.35794904,The Marvelettes,Playboy,1962,8011077,3009,65203,60,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
28,11.08857401,Nat King Cole,Ramblin' Rose,1962,532894,4416,526417,78,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
70,6.056689273,Nat King Cole,Those Lazy-Hazy-Crazy Days of Summer,1963,555689,4416,526417,78,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
87,5.247075258,Nat King Cole,"That Sunday, That Summer",1963,248929,4416,526417,78,0,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
30,10.59497587,Jay and The Americans,She Cried,1962,264791,978,15636,58,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
29,10.83471074,Jay and The Americans,Come a Little Bit Closer,1964,14422507,978,15636,58,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
24,12.27610461,Jay and The Americans,Cara Mia,1965,801564,978,15636,58,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
56,7.017717833,Jay and The Americans,This Magic Moment,1969,1002589,978,15636,58,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
34,9.754924552,Ketty Lester,Love Letters,1962,156761,768,1217,30,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
35,9.570069478,Claudine Clark,Party Lights,1962,252381,108,193,19,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
37,9.225435188,Bent Fabric,Alley Cat,1962,145527,630,534,17,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
38,9.064478563,The Isley Brothers,Twist And Shout,1962,16962564,2160,387904,69,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
21,13.40711287,The Isley Brothers,It's Your Thing,1969,28175220,2160,387904,69,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
39,8.910403258,Richard Chamberlain,Theme From Dr. Kildare,1962,26892,1395,330,16,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
40,8.762749681,Ace Cannon,Tuff,1962,33272,341,822,27,0,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
41,8.621099442,Clyde McPhatter,Lover Please,1962,169633,1688,6381,55,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
42,8.485070759,Barbara George,I Know (You Don't Love Me No More),1962,84117,338,322,19,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
46,7.990608098,Burl Ives,A Little Bitty Tear,1962,300810,2470,13322,71,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
82,5.456106733,Burl Ives,Funny Way Of Laughin',1962,63127,2470,13322,71,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
48,7.769280177,Emilio Pericoli,Al Di La,1962,58051,208,814,23,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
49,7.664266318,Ernie Maresca,Shout! Shout! (Knock Yourself Out),1962,122280,533,165,18,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
50,7.562750921,Don and Juan,What's Your Name,1962,323853,200,254,26,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
51,7.4645509,The Corsairs,Smoky Places,1962,38068,240,113,11,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
53,7.277428145,Booker T. and The M.G.'s,Green Onions,1962,41562698,3484,62586,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
72,5.945119004,Booker T. and The M.G.'s,Groovin',1967,387938,3484,62586,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
63,6.49284802,Booker T. and The M.G.'s,Time Is Tight,1969,1830732,3484,62586,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
90,5.130975533,Booker T. and The M.G.'s,Hang 'Em High,1969,277978,3484,62586,59,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
55,7.101672245,Frankie Valli and The Four Seasons,Sherry,1962,19154727,4256,157449,67,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
24,12.27610461,Frankie Valli and The Four Seasons,Walk Like A Man,1963,9797062,4256,157449,67,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
56,7.017717833,Joanie Sommers,Johnny Get Angry,1962,186619,1067,640,25,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
59,6.780124557,"Dave ""Baby"" Cortez",Rinky Dink,1962,309260,452,537,26,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
60,6.705330284,Henry Mancini,Moon River,1962,2813365,2486,51803,58,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
48,7.769280177,Henry Mancini,Days Of Wine and Roses,1963,286425,2486,51803,58,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
61,6.632577127,Ray Stevens,Ahab The Arab,1962,194946,2640,17723,43,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
61,6.632577127,Ray Stevens,Gitarzan,1969,115612,2640,17723,43,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
63,6.49284802,Gene Pitney,(The Man Who Shot) Liberty Valance,1962,782084,2010,31050,51,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
97,4.883493965,Gene Pitney,Town Without Pity,1962,1116175,2010,31050,51,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
27,11.35794904,Gene Pitney,It Hurts to Be in Love,1964,167640,2010,31050,51,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
66,6.296526022,Joe Henderson,Snap Your Fingers,1962,49211,1173,24058,45,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
68,6.173680038,Chris Montez,Let's Dance,1962,2039928,1050,4991,46,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
94,4.985808764,Chris Montez,The More I See You,1966,1293165,1050,4991,46,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
69,6.114481004,Johnny Crawford,Cindy's Birthday,1962,97730,1048,726,22,0,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
71,6.000251993,Barbara Lynn,You'll Lose A Good Thing,1962,1657027,714,8960,43,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
72,5.945119004,The Crystals,Uptown,1962,374691,1856,27866,57,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
56,7.017717833,The Crystals,Da Doo Ron Ron,1963,6562159,1856,27866,57,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
68,6.173680038,The Crystals,Then He Kissed Me,1963,18884086,1856,27866,57,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
74,5.838577711,Dickey Lee,Patches,1962,22266,457,843,26,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
71,6.000251993,Dickey Lee,Laurie (Strange Things Happen),1965,18958,457,843,26,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
79,5.59198657,Larry Finnegan,Dear One,1962,305231,186,838,20,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
80,5.545754095,James Darren,Her Royal Majesty,1962,23916,1299,1835,31,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
81,5.500471104,Walter Brennan,Old Rivers,1962,64810,1896,499,22,0,country,0,1,0,0,0,0,0,0,0,0,0,0,0
83,5.412631479,Billy Vaughn,A Swingin' Safari,1962,390073,715,8058,50,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
87,5.247075258,Billy Joe and The Checkmates,Percolator (Twist),1962,21213,818,22,7,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
89,5.168953147,Jimmy Soul,Twistin' Matilda,1962,27425,338,1768,35,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
35,9.570069478,Jimmy Soul,If You Wanna Be HappyIf You Wanna Be Happy,1963,2485964,338,1768,35,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
91,5.093692001,Jimmy Smith,Walk On The Wild Side,1962,414693,1305,26929,51,0,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
92,5.057082445,King Curtis,Soul Twist,1962,36437,1142,10482,45,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
94,4.985808764,The Ikettes,I'm Blue (The Gong-Gong Song),1962,430899,1813,946,24,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
95,4.951108236,The Kingston Trio,Where Have All The Flowers Gone?,1962,639742,6161,17521,43,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
98,4.850547815,"Peter, Paul and Mary",If I Had A Hammer,1962,650774,1386,94676,57,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
16,16.04282372,"Peter, Paul and Mary","Puff, The Magic Dragon",1963,7184102,1386,94676,57,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
17,15.41358678,"Peter, Paul and Mary",Blowin' In The Wind,1963,2388954,1386,94676,57,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
91,5.093692001,"Peter, Paul and Mary",I Dig Rock And Roll Music,1967,551673,1386,94676,57,0,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
99,4.818155049,Ronnie and The Hi-lites,I Wish That We Were Married,1962,11986,265,19,4,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
100,4.786300923,The Beach Boys,Surfin' Safari,1962,6351035,15103,916992,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
2,63.2878297,The Beach Boys,Surfin' U.S.A.,1963,40283487,15103,916992,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
36,9.393779234,The Beach Boys,Surfer Girl,1963,6457598,15103,916992,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
97,4.883493965,The Beach Boys,Shut Down,1963,1066953,15103,916992,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
5,34.56844127,The Beach Boys,I Get Around,1964,36498083,15103,916992,77,0,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
11,20.54380234,The Beach Boys,"Help Me, Rhonda",1965,5635326,15103,916992,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
49,7.664266318,The Beach Boys,California Girls,1965,15339865,15103,916992,77,0,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
33,9.949031357,The Beach Boys,Good Vibrations,1966,80929159,15103,916992,77,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
61,6.632577127,The Beach Boys,Sloop John B,1966,17048533,15103,916992,77,0,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
79,5.59198657,The Beach Boys,Barbara Ann,1966,11933298,15103,916992,77,0,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
